post_id,text,text_clean,tokens,majority_label,agreement,targets,cue_tokens,slur_tokens,non_slur_cue_tokens,slur_is_sole_target,target_tokens,framing,speech_act,primary_framing
18052581_gab,i hope president trump fills their seats with the families of those murdered by illegal aliens black folks are not going to be happy when they realize it their liberal and nigger leaders celebrities who been fucking them not whitey,i hope president trump fills their seats with the families of those murdered by illegal aliens black folks are not going to be happy when they realize it their liberal and nigger leaders celebrities who been fucking them not whitey,"['i', 'hope', 'president', 'trump', 'fills', 'their', 'seats', 'with', 'the', 'families', 'of', 'those', 'murdered', 'by', 'illegal', 'aliens', 'black', 'folks', 'are', 'not', 'going', 'to', 'be', 'happy', 'when', 'they', 'realize', 'it', 'their', 'liberal', 'and', 'nigger', 'leaders', 'celebrities', 'who', 'been', 'fucking', 'them', 'not', 'whitey']",hatespeech,unanimous,['African'],['illegal'],"['murdered', 'black', 'nigger']",['illegal'],False,"['nigger', 'black']","['EXCLUSION', 'CRIMINAL_DANGER']",STATEMENT,EXCLUSION
21063397_gab,i personally would have no problem with it if every nigger in africa starved to death,i personally would have no problem with it if every nigger in africa starved to death,"['i', 'personally', 'would', 'have', 'no', 'problem', 'with', 'it', 'if', 'every', 'nigger', 'in', 'africa', 'starved', 'to', 'death']",hatespeech,unanimous,['African'],['death'],['nigger'],['death'],False,['nigger'],['THREAT_VIOLENCE'],STATEMENT,THREAT_VIOLENCE
3509218_gab,<user> goddamn niggers population still at it shooting each other and blaming cops for their own influence to their nigger culture dumb niggers plan on pushing more communism and hate as so terrorism blacks are largely on the receiving end of communism whites are the ones pushing it toward them,<user> goddamn niggers population still at it shooting each other and blaming cops for their own influence to their nigger culture dumb niggers plan on pushing more communism and hate as so terrorism blacks are largely on the receiving end of communism whites are the ones pushing it toward them,"['<user>', 'goddamn', 'niggers', 'population', 'still', 'at', 'it', 'shooting', 'each', 'other', 'and', 'blaming', 'cops', 'for', 'their', 'own', 'influence', 'to', 'their', 'nigger', 'culture', 'dumb', 'niggers', 'plan', 'on', 'pushing', 'more', 'communism', 'and', 'hate', 'as', 'so', 'terrorism', 'blacks', 'are', 'largely', 'on', 'the', 'receiving', 'end', 'of', 'communism', 'whites', 'are', 'the', 'ones', 'pushing', 'it', 'toward', 'them']",hatespeech,unanimous,['African'],"['shooting', 'communism', 'hate', 'terrorism', 'communism']","['niggers', 'nigger', 'dumb', 'niggers', 'terrorism', 'blacks', 'whites']","['shooting', 'communism', 'hate', 'communism']",False,"['niggers', 'nigger', 'blacks']","['INTELLECTUAL_INFERIORITY', 'CRIMINAL_DANGER']",STATEMENT,INTELLECTUAL_INFERIORITY
20973633_gab,jesus would never need a gun to kill you with the grids will suffice and he would never listen to coon tunes other than that cool dream hope it works out for ya,jesus would never need a gun to kill you with the grids will suffice and he would never listen to coon tunes other than that cool dream hope it works out for ya,"['jesus', 'would', 'never', 'need', 'a', 'gun', 'to', 'kill', 'you', 'with', 'the', 'grids', 'will', 'suffice', 'and', 'he', 'would', 'never', 'listen', 'to', 'coon', 'tunes', 'other', 'than', 'that', 'cool', 'dream', 'hope', 'it', 'works', 'out', 'for', 'ya']",hatespeech,unanimous,['African'],['gun'],"['kill', 'coon']",['gun'],False,['coon'],['THREAT_VIOLENCE'],STATEMENT,THREAT_VIOLENCE
21535984_gab,these <number> are some of those who are leading the white national revolution and exposing the elitist agenda to rape europe and canada with sand niggers we will rise and we will push islam and sand niggers back to the nigger sand hell from where it came,these <number> are some of those who are leading the white national revolution and exposing the elitist agenda to rape europe and canada with sand niggers we will rise and we will push islam and sand niggers back to the nigger sand hell from where it came,"['these', '<number>', 'are', 'some', 'of', 'those', 'who', 'are', 'leading', 'the', 'white', 'national', 'revolution', 'and', 'exposing', 'the', 'elitist', 'agenda', 'to', 'rape', 'europe', 'and', 'canada', 'with', 'sand', 'niggers', 'we', 'will', 'rise', 'and', 'we', 'will', 'push', 'islam', 'and', 'sand', 'niggers', 'back', 'to', 'the', 'nigger', 'sand', 'hell', 'from', 'where', 'it', 'came']",hatespeech,unanimous,"['African', 'Arab', 'Islam']","['revolution', 'rape', 'hell']","['white', 'rape', 'niggers', 'niggers', 'nigger']","['revolution', 'hell']",False,"['niggers', 'islam', 'nigger']","['CONSPIRACY', 'SEXUAL_GENDERED']",STATEMENT,CONSPIRACY
23697018_gab,the only thing that makes a black ghetto as stinking black men selling drugs and committing crime because it cool and it in the hood these f coons who destroy society should be executed worthless s* screwing <censored> up societies throughout the world f***ing <censored> nigga c**ts <censored>,the only thing that makes a black ghetto as stinking black men selling drugs and committing crime because it cool and it in the hood these f coons who destroy society should be executed worthless s* screwing <censored> up societies throughout the world f***ing <censored> nigga c**ts <censored>,"['the', 'only', 'thing', 'that', 'makes', 'a', 'black', 'ghetto', 'as', 'stinking', 'black', 'men', 'selling', 'drugs', 'and', 'committing', 'crime', 'because', 'it', 'cool', 'and', 'it', 'in', 'the', 'hood', 'these', 'f', 'coons', 'who', 'destroy', 'society', 'should', 'be', 'executed', 'worthless', 's*', 'screwing', '<censored>', 'up', 'societies', 'throughout', 'the', 'world', 'f***ing', '<censored>', 'nigga', 'c**ts', '<censored>']",hatespeech,unanimous,['African'],"['ghetto', 'hood', 'worthless']","['black', 'black', 'crime', 'coons', 'nigga']","['ghetto', 'hood', 'worthless']",False,"['coons', 'black', 'nigga']","['CONSPIRACY', 'CRIMINAL_DANGER']",STATEMENT,CONSPIRACY
26036690_gab,here your options <number> chase down and handcuff some gross naked nigger and put it in your car <number> shoot that spook and let the meat wagon clean it up hmm choices,here your options <number> chase down and handcuff some gross naked nigger and put it in your car <number> shoot that spook and let the meat wagon clean it up hmm choices,"['here', 'your', 'options', '<number>', 'chase', 'down', 'and', 'handcuff', 'some', 'gross', 'naked', 'nigger', 'and', 'put', 'it', 'in', 'your', 'car', '<number>', 'shoot', 'that', 'spook', 'and', 'let', 'the', 'meat', 'wagon', 'clean', 'it', 'up', 'hmm', 'choices']",hatespeech,unanimous,['African'],['shoot'],['nigger'],['shoot'],False,"['nigger', 'spook']","['THREAT_VIOLENCE', 'MORAL_DISGUST']",STATEMENT,THREAT_VIOLENCE
22545451_gab,i saw a very bad case of jungle fever mudshark disease last nite da nigger wuz about <number> <number> lbs and had a hybrid sheep dog string mop weave on his haid,i saw a very bad case of jungle fever mudshark disease last nite da nigger wuz about <number> <number> lbs and had a hybrid sheep dog string mop weave on his haid,"['i', 'saw', 'a', 'very', 'bad', 'case', 'of', 'jungle', 'fever', 'mudshark', 'disease', 'last', 'nite', 'da', 'nigger', 'wuz', 'about', '<number>', '<number>', 'lbs', 'and', 'had', 'a', 'hybrid', 'sheep', 'dog', 'string', 'mop', 'weave', 'on', 'his', 'haid']",hatespeech,unanimous,['African'],"['bad', 'disease']","['nigger', 'hybrid']","['bad', 'disease']",False,['nigger'],['DEHUMANIZATION'],STATEMENT,DEHUMANIZATION
8687178_gab,niggers are only good for keeping judges cops corrections officers and parole probation officers employed go die you stupid worthless black nigger trash,niggers are only good for keeping judges cops corrections officers and parole probation officers employed go die you stupid worthless black nigger trash,"['niggers', 'are', 'only', 'good', 'for', 'keeping', 'judges', 'cops', 'corrections', 'officers', 'and', 'parole', 'probation', 'officers', 'employed', 'go', 'die', 'you', 'stupid', 'worthless', 'black', 'nigger', 'trash']",hatespeech,unanimous,"['African', 'Women']",['worthless'],"['niggers', 'stupid', 'black', 'nigger', 'trash']",['worthless'],False,"['niggers', 'nigger', 'black']","['THREAT_VIOLENCE', 'INTELLECTUAL_INFERIORITY']",STATEMENT,THREAT_VIOLENCE
5937412_gab,a worthless nigger who sold out to globalists because nobody took him seriously as a statesman now he just a whining defeated has been,a worthless nigger who sold out to globalists because nobody took him seriously as a statesman now he just a whining defeated has been,"['a', 'worthless', 'nigger', 'who', 'sold', 'out', 'to', 'globalists', 'because', 'nobody', 'took', 'him', 'seriously', 'as', 'a', 'statesman', 'now', 'he', 'just', 'a', 'whining', 'defeated', 'has', 'been']",hatespeech,unanimous,['African'],['worthless'],['nigger'],['worthless'],False,['nigger'],['CONSPIRACY'],STATEMENT,CONSPIRACY
14502505_gab,why do not you just kill yourself if you hate whites so much i guess you will in a way when you get knocked up by some negro thug you will be killing your whole genetic lineage,why do not you just kill yourself if you hate whites so much i guess you will in a way when you get knocked up by some negro thug you will be killing your whole genetic lineage,"['why', 'do', 'not', 'you', 'just', 'kill', 'yourself', 'if', 'you', 'hate', 'whites', 'so', 'much', 'i', 'guess', 'you', 'will', 'in', 'a', 'way', 'when', 'you', 'get', 'knocked', 'up', 'by', 'some', 'negro', 'thug', 'you', 'will', 'be', 'killing', 'your', 'whole', 'genetic', 'lineage']",hatespeech,unanimous,['African'],"['hate', 'thug', 'killing']","['kill', 'whites', 'negro', 'killing']","['hate', 'thug']",False,['negro'],"['THREAT_VIOLENCE', 'CRIMINAL_DANGER']",STATEMENT,THREAT_VIOLENCE
15977167_gab,diversity means getting shot by blacks raped by mexicans blown up by arabs and shitty customer service from indians,diversity means getting shot by blacks raped by mexicans blown up by arabs and shitty customer service from indians,"['diversity', 'means', 'getting', 'shot', 'by', 'blacks', 'raped', 'by', 'mexicans', 'blown', 'up', 'by', 'arabs', 'and', 'shitty', 'customer', 'service', 'from', 'indians']",hatespeech,unanimous,"['African', 'Arab']",['shot'],"['blacks', 'raped']",['shot'],False,"['arabs', 'blacks']",['SEXUAL_GENDERED'],STATEMENT,SEXUAL_GENDERED
11125369_gab,nah fam that would be animal cruelty no way i d feed my dogs nigger meat,nah fam that would be animal cruelty no way i d feed my dogs nigger meat,"['nah', 'fam', 'that', 'would', 'be', 'animal', 'cruelty', 'no', 'way', 'i', 'd', 'feed', 'my', 'dogs', 'nigger', 'meat']",hatespeech,unanimous,['African'],['cruelty'],"['animal', 'nigger']",['cruelty'],False,['nigger'],['DEHUMANIZATION'],STATEMENT,DEHUMANIZATION
15567503_gab,this is essentially exactly the same as a gang of junior high niggers cornering a couple 5 th grade white kids for lunch money this is succumbing to bullying and whining and the bullies will just come back for more tomorrow white america owes niggers nothing they already have not been gibben,this is essentially exactly the same as a gang of junior high niggers cornering a couple 5 th grade white kids for lunch money this is succumbing to bullying and whining and the bullies will just come back for more tomorrow white america owes niggers nothing they already have not been gibben,"['this', 'is', 'essentially', 'exactly', 'the', 'same', 'as', 'a', 'gang', 'of', 'junior', 'high', 'niggers', 'cornering', 'a', 'couple', '5', 'th', 'grade', 'white', 'kids', 'for', 'lunch', 'money', 'this', 'is', 'succumbing', 'to', 'bullying', 'and', 'whining', 'and', 'the', 'bullies', 'will', 'just', 'come', 'back', 'for', 'more', 'tomorrow', 'white', 'america', 'owes', 'niggers', 'nothing', 'they', 'already', 'have', 'not', 'been', 'gibben']",hatespeech,unanimous,['African'],['gang'],"['niggers', 'white', 'white', 'niggers']",['gang'],False,['niggers'],['CRIMINAL_DANGER'],STATEMENT,CRIMINAL_DANGER
19590544_gab,oh absolutely kelly the nigger is worthless a slur is needed to let them know what their proper place is the nigger wants us dead any white that does not understand this is doomed,oh absolutely kelly the nigger is worthless a slur is needed to let them know what their proper place is the nigger wants us dead any white that does not understand this is doomed,"['oh', 'absolutely', 'kelly', 'the', 'nigger', 'is', 'worthless', 'a', 'slur', 'is', 'needed', 'to', 'let', 'them', 'know', 'what', 'their', 'proper', 'place', 'is', 'the', 'nigger', 'wants', 'us', 'dead', 'any', 'white', 'that', 'does', 'not', 'understand', 'this', 'is', 'doomed']",hatespeech,unanimous,['African'],"['worthless', 'slur']","['nigger', 'nigger', 'white']","['worthless', 'slur']",False,['nigger'],['THREAT_VIOLENCE'],STATEMENT,THREAT_VIOLENCE
26001093_gab,idk im sick of hearing about the royal fambly the only reason anyone cares is cuz shes a mullatto nigger didnt we fight a huge war to kick britain out so we did not have to care about their stupid king and queen 🙄,idk im sick of hearing about the royal fambly the only reason anyone cares is cuz shes a mullatto nigger didnt we fight a huge war to kick britain out so we did not have to care about their stupid king and queen 🙄,"['idk', 'im', 'sick', 'of', 'hearing', 'about', 'the', 'royal', 'fambly', 'the', 'only', 'reason', 'anyone', 'cares', 'is', 'cuz', 'shes', 'a', 'mullatto', 'nigger', 'didnt', 'we', 'fight', 'a', 'huge', 'war', 'to', 'kick', 'britain', 'out', 'so', 'we', 'did', 'not', 'have', 'to', 'care', 'about', 'their', 'stupid', 'king', 'and', 'queen', '🙄']",hatespeech,unanimous,['African'],['fight'],"['nigger', 'stupid', 'king', 'queen']",['fight'],False,['nigger'],"['MORAL_DISGUST', 'INTELLECTUAL_INFERIORITY']",STATEMENT,MORAL_DISGUST
3317439_gab,countering disinformation and propaganda act law like anyone in a fucking million years believes that will actually apply to the msm disinfo propagandists this fucking nigger,countering disinformation and propaganda act law like anyone in a fucking million years believes that will actually apply to the msm disinfo propagandists this fucking nigger,"['countering', 'disinformation', 'and', 'propaganda', 'act', 'law', 'like', 'anyone', 'in', 'a', 'fucking', 'million', 'years', 'believes', 'that', 'will', 'actually', 'apply', 'to', 'the', 'msm', 'disinfo', 'propagandists', 'this', 'fucking', 'nigger']",hatespeech,unanimous,['African'],['disinformation'],['nigger'],['disinformation'],False,['nigger'],['CONSPIRACY'],STATEMENT,CONSPIRACY
17675581_gab,we have laws because people commit crimes niggers chimp out they can not get that they flee da hood because of niggers and bitch that racist whites do not want them as neighbors low iq logic from turd flinging monkeys,we have laws because people commit crimes niggers chimp out they can not get that they flee da hood because of niggers and bitch that racist whites do not want them as neighbors low iq logic from turd flinging monkeys,"['we', 'have', 'laws', 'because', 'people', 'commit', 'crimes', 'niggers', 'chimp', 'out', 'they', 'can', 'not', 'get', 'that', 'they', 'flee', 'da', 'hood', 'because', 'of', 'niggers', 'and', 'bitch', 'that', 'racist', 'whites', 'do', 'not', 'want', 'them', 'as', 'neighbors', 'low', 'iq', 'logic', 'from', 'turd', 'flinging', 'monkeys']",hatespeech,unanimous,"['African', 'Women']","['hood', 'bitch']","['crimes', 'niggers', 'niggers', 'whites', 'monkeys']","['hood', 'bitch']",False,"['niggers', 'bitch']",['DEHUMANIZATION'],STATEMENT,DEHUMANIZATION
13613624_gab,i hate niggers so much that if i saw a newborn nigger drowning in a mud puddle i would not even kick the little parasite out,i hate niggers so much that if i saw a newborn nigger drowning in a mud puddle i would not even kick the little parasite out,"['i', 'hate', 'niggers', 'so', 'much', 'that', 'if', 'i', 'saw', 'a', 'newborn', 'nigger', 'drowning', 'in', 'a', 'mud', 'puddle', 'i', 'would', 'not', 'even', 'kick', 'the', 'little', 'parasite', 'out']",hatespeech,unanimous,['African'],"['hate', 'parasite']","['niggers', 'nigger', 'puddle', 'parasite']",['hate'],False,"['niggers', 'nigger']","['DEHUMANIZATION', 'ECONOMIC_BURDEN']",STATEMENT,DEHUMANIZATION
19099047_gab,fuck your month whites created the concept of months fuck niggers and any piece if shit race traitor that advocates for these animals if you do you are worse than a nigger and should die slowly and alone i wish the worst fate upon you disgusting filth of a human,fuck your month whites created the concept of months fuck niggers and any piece if shit race traitor that advocates for these animals if you do you are worse than a nigger and should die slowly and alone i wish the worst fate upon you disgusting filth of a human,"['fuck', 'your', 'month', 'whites', 'created', 'the', 'concept', 'of', 'months', 'fuck', 'niggers', 'and', 'any', 'piece', 'if', 'shit', 'race', 'traitor', 'that', 'advocates', 'for', 'these', 'animals', 'if', 'you', 'do', 'you', 'are', 'worse', 'than', 'a', 'nigger', 'and', 'should', 'die', 'slowly', 'and', 'alone', 'i', 'wish', 'the', 'worst', 'fate', 'upon', 'you', 'disgusting', 'filth', 'of', 'a', 'human']",hatespeech,unanimous,['African'],"['shit', 'traitor', 'disgusting']","['whites', 'niggers', 'shit', 'race', 'animals', 'nigger']","['traitor', 'disgusting']",False,"['niggers', 'nigger']","['DEHUMANIZATION', 'THREAT_VIOLENCE', 'MORAL_DISGUST']",STATEMENT,DEHUMANIZATION
20336013_gab,not like the whale has a choice only a nigger would touch that vile bitch let alone fuck it,not like the whale has a choice only a nigger would touch that vile bitch let alone fuck it,"['not', 'like', 'the', 'whale', 'has', 'a', 'choice', 'only', 'a', 'nigger', 'would', 'touch', 'that', 'vile', 'bitch', 'let', 'alone', 'fuck', 'it']",hatespeech,unanimous,"['African', 'Women']",['bitch'],['nigger'],['bitch'],False,"['nigger', 'bitch']",['MORAL_DISGUST'],STATEMENT,MORAL_DISGUST
24264232_gab,not for long boomer the kikes are gonna make sure they are all in spanish then they are gonna make you marry off ur daughter to a nigger transexual to prove youre not a bigot cuck,not for long boomer the kikes are gonna make sure they are all in spanish then they are gonna make you marry off ur daughter to a nigger transexual to prove youre not a bigot cuck,"['not', 'for', 'long', 'boomer', 'the', 'kikes', 'are', 'gonna', 'make', 'sure', 'they', 'are', 'all', 'in', 'spanish', 'then', 'they', 'are', 'gonna', 'make', 'you', 'marry', 'off', 'ur', 'daughter', 'to', 'a', 'nigger', 'transexual', 'to', 'prove', 'youre', 'not', 'a', 'bigot', 'cuck']",hatespeech,unanimous,"['African', 'Jewish']",['bigot'],"['kikes', 'nigger']",['bigot'],False,"['nigger', 'kikes']",['GENERALIZATION'],STATEMENT,GENERALIZATION
16495970_gab,ok give us your defense of nigger dogs tell us how they are not all like that lol i bet you are gonna sound just like some mudshark taking up for actual niggers lol,ok give us your defense of nigger dogs tell us how they are not all like that lol i bet you are gonna sound just like some mudshark taking up for actual niggers lol,"['ok', 'give', 'us', 'your', 'defense', 'of', 'nigger', 'dogs', 'tell', 'us', 'how', 'they', 'are', 'not', 'all', 'like', 'that', 'lol', 'i', 'bet', 'you', 'are', 'gonna', 'sound', 'just', 'like', 'some', 'mudshark', 'taking', 'up', 'for', 'actual', 'niggers', 'lol']",hatespeech,unanimous,"['African', 'Women']",['defense'],"['nigger', 'niggers']",['defense'],False,"['nigger', 'niggers']","['DEHUMANIZATION', 'GENERALIZATION']",STATEMENT,DEHUMANIZATION
22972942_gab,geldof is annoyed he has no nigger to kill whites with bet she killed hutchence the dirty negro bitch,geldof is annoyed he has no nigger to kill whites with bet she killed hutchence the dirty negro bitch,"['geldof', 'is', 'annoyed', 'he', 'has', 'no', 'nigger', 'to', 'kill', 'whites', 'with', 'bet', 'she', 'killed', 'hutchence', 'the', 'dirty', 'negro', 'bitch']",hatespeech,unanimous,['African'],['bitch'],"['nigger', 'kill', 'whites', 'killed', 'negro']",['bitch'],False,"['nigger', 'negro']","['THREAT_VIOLENCE', 'MORAL_DISGUST']",STATEMENT,THREAT_VIOLENCE
26629071_gab,the best thing about roseanne <number> kosher cuckservative fake right destroyed <number> everyone js reminded that everyone is quietly aware that blacks are apes <number> white normies once again have something they love ruined and taken from them by nigger bullshit nfl starbucks hero movies videogames sitcoms anti black rage builds,the best thing about roseanne <number> kosher cuckservative fake right destroyed <number> everyone js reminded that everyone is quietly aware that blacks are apes <number> white normies once again have something they love ruined and taken from them by nigger bullshit nfl starbucks hero movies videogames sitcoms anti black rage builds,"['the', 'best', 'thing', 'about', 'roseanne', '<number>', 'kosher', 'cuckservative', 'fake', 'right', 'destroyed', '<number>', 'everyone', 'js', 'reminded', 'that', 'everyone', 'is', 'quietly', 'aware', 'that', 'blacks', 'are', 'apes', '<number>', 'white', 'normies', 'once', 'again', 'have', 'something', 'they', 'love', 'ruined', 'and', 'taken', 'from', 'them', 'by', 'nigger', 'bullshit', 'nfl', 'starbucks', 'hero', 'movies', 'videogames', 'sitcoms', 'anti', 'black', 'rage', 'builds']",hatespeech,unanimous,"['African', 'Jewish']","['destroyed', 'ruined']","['blacks', 'white', 'nigger', 'black']","['destroyed', 'ruined']",False,"['nigger', 'black', 'blacks']",['DEHUMANIZATION'],STATEMENT,DEHUMANIZATION
3525836_gab,watching <number> minutes and the lawlessness of nigger hood rats the chicago police dept have given up result <percent> increase in homicides,watching <number> minutes and the lawlessness of nigger hood rats the chicago police dept have given up result <percent> increase in homicides,"['watching', '<number>', 'minutes', 'and', 'the', 'lawlessness', 'of', 'nigger', 'hood', 'rats', 'the', 'chicago', 'police', 'dept', 'have', 'given', 'up', 'result', '<percent>', 'increase', 'in', 'homicides']",hatespeech,unanimous,['African'],"['lawlessness', 'hood']","['nigger', 'rats', 'homicides']","['lawlessness', 'hood']",False,['nigger'],['DEHUMANIZATION'],STATEMENT,DEHUMANIZATION
11778438_gab,a mentally ill low iq nigger goes full retard after being out on a pedestal and the world is shocked,a mentally ill low iq nigger goes full retard after being out on a pedestal and the world is shocked,"['a', 'mentally', 'ill', 'low', 'iq', 'nigger', 'goes', 'full', 'retard', 'after', 'being', 'out', 'on', 'a', 'pedestal', 'and', 'the', 'world', 'is', 'shocked']",hatespeech,unanimous,['African'],"['ill', 'retard']","['nigger', 'retard']",['ill'],False,['nigger'],['INTELLECTUAL_INFERIORITY'],STATEMENT,INTELLECTUAL_INFERIORITY
12556329_gab,brother azz doing god work and preachin the gospel raise hell and kill nigger babies st robert ray and all god children said amen,brother azz doing god work and preachin the gospel raise hell and kill nigger babies st robert ray and all god children said amen,"['brother', 'azz', 'doing', 'god', 'work', 'and', 'preachin', 'the', 'gospel', 'raise', 'hell', 'and', 'kill', 'nigger', 'babies', 'st', 'robert', 'ray', 'and', 'all', 'god', 'children', 'said', 'amen']",hatespeech,unanimous,['African'],['hell'],"['kill', 'nigger']",['hell'],False,['nigger'],['THREAT_VIOLENCE'],STATEMENT,THREAT_VIOLENCE
18384169_gab,well we always have the option to shoot that nigger dead on the spot for being black so yeah,well we always have the option to shoot that nigger dead on the spot for being black so yeah,"['well', 'we', 'always', 'have', 'the', 'option', 'to', 'shoot', 'that', 'nigger', 'dead', 'on', 'the', 'spot', 'for', 'being', 'black', 'so', 'yeah']",hatespeech,unanimous,['African'],['shoot'],"['nigger', 'black']",['shoot'],False,"['nigger', 'black']",['THREAT_VIOLENCE'],STATEMENT,THREAT_VIOLENCE
19847312_gab,this dumb fucking kike has three houses wealth and income inequality means let pay niggers to be lazy because that what equality means go to school study do not be a fucking nigger and work hard quit blaming hard working whitey for niggers shitty lives,this dumb fucking kike has three houses wealth and income inequality means let pay niggers to be lazy because that what equality means go to school study do not be a fucking nigger and work hard quit blaming hard working whitey for niggers shitty lives,"['this', 'dumb', 'fucking', 'kike', 'has', 'three', 'houses', 'wealth', 'and', 'income', 'inequality', 'means', 'let', 'pay', 'niggers', 'to', 'be', 'lazy', 'because', 'that', 'what', 'equality', 'means', 'go', 'to', 'school', 'study', 'do', 'not', 'be', 'a', 'fucking', 'nigger', 'and', 'work', 'hard', 'quit', 'blaming', 'hard', 'working', 'whitey', 'for', 'niggers', 'shitty', 'lives']",hatespeech,unanimous,"['African', 'Jewish']",['inequality'],"['dumb', 'kike', 'niggers', 'nigger', 'hard', 'hard', 'niggers']",['inequality'],False,"['niggers', 'kike', 'nigger']","['INTELLECTUAL_INFERIORITY', 'ECONOMIC_BURDEN']",STATEMENT,INTELLECTUAL_INFERIORITY
14892008_gab,what do you think would happen if a southern white interviewer went in to a black ghetto area in the us north of the mason dixon he would be treated like a black in israel jews are racist tribal and violent just like blacks,what do you think would happen if a southern white interviewer went in to a black ghetto area in the us north of the mason dixon he would be treated like a black in israel jews are racist tribal and violent just like blacks,"['what', 'do', 'you', 'think', 'would', 'happen', 'if', 'a', 'southern', 'white', 'interviewer', 'went', 'in', 'to', 'a', 'black', 'ghetto', 'area', 'in', 'the', 'us', 'north', 'of', 'the', 'mason', 'dixon', 'he', 'would', 'be', 'treated', 'like', 'a', 'black', 'in', 'israel', 'jews', 'are', 'racist', 'tribal', 'and', 'violent', 'just', 'like', 'blacks']",hatespeech,unanimous,"['African', 'Arab', 'Jewish']","['ghetto', 'violent']","['white', 'black', 'black', 'jews', 'violent', 'blacks']",['ghetto'],False,"['blacks', 'jews', 'black']",['CRIMINAL_DANGER'],STATEMENT,CRIMINAL_DANGER
21202566_gab,excuse me but those are not people those are niggers 🐒 buffalo nostril shitskin burrheaded knuckle runnin spear chucking welfare monkey spaboolie spook coon moolie niggers 😑 niggers make me fucking sick 😡 😡 😡,excuse me but those are not people those are niggers 🐒 buffalo nostril shitskin burrheaded knuckle runnin spear chucking welfare monkey spaboolie spook coon moolie niggers 😑 niggers make me fucking sick 😡 😡 😡,"['excuse', 'me', 'but', 'those', 'are', 'not', 'people', 'those', 'are', 'niggers', '🐒', 'buffalo', 'nostril', 'shitskin', 'burrheaded', 'knuckle', 'runnin', 'spear', 'chucking', 'welfare', 'monkey', 'spaboolie', 'spook', 'coon', 'moolie', 'niggers', '😑', 'niggers', 'make', 'me', 'fucking', 'sick', '😡', '😡', '😡']",hatespeech,unanimous,['African'],['spear'],"['niggers', 'monkey', 'coon', 'niggers', 'niggers']",['spear'],False,"['coon', 'niggers', 'spook']","['DEHUMANIZATION', 'MORAL_DISGUST', 'ECONOMIC_BURDEN']",STATEMENT,DEHUMANIZATION
22913175_gab,and just like you she is a welfare whore with a passel of half breed nigger brats and we all cheer her loss faggot 😂,and just like you she is a welfare whore with a passel of half breed nigger brats and we all cheer her loss faggot 😂,"['and', 'just', 'like', 'you', 'she', 'is', 'a', 'welfare', 'whore', 'with', 'a', 'passel', 'of', 'half', 'breed', 'nigger', 'brats', 'and', 'we', 'all', 'cheer', 'her', 'loss', 'faggot', '😂']",hatespeech,unanimous,"['African', 'Homosexual', 'Women']",['loss'],"['nigger', 'faggot']",['loss'],False,"['faggot', 'nigger', 'whore']","['SEXUAL_GENDERED', 'ECONOMIC_BURDEN']",STATEMENT,SEXUAL_GENDERED
21665485_gab,did not the bundswehr have some unit that got caught doing some kind of nazi ritual i guess that why the globalists want to push trannies fags blacks and dykes in lest the soldiers realize what they are fighting for is fraudulent <user> \u200d,did not the bundswehr have some unit that got caught doing some kind of nazi ritual i guess that why the globalists want to push trannies fags blacks and dykes in lest the soldiers realize what they are fighting for is fraudulent <user> \u200d,"['did', 'not', 'the', 'bundswehr', 'have', 'some', 'unit', 'that', 'got', 'caught', 'doing', 'some', 'kind', 'of', 'nazi', 'ritual', 'i', 'guess', 'that', 'why', 'the', 'globalists', 'want', 'to', 'push', 'trannies', 'fags', 'blacks', 'and', 'dykes', 'in', 'lest', 'the', 'soldiers', 'realize', 'what', 'they', 'are', 'fighting', 'for', 'is', 'fraudulent', '<user>', '\\u200d']",hatespeech,unanimous,"['African', 'Homosexual']",['fraudulent'],"['fags', 'blacks']",['fraudulent'],False,"['dykes', 'fags', 'blacks']",['CONSPIRACY'],STATEMENT,CONSPIRACY
22405642_gab,but if you are a nigger you can beat rape your way all down white street while screaming i hate white people never be charged with a hate crime,but if you are a nigger you can beat rape your way all down white street while screaming i hate white people never be charged with a hate crime,"['but', 'if', 'you', 'are', 'a', 'nigger', 'you', 'can', 'beat', 'rape', 'your', 'way', 'all', 'down', 'white', 'street', 'while', 'screaming', 'i', 'hate', 'white', 'people', 'never', 'be', 'charged', 'with', 'a', 'hate', 'crime']",hatespeech,unanimous,['African'],"['rape', 'screaming', 'hate', 'hate']","['nigger', 'rape', 'white', 'white', 'crime']","['screaming', 'hate', 'hate']",False,['nigger'],"['SEXUAL_GENDERED', 'CRIMINAL_DANGER']",STATEMENT,SEXUAL_GENDERED
15859370_gab,i intensely dislike jews i am not going to link up with a filthy white hating nigger who also dislikes them just because he nods to the fuhrer,i intensely dislike jews i am not going to link up with a filthy white hating nigger who also dislikes them just because he nods to the fuhrer,"['i', 'intensely', 'dislike', 'jews', 'i', 'am', 'not', 'going', 'to', 'link', 'up', 'with', 'a', 'filthy', 'white', 'hating', 'nigger', 'who', 'also', 'dislikes', 'them', 'just', 'because', 'he', 'nods', 'to', 'the', 'fuhrer']",hatespeech,unanimous,"['African', 'Jewish']",['dislike'],"['jews', 'white', 'nigger']",['dislike'],False,"['jews', 'nigger']",['MORAL_DISGUST'],STATEMENT,MORAL_DISGUST
