post_id,text,annotator_labels,surface_cue,token_length
14018539_gab,do you think that after yet another muslim mass killing congress will pass a resolution condemning islam the way they did for white supremacy,"[1, 1, 0]",None,24
1082440584017661957_twitter,watching crazy rich asians instead of raw mwah 💋,"[2, 1, 1]",None,9
1178671622414163968_twitter,<user> must be noted chinaman satanist lee hsien loong refuses to respond to all accusations against him and reference to his satanic criminals singapore parliament singapore supreme court and singapore agc have also kept silent since my first twitter account in <number>,"[1, 0, 1]",None,42
1214212483331895297_twitter,<user> you missed out the gay son daughter 😝,"[1, 2, 1]",None,9
17397567_gab,headline says sex robots will replace men only for democrat women decent women still prefer their husbands can democrats get dumber is it possible,"[1, 2, 1]",None,24
1264266111907885061_twitter,idk why people think they went off when they say “ go back to palestine ” that ’ ltrly the goal y ’ all kno what a refugee is,"[1, 1, 2]",None,29
12598157_gab,that is exactly why taking an over simplistic view of the issue is a mistake no women do not run the world through sex and reproduction rights and yes men take the most dangerous jobs and deserve far more credit for it than they get true equality does not exist,"[1, 1, 2]",None,50
1239081802763055104_twitter,id2020 is also jabbing refugees with its microchip vaccinations through two inaugural pilot programs known as irespond and everest,"[1, 2, 1]",None,19
1178808475960381440_twitter,<user> <user> <user> really you are going to go there looking like the millennial grandson of the hillbilly who raped ned beaty in deliverance,"[1, 0, 1]",None,24
1211532629259870208_twitter,<user> all <number> muslim countries in the world should give shelter rohingyas,"[1, 2, 1]",None,12
1255045530125611008_twitter,the fact that <number> of ypu see my tweets andjust ignore rhem is islamophobia and homophobia,"[2, 1, 1]",None,16
8774613_gab,another foreign born gay moslem,"[0, 1, 1]",None,5
1143716074904383488_twitter,i do not got hoes i am the hoe,"[1, 1, 2]",None,9
1179023464658853888_twitter,<user> because white assholes assume the entire world is theirs,"[1, 1, 2]",None,10
1195238194415054848_twitter,<user> <user> the hk police are nazi pure and simple total shame on them the should never ever be forgiven,"[1, 2, 1]",None,20
1143485406723182592_twitter,<user> mathuras lassi vendors family also does not have someone to look after them he was killed by muslim mob,"[1, 1, 2]",None,20
1265641253418553347_twitter,<user> <user> if labour gets in starmer will send boats to france to bring illegal immigrants in,"[2, 1, 1]",None,17
1087516899817209856_twitter,<user> <user> they sound like they are islamic,"[1, 1, 2]",None,8
15728706_gab,i am a ghetto kid myself having grown up in compton had i not made the decision of entering the army i d probably not be here today early <number> in that neighborhood was a bloody crack infested war zone,"[1, 2, 1]",None,40
1179070345912950785_twitter,all my bitches gay do that make me a dyke,"[1, 1, 0]",None,10
9581587_gab,woman march moslem declares jihad on the white house white supremacists and islamophobes reigning in the white house sarsour said our number one and top priority is to protect and defend our community it is not to assimilate and please any other people and authority,"[0, 1, 1]",None,45
19096312_gab,i avoid it shithole thanks to illegals they have pretty much forced blacks from there due to racial violence,"[2, 1, 1]",None,19
21130036_gab,the absolute state of right wing women lol awaits the outrage,"[1, 1, 2]",None,11
16525124_gab,people should know by now that milspec means it shittier than what you can buy commercially oh well tacticool gear queers with too much money are the firearms industry gift that keeps on giving,"[2, 1, 1]",None,34
11602830_gab,we have a giant area set aside where illegal immigrants can find safety where ice will not continue to chase them and they are <number> safe from us deportation we call it mexico,"[1, 1, 2]",None,33
22738951_gab,her guards should not have any weapons and they should walk her through a chicago ghetto at night 😉,"[1, 1, 2]",None,19
1205553682462449665_twitter,also what kind of self respecting redneck woman from the south dreams of getting naked in hollywood movies,"[1, 2, 1]",None,18
1179042873209233408_twitter,towson parking is ghetto asf,"[1, 2, 1]",None,5
1178782608014106631_twitter,i think we should start calling racist white people niggers random,"[1, 1, 2]",None,11
1179062078696542209_twitter,<user> sorry i am not a queer and if i was it be with a negro,"[1, 2, 1]",None,16
2064251_gab,croats backed ol adolf almost unanimously and czechs slovaks were more or less ok with being under germany wing hitler wanted to kill all slavs is garbage tier yid propaganda same as hitler wanted to kill everyone who was not blonde and blue eyed so true from a board on 8 chan,"[1, 1, 2]",None,52
13644655_gab,or learn a trade some young women are doing both liberal universities are not the only way to a good career,"[1, 1, 2]",None,21
1194233092380274688_twitter,<user> last time i spoke to him he told me that jews are trying to take over the world,"[1, 2, 1]",None,19
11403611_gab,that child has probably been raped and molested since an infant imo,"[1, 1, 2]",None,12
9640523_gab,naturally immigrants tend to be stronger than guys born in america,"[2, 1, 1]",None,11
11292537_gab,it is a good thing they relocated all of the new orleans katrina refugees to houston they will be of great help teaching the locals how to handle this flood,"[1, 1, 2]",None,30
1104568565917773824_twitter,yo girl hella talkative around rich niggas,"[1, 2, 1]",None,7
1178747940329971712_twitter,pull up blunt smoking to the weed prada niggers,"[2, 1, 1]",None,9
1257295497414541312_twitter,<user> where ’ e jean ’ dna you raped her,"[1, 2, 1]",None,10
1178979725252988928_twitter,<user> <user> but you have to keep quiet for the sake of diversity when white kids are targeted groomed and gang raped by mainly muslim men where your outrage for our kids,"[1, 1, 2]",None,32
1122315827938611200_twitter,is it gay to be lesbian,"[1, 2, 1]",None,6
1187881133570220035_twitter,who up hoes,"[1, 1, 2]",None,3
1188771311658717187_twitter,<user> <user> lol buying an anti nazi shirt off etsy doesnt count,"[1, 2, 1]",None,12
20871753_gab,i have <number> arguments about why white south africans should be welcomed as immigrants these are not the prime motivators for me but i think they are both cogent and presentable to the racially unaware,"[1, 1, 2]",None,35
1167245413750956032_twitter,<user> <user> so racism with a sprinkle of sexual harassment,"[2, 1, 1]",None,10
1179053462463635456_twitter,wore a nipsey blue suit today only the niggers in the work place feel the energy 🏁 💙,"[1, 1, 2]",None,18
20483480_gab,just imagine the violence and bloodshed unleashed if we find that pharma has had the cure for many ailments,"[1, 1, 2]",None,19
1195619762870640645_twitter,muslim girls express how horny they are by saying they can ’ t wait to have kids 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️ 🤷 🏻 ‍ ♀ ️,"[1, 1, 2]",None,57
14873005_gab,i kike the idea of an uncensored social media app but why no iphone app why is not there more advertising there also needs to be something more unique about it other than free speech,"[1, 0, 1]",None,35
1179024420502999041_twitter,<user> protecting illegal aliens and not men and women in blue 😡 😡,"[1, 1, 2]",None,13
9824869_gab,the communist leadership must also remove themselves to their choice of a communist or muslim run country they so blatantly love,"[1, 2, 1]",None,21
1258834932811665408_twitter,<user> i swear lee min ho will successfully turn me gayy 😪 😪 💔 💔,"[1, 1, 2]",None,15
1082639943468343296_twitter,system some guy retards all of a cattery cats to make a pie or two,"[1, 1, 2]",None,15
1178485592696528897_twitter,consider that maybe dykes are defensive bc our whole lives we have been treated like sexualized side shows to use for fun every time we have tried to outwardly express our attraction to women,"[1, 2, 1]",None,34
1081605053155291136_twitter,rt if your parents are not homophobes,"[1, 1, 2]",None,7
1179079794308374528_twitter,ima say it again that young ma album for the hood dykes you studs really can not relate at least you all can stop using megan and city girl songs in ya captions,"[2, 1, 1]",None,33
9245188_gab,do they have diverse vendors are the blax and arabs allowed to make a profit,"[1, 1, 0]",None,15
24022514_gab,i am a conservative i love christian orthodoxy ghetto rap family values and limited government my second amendment rights are ever present in discussions with others i pray for us all 🙏,"[2, 1, 1]",None,32
1160508367456145408_twitter,<user> <user> these are the kind of immigrants we all should welcome,"[1, 2, 1]",None,12
1179089265038249984_twitter,<user> <user> ok i admit the tractor looks like a muzzie nuni rest all 😍,"[1, 1, 0]",None,15
2105236_gab,tim kaine wishes 1 8 yr old refugee had a gun maga,"[2, 1, 1]",None,12
1238629968000634880_twitter,<user> thank you for reminding me that you are always there and giving your full support to anything love you hoe 💓,"[1, 1, 2]",None,22
12418904_gab,it not about fertility it about making sure that the moslem men have control even over their women private parts no ability for pleasure for her means they can be selfish even in the bedroom,"[1, 0, 1]",None,35
1871459_gab,the neo pagan classical alt right will worship a genderqueer odin a gay hitler and the 3 rd season of the wire on blu ray gonna be big,"[1, 1, 2]",None,28
1179057865899696128_twitter,<user> <user> <user> ban the scuzzy muzzy,"[1, 1, 2]",None,7
1179066514974093312_twitter,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> anyone wanna bet how long until he starts denying the holocaust,"[1, 1, 2]",None,35
1249408570124144640_twitter,<user> swear to god the most hateful racism experienced by minorities are caused by whites and asians,"[2, 1, 1]",None,17
1201783640696463360_twitter,<user> is big league muslim,"[1, 1, 2]",None,5
6941765_gab,poor lois lerner fears physical violence if details of her abuse of innocent citizens is made public seems like solitary confinement is the only option,"[1, 1, 2]",None,25
19570873_gab,brampton ontario so a muzzie takes an arab to court not a punchline do canadians really welcome all cultures not anymore not landlords or dentists or medical people or schools because theyre all being sued canada calgary edmonton vancouver winnipeg regina halifax toronto montreal saskatoon victoria immigrants migrants,"[0, 1, 1]",None,48
1083064587388243968_twitter,<user> he never defended nazis you are a vacant talking head,"[2, 1, 1]",None,11
1090015383791255552_twitter,and then suddenly shes not yo hoe no mo,"[1, 2, 1]",None,9
1176954799671017473_twitter,<user> <user> of course this assumes that you are not prejudiced against immigrants or muslims,"[2, 1, 1]",None,15
1179481919031001090_twitter,kirishima best boy president of the respecting women club top <number> feminists of all time defender of lesbians sweet baby kirishima,"[2, 1, 1]",None,21
1179068759111278592_twitter,<user> so was war queer to be the official terminology for it not gay when you are underway but it is queer when you are on the pier,"[1, 1, 2]",None,28
23077184_gab,all these people say they do not like violence unthinkable keep it legal they sure like this woman shooting up youtube do not they violence is commitment everyone respects it,"[1, 1, 2]",None,30
1178782022267019264_twitter,<user> so they should get raped by their own race lol,"[2, 1, 1]",None,11
1145614549149552640_twitter,<user> a <number> yr muslims kid while crying 😥 😥 says to no to khatna 😂 😂 😂 😂 😂 😂 😂 😂,"[2, 1, 1]",None,23
7224808_gab,fake muslim victimhood aka taquiyya aka lies azhar hussain sends himself fake threat emails arrested yasmin seweid false subway attack story arrested muslim woman self inflicted slash outside trinity church ny muslim woman false hijab attack in la noor ramjanally fake kidnapping claim,"[1, 2, 1]",None,43
16514639_gab,this world is fast changing into a communist oligarchy time to seek shelter in small white enclaves scattered throughout the world with locked gates,"[1, 2, 1]",None,24
1241755403953856520_twitter,<user> you ’ re gonna kill all of your old friends,"[1, 2, 1]",None,11
9870025_gab,anybody notice anything strange on gab like some muslims or people of color remember we are listed as the alt right site the all white site nothing against spanish italians etc free country just pointing it out gabfam,"[1, 1, 0]",None,38
1177780200962166784_twitter,prolly heard ima hoe from a hoe 😤,"[1, 2, 1]",None,8
11418765_gab,antifa violence only helps advance the idea that the nazis and antifa are the same as presidenttrump equated them as maga,"[1, 2, 1]",None,21
24664720_gab,since vans have decided to attack us now we should be thankful we do not have to worry about terrorists anymore but now we need to ban all white vans what next,"[2, 1, 1]",None,32
18673808_gab,senator schumer chose illegal immigrants who are in violation of the law of the land over legal law abiding citizens of this country never forget,"[1, 1, 2]",None,25
15012514_gab,my <number> year old aunt got banned from facebook for posting stuff about islam and posative things about trump aussies for trump,"[2, 1, 1]",None,22
22770132_gab,well this is good for men they can allow the trad women into their gym and it will be easier for them to connect,"[1, 1, 2]",None,24
17104729_gab,<user> listen i do not mind if azzmador or any other person calls me spic or beaner or thinks i am subhuman but when you say it it really hurts i never thought you d say those things either way i am sorry for behaving that way and for sending you countless messages <number> <number>,"[1, 1, 2]",None,55
1164528385550356481_twitter,<user> crimson peak voting for anything else would be homophobic,"[2, 1, 1]",None,10
1087158676912140288_twitter,<user> money laundering tax evasion real estate corruption birth tourism ethnic ghettos,"[2, 1, 1]",None,12
22409655_gab,missing muslim teen maarib al hishmawi has been found i reported on her honor violence disappearance last month she told authorities that her parents poured hot cooking oil on her and hit her with broomsticks when she objected to an arranged marriage,"[1, 1, 2]",None,42
1178862298741563393_twitter,i go down on ah dyke i go up on my price,"[1, 2, 1]",None,12
1250825443764170754_twitter,<user> <user> if they are so there are aprox <number> billion muslim on planet earth books me hi nazar aate phr,"[2, 1, 1]",None,21
1234661145614540802_twitter,<user> why do we call them immigrants they are illegal refugees,"[1, 1, 0]",None,11
15484986_gab,because illegal immigrants can not really survive on the wages they are paid so the government indirectly subsidizes the employers by giving illegal aliens welfare benefits this keeps wages down and allows employers to make even more money while having their actual costs subsidized by the taxpayers,"[1, 1, 2]",None,47
1113924438838382592_twitter,<user> they don ’ t care about americans they only care about illegal immigrants,"[1, 1, 2]",None,14
1257414665996570627_twitter,<user> your party blames immigrants which is a distraction from fools like you and paedo elites who poison the environment whopper,"[2, 1, 1]",None,21
1225091849406308357_twitter,<user> i look gay,"[1, 2, 1]",None,4
21207135_gab,video debunks pm claim there are zero no go zones in sweden somali christian convert spat on harassed forced to leave swedish ghetto,"[1, 1, 2]",None,23
1252403349300772866_twitter,<user> other wise all the immigrants would have been banned finally 🇧 🇩 took advantage,"[2, 1, 1]",None,15
5489354_gab,bye bye muslim kwned <user> i will stick with the gardening channel humor politics maga,"[0, 1, 1]",None,15
1179092780162932737_twitter,<user> lets go work out there with the white bitches,"[2, 1, 1]",None,10
18661129_gab,barry o <number> with crazy mohammedan louie farakhan rubbing elbows with the guys that openly say they want to kill all white people and enslave the world,"[1, 1, 2]",None,27
1181490863949647873_twitter,<user> i jus don ’ t think it should be in a kid show 🤷 🏾 ‍ ♂ ️ ian homophobic but i ’ d cancel it too,"[2, 1, 1]",None,28
1178984556113752066_twitter,<user> yes its right kashmiri muslims who raped pandit women killed them looted them took their land and homes have to suffer more <number> years pandits have suffered <number> months at least they should taste the fruit of their deeds eat stones what you were throwing at forces fati na,"[2, 1, 1]",None,50
1237089861535969282_twitter,jt ghetto fine,"[2, 1, 1]",None,3
11983606_gab,if the west west europe north america australia became muslim majority where would you go,"[1, 1, 0]",None,15
1178860135747379200_twitter,vcu got a bunch of potential blacked stars niggers massive out there,"[0, 1, 1]",None,12
1720070_gab,gab an online ghetto for right wing conservatives the most productive honest humans you will find,"[2, 1, 1]",None,16
1165614227949838337_twitter,<user> brazil did not break our laws and give cover to illegal aliens,"[1, 2, 1]",None,13
24277992_gab,thank god there the nato so the queers in the canadian armed forces can foster their children in germanys bundeswehr owned day care centers,"[0, 1, 1]",None,24
1103849821599948801_twitter,starting to get tired of niggas,"[1, 2, 1]",None,6
15861184_gab,mussolini <number> blackshirts conquest italy by themselves but <number> million arabs just cant march to the west bank <number> million of arabs can emigrate to europe running through minefields and armed soldiers but not to israel suspicious,"[0, 1, 1]",None,37
1178953552938618881_twitter,<user> come here legally and you will not get called an illegal alien ¯ ツ ¯,"[2, 1, 1]",None,16
22275842_gab,the reversal of males being less idle for whites and asians when in blacks and hispanics is interesting,"[2, 1, 1]",None,18
1202892680914554880_twitter,want <number> see rapists of nirbhaya to be hanged on the day she was brutally raped ramnathkovind,"[1, 1, 0]",None,17
1114639328888741889_twitter,<user> keep i mind many many illegal immigrants have connections somehow to illegal tags all with pa design,"[1, 2, 1]",None,18
15956639_gab,i read a cardboard sign from a panhandler yesterday about <number> year old white male i was droped by allin need money for food i could barely make out allin aliens i am sure he wasn t droped either drugged maybe,"[2, 1, 1]",None,41
1087405331804758017_twitter,latinamerican fans muslim fans 🤝 fighting kexols,"[1, 1, 2]",None,7
1178716748532637699_twitter,<user> <user> <user> u can make up anything to fit your argument only a dummy thinks a victim getting a settlement for being raped is selling herself remy shot a woman so of course she sides with the rapists and not the victim ghetto mentality,"[1, 2, 1]",None,45
8439910_gab,where is <user> to kiss and hug the mudslime with tb and measles her hubby is importing faster than obama did she can bring the pregger trump and vonkie along for the snuggles,"[1, 0, 1]",None,33
9867294_gab,britain and usa are israel real enemies and the palestinians and other arabs are potential partners against american imperialism,"[1, 1, 2]",None,19
8447501_gab,the <user> resigning would be a start a ghetto for muslims would be better the english invented concentration camps and are good at using them,"[0, 1, 1]",None,25
11761907_gab,yes let dismiss the communists because americans never fought a war with them though your general patton said you should have an armchair military philosopher will faux mourn the dead while i mourn the loss of <number> fam members women and children holocausted by allies in the city of dresden,"[1, 0, 1]",None,50
1179095751118319622_twitter,<user> war queer,"[0, 1, 1]",None,3
1244966409135886337_twitter,i love how south african women go so hard for each other because nobody especially cishet black men is gonna back us like us,"[1, 1, 2]",None,24
19530234_gab,for all we know they might have plans to deal with that situation by developing bio weapons that specifically target groups like arabs once they have removed whites from the equation,"[1, 0, 1]",None,31
1083303553668710400_twitter,<user> that exactly what a nazi would say,"[2, 1, 1]",None,8
25520976_gab,la tradución es una mierda kike soy español y ponen vuestra base de ingles de mierda de izquierda comunista,"[1, 1, 0]",None,19
1179063247892340736_twitter,<user> they are ready to rape her themselves,"[2, 1, 1]",None,8
1111009599191166978_twitter,<user> marry my cousin she also needs citizenship two undocumented immigrants equal a citizen it is basic math,"[2, 1, 1]",None,18
14482037_gab,you are so silly civil rights gay rights trans rights movements are all for equality they just have focused mras do not fight for women rights they fight for men which is fine and all <number> feminists agree that women should get drafted done and done,"[1, 1, 2]",None,46
25592740_gab,oh look a cuban canadian a holocaust liar and a casino magnate who funds the rnc and donald trump,"[1, 1, 2]",None,19
20296525_gab,black rapper should sing to sadiq khan about all his very young brothers being stabbed to death by his muslim brothers,"[1, 1, 0]",None,21
26029739_gab,taking out iran only helps zionist jews and would create a larger refugee crisis,"[1, 2, 1]",None,14
1212429446944370688_twitter,tonight we all gunna be in the ghetto 🤷 🏽 ‍ ♂ ️ 💥 💥 rah ta ta ta,"[1, 1, 2]",None,19
19897941_gab,flesh queers homos have more and higher spirits are tougher and more resilient than spirit queers xtians observed truth,"[1, 0, 1]",None,19
4826449_gab,i honestly do not think america understands the depth and breadth of clinton corruption or the sheer desperation of globalists they are losing everything all the paid violence and rioting is merely a dying gasp to dissuade potus from fundamentally changing back to our original greatness fight it,"[2, 1, 1]",None,48
1179040123767406593_twitter,<user> <user> <user> another pc feminazi type,"[2, 1, 1]",None,7
1178905338386567168_twitter,<user> <user> <user> <user> <user> he married a negress because white women did not want him but black females all over america love nobama,"[1, 0, 1]",None,24
1178456802297556992_twitter,<user> <user> was gon insult but its not my field white system in south africa has destroyed the black mind,"[2, 1, 1]",None,20
1211485036500987904_twitter,i was raped by a total of <number> men according to the woman who ran the whole operation,"[1, 2, 1]",None,18
16591657_gab,the same in every white country,"[0, 1, 1]",None,6
17734035_gab,it fitting that the clintons were finally taken down by a weiner and a muslim spy,"[1, 1, 2]",None,16
11601996_gab,so as we speed into <number> the leftist platform to win seats is to beat the russia drum to death dub all caucasians white supremacists and utilize fake news cnn as an efficient propaganda machine lol got it 👍 err the definition of insanity maga,"[2, 1, 1]",None,45
1178614946386579456_twitter,<user> <user> white zionist monopoly capital is the master of all opposition parties who are in parliament excluded <user> white zionist monopoly capital is the master of all saunoin excluded <user> and this wzmc fake sa media excluded <user> and <user>,"[1, 1, 2]",None,41
1117551592490688513_twitter,<user> wow sounds like a great reason to build the wall and stop another million illegal aliens from coming to the usa this year,"[1, 2, 1]",None,24
1179039195228065794_twitter,opinion when a girl is a hoe everyone assumes that girl is the one who hit up every single guy even if it always the guy who makes the first move sexism or no smh 😒,"[2, 1, 1]",None,36
1178792213825777664_twitter,how do u not know dyke is a slur like do u live under a rock,"[1, 1, 2]",None,16
10015692_gab,oh look another peace gesture by the arab and muslim terrorists doing business as the poor oppressed palestinians,"[2, 1, 1]",None,18
16381215_gab,concerned about a twitter purge will surely be meeting some twitter refugee pals here eventually,"[2, 1, 1]",None,15
21243407_gab,xiaxue hey dan do you like apples dan yeah i like apples xiaxue dan raped me dan wtf i did not rape you xiaxue how do you like them apples,"[2, 1, 1]",None,30
12931000_gab,post shootings liberals ban guns post terror attacks let let in more muslim refugees,"[1, 1, 2]",None,14
15986318_gab,all news stations should respond to the moslem bombings with hold on we re picking up the pieces here,"[1, 1, 0]",None,19
1179047552404070404_twitter,<user> <user> <user> disturbing to grifters big corporations the <percent> billionaires that amass more money than <percent> of the population combined unpatriotic traitors criminals that trash the rule of law white supremacists and nazis that found cover behind orange dotard,"[1, 1, 0]",None,40
1246371541681659905_twitter,<user> encourage more jihadis to spit,"[2, 1, 1]",None,6
1169621316875575296_twitter,whatever you niggas doing to gay ppl i wish y ’ all would stop cuz gah dayum,"[1, 1, 0]",None,17
1085031346869743616_twitter,<user> a lot they just latch onto the hashtag and spout gibberish about immigrants,"[2, 1, 1]",None,14
1179082628349063168_twitter,<user> <user> <user> bt that does not mean we will allow illegal muslim immigrants from out side,"[1, 2, 1]",None,17
26344978_gab,there goes any thoughts of eating breakfast that alone should be a bannable offence imo sexualized harassment on gab i get it daily,"[1, 1, 2]",None,23
6738265_gab,king abdullah of jordan has agreed to open the first refugee tent city to accept the refugees currently stuck in greece and italy because hungary and poland wont take them for eight years obama said jordan would never accept refugees trump maga freedomcaucus,"[1, 2, 1]",None,43
15079049_gab,i know before nixon is what just whites and blacks and asians somebody decided they had to be grouped like they were special,"[2, 1, 1]",None,23
22328908_gab,do not be surprised when a backlash comes with widespread violence women rights severely deplenished blame the man hating feminazis men are being pushed out of society will take it back by force women will not be able to stop that it is the natural order,"[1, 2, 1]",None,46
3297717_gab,if refugees and illegal immigrants did not have voting rights my blue state would be red again,"[2, 1, 1]",None,17
1240771386689323014_twitter,<user> surely we are allowed to use violence against them this time if they get in our way,"[1, 0, 1]",None,18
3526077_gab,<user> i was suspended for so called violence which was a rt about eichenwald gif assault but they let blm terror accounts stay up with no problems,"[1, 1, 2]",None,27
9766377_gab,i am within the social circle of trust collect a bunch of gfs and girl friends in any major metropolis and you will eventually be privy to insider secret society confessionals from their gay besties,"[1, 1, 2]",None,35
6974019_gab,hm still confused i think i need some lunch i was only referring to your original post about the gay sexual harassment stuff and did not see how it directly related to libertarianism,"[1, 1, 2]",None,33
1259946737957044228_twitter,<user> yes unless theyre all gay amp reclaiming the slur yes they are,"[1, 1, 2]",None,13
1097184028149587969_twitter,<user> france in <number> after muslims take over,"[1, 2, 1]",None,8
1143172352722624512_twitter,no do not kill yourself you still owe me some cash 😭 😭,"[1, 1, 2]",None,13
1188307543287681024_twitter,stop niggafying every cartoon if they made the proud family white yall would riot,"[1, 1, 0]",None,14
1179071206277799936_twitter,it not my fault hollywood queer coded villains and i now find them super attractive ok and not my fault i already found him interesting in dude form and am now gaga over the lady version not my fault step on me muzan,"[2, 1, 1]",None,43
1090189166380544000_twitter,<user> i do not ihate these clowns trying to portray themselves the only muslims,"[2, 1, 1]",None,14
27658950_gab,the dnc their leaders schumer pelosi bernie elizabethwarren cuomo others talk about helping immigrants but never talk about helping americans democrats do not work for the benefit of usa its time to maga elect trump supporters reelecttrump2020 americafirst gabfam,"[1, 2, 1]",None,39
1178780013375696897_twitter,<user> <user> <user> white supremacists have been making online lists of jewish people since at least <number> it not anything new it always been abhorrent so you will pardon my increased lack of concern smash the fash punch a nazi,"[1, 1, 0]",None,40
16973360_gab,in the oregon gay couple bake case the bakery lost in appeal court and has to pay mucho dineros to lesbo couple so now the state tells you how you can run your business sound orwellian to me hope it goes to scourt,"[1, 1, 2]",None,43
1178810803673272321_twitter,if i get another phone call i am turning this hoe off till tomorrow,"[1, 2, 1]",None,14
1272645324645990406_twitter,<user> belong to the ghetto,"[2, 1, 1]",None,5
23794758_gab,you are confusing jews with whites again,"[1, 1, 2]",None,7
16329719_gab,the left has a serious sexual harassment problem tell me more about this so called republican war on women 🙄,"[1, 0, 1]",None,20
22076069_gab,keyboard cat dies and the last white rhino dies as well now the white rhino is extinct due to poaching nice going poachers,"[1, 1, 0]",None,23
1234111863736107008_twitter,<user> now for the rest of them in hollywood who have raped and abused,"[1, 1, 0]",None,14
26420865_gab,well this gives more credence to the hypothesis that zionism is behind the muslim invasion to add strength and credence to zionsim and israel expansionism,"[0, 1, 1]",None,25
1179081219587366913_twitter,<user> <user> <user> <user> <user> and here comes the foul mouth he said you could if you were rich billie raped two women paid 8 5 1 k for assualting another one,"[1, 2, 1]",None,32
9880300_gab,seems twitter is actively checking email addresses for similar one to accounts they have banned fascist merkel theresa may dirty hands on this shutting down anti islam criticism whilst still letting <number> moslem jihadis roam uk streets if it not deliberate what is,"[1, 0, 1]",None,43
10876808_gab,several reasons much raghead money invested in our bought politicians and businesses wasps represent the single and last group that openly and vociferously opposes the globalist communist agenda we have a weakness whereby we want to see the good in anyone even after they have shown there is none,"[0, 1, 1]",None,49
1179084033000648704_twitter,<user> <user> <user> are you implying that only minorities can be illegal aliens,"[1, 1, 2]",None,13
1178896558189727744_twitter,who wanna be dykes in luv,"[1, 1, 2]",None,6
1178334590949380099_twitter,who came up with i see you niggers niggering it up again cuz i say that in my head all the time 😭 😭 😭,"[1, 1, 0]",None,25
1183754634671874049_twitter,i miss going to homecomings i used to go to iup and slippery rocks one year i went when i was pregnant y ’ all it was so ghetto 😭,"[1, 2, 1]",None,30
1145104316258238464_twitter,<user> <user> nope but why post something homophobes will love self hating gays are very unhappy people,"[1, 2, 1]",None,17
1228132715607810050_twitter,<user> right wing violence the only things bully respect is power and they will be overpowered,"[1, 0, 1]",None,16
9532533_gab,maybe he was doing us a favour removing yet another beta female being traitorous to whitie although maybe thats seven day work week talking and i actually am disappointed that she was murdered i dont know anymore i will settle on being indifferent when you mudshark youre gonna get jacked by the dark,"[0, 1, 1]",None,53
1086739334563270658_twitter,<user> <user> this is what feminazi consider being born again,"[1, 1, 2]",None,10
1178831761293266944_twitter,can white queer people just stop being like that,"[0, 1, 1]",None,9
1253446187509784576_twitter,<user> its totly gcc countries muslim leaders fault beacuse of them these mother fukers can do anything with muslims of end ia,"[2, 1, 1]",None,22
4588593_gab,the muslimban must be defended by trumpsters especially in america from the ridiculous backlash there should be calls to increase it only these straightforward shocking methods can get muslims and arabs to think and can create momentum in the us to properly handle immigration and terrorism,"[0, 1, 1]",None,46
1121067295772557312_twitter,<user> washington voted down three times but tax nazi inslee showed his real dictatorship and passed it anyways,"[1, 2, 1]",None,18
21336229_gab,says a cartoon posting euro socialist living in govt housing getting a govt welfare check and extolling socialism to americans classic example of how these leftist neo nazis will come for the jews first but as always they will then target normal people normal people need to always remember this,"[1, 2, 1]",None,50
1087092876666945543_twitter,its so gay just want to blast this if u ever see hyunjin,"[0, 1, 1]",None,13
1179093201191362560_twitter,dyke powers are all to kill off the dachau of that he does it working conditions here are just a booty hole the day you,"[1, 2, 1]",None,25
1185789459335385088_twitter,<user> not newark that ’ ghetto,"[1, 1, 0]",None,6
18961002_gab,<user> ‍ they call this a hipster raccoon but with the pbr and plaid shirt he looks more like a hillbilly raccoon 😆,"[2, 1, 1]",None,23
1159250101426167808_twitter,ice raids sweep up <number> undocumented immigrants across mississippi the should arrest the employers like trump that hire illegals too,"[2, 1, 1]",None,20
1178838232403976193_twitter,<user> <user> i think he was with underaged boys we all know he gay and no one cares so it has to be something illegal or maybe his lover is an illegal alien what else could it be,"[1, 1, 2]",None,38
1218987933342060544_twitter,the ghetto in me had to leave with the people then hotel food and i am not ashamed,"[1, 1, 2]",None,18
1096962994452410368_twitter,black person hey tha white moderates shh you are adding fuel to the fire what would rosa do,"[2, 1, 1]",None,18
1254981088868315137_twitter,<user> <user> siss why you posting retardi b did she sure you,"[2, 1, 1]",None,12
1122545227007393792_twitter,<user> in what way is trump white nationlist and by the way how come you dont condemn the muslim brotherhood,"[2, 1, 1]",None,20
1279235536717262850_twitter,if peaches was white y ’ all wouldn ’ t think she was funny and you would actually want her to get the help she needs,"[1, 1, 2]",None,26
1184089604380676096_twitter,i get my car nd i ’ m back mobile today bitches,"[1, 2, 1]",None,12
1106270512551022592_twitter,<user> lawn enforcement are the new neon nazis plz rt,"[2, 1, 1]",None,10
10681662_gab,people complaining about the violence in charlottesville are ironically the same folks banging the war drums about northkorea 🙈 🙈 🙈 gabfam speakfreely,"[1, 2, 1]",None,23
