post_id,text,annotator_labels,surface_cue,token_length
13968899_gab,no this is retarded and i am not interested in exploring it further it beyond a waste of time to put words in peoples mouths when there is no evidence whatsoever that there is any merit to said word putting it neither rational productive nor in good faith,"[2, 1, 1]",Strong (Profanity),48
1178816845987467264_twitter,me literally dyke and faggot do not offend me straight white boy probably named caleb bro ur a faggot me first of all,"[1, 1, 2]",Strong (Profanity),23
1178681126476496896_twitter,<user> why eat hot pockets when you can eat ass preferably nigger ass 👍,"[1, 1, 0]",Strong (Profanity),14
21290965_gab,you claim to be a solider you should be fucking ashamed to ignore that violence is not what makes a man regulated violence makes a man,"[2, 1, 1]",Strong (Profanity),26
1217175851390984192_twitter,<user> eat my gay ass,"[1, 1, 2]",Strong (Profanity),5
1220578837005815808_twitter,i ’ m deleting twitter for a couple days too much ghetto shit follow to my close friends ❤ ️,"[1, 2, 1]",Strong (Profanity),20
1251605712876101632_twitter,females be tryna “ i hate you ” into their way into some dick 😭,"[2, 1, 1]",Strong (Profanity),15
1226014940215021573_twitter,<user> god i fucking hate you,"[1, 1, 2]",Strong (Profanity),6
1090426127804522496_twitter,i ain t got no type nigga like a dyke nigga ion like niggas these shells bigger than shark teeth take a chunk out it ll bite niggas,"[1, 1, 2]",Strong (Profanity),28
1166889472509861888_twitter,the most ghetto shit i did was post my relationship status and a couples picture <number> years ago on facebook,"[1, 1, 2]",Strong (Profanity),20
17227930_gab,when i am not fighting commies i am working towards leaving this shit stain ghetto called south florida can not wait to live on a farm in the country with nothing but my pets guns and trump loving bf to worry about been on a fermenting kick lately pickling lactofermentation,"[1, 1, 2]",Strong (Profanity),50
1178812941405171713_twitter,i am truly amazed that twitter allows little racist bitches to go on and scream nigger but they throw somebody in jail because they tell them to eat poo and stop existing but kill kill all the niggers is ok with twitter shame on twitter,"[1, 0, 1]",Strong (Profanity),45
1178861760100601857_twitter,i literally love my bf so much omg you niggers suck lane ass,"[1, 0, 1]",Strong (Profanity),13
1080843707643944965_twitter,<user> yes because it is and i sound so broken bitch when did i have feelings,"[1, 2, 1]",Strong (Profanity),16
1179127704978956289_twitter,eww can ’ t believe i use to be geeked over this nigga,"[0, 1, 1]",Strong (Profanity),13
1178580445358891009_twitter,more like lil thump because that shit seriously hurt my ears if you took the time to listen you d know you are a fucking queer,"[2, 1, 1]",Strong (Profanity),26
5929022_gab,sadly this site has ended up as a boring white nationalist ghetto which means that gab is not going to ever take off bigly as much as liberal baloney bores the living crap out of me this place needs more ulp diversity of thought sorry,"[1, 1, 2]",Strong (Profanity),45
27313604_gab,be the resistance complain about election being rigged against you the only way to fix our problem is to elect these people out there gotta be a word for that line of thinking other than retarded,"[2, 1, 1]",Strong (Profanity),36
1185540112148566016_twitter,i think i need me a walk on the bitch at night 😩,"[2, 1, 1]",Strong (Profanity),13
1179092987663527936_twitter,bitch i am really retarded 🤷 🏾 ‍ ♂️,"[2, 1, 1]",Strong (Profanity),9
1179091617225023488_twitter,<user> want to do more than spank that white ass,"[1, 1, 2]",Strong (Profanity),10
8806856_gab,so i was explaining the short gap in my employment record when my wife had that awful miscarriage when your hr manager jumped to his feet and said you are a fucking white male now pay me,"[1, 1, 2]",Strong (Profanity),37
1097190252492480513_twitter,<user> a bunch of little ghetto bastard children with no family structure,"[2, 1, 1]",Strong (Profanity),12
1179037768195817472_twitter,hold on how the fuck are you gonna call mark homophobic when you yelled fucking faggot while you were driving past me and my friends your a damn hypocrite grow the fuck up,"[1, 0, 1]",Strong (Profanity),33
1145441752213385216_twitter,<user> oh k thanks i would read the post if my phone wasn t retarded,"[1, 1, 2]",Strong (Profanity),15
1178797468890419208_twitter,fuck nigga call blocked me 😂 😂,"[0, 1, 1]",Strong (Profanity),7
11058557_gab,justice is a bitch if you are a criminal lol,"[2, 1, 1]",Strong (Profanity),10
1179085557122469888_twitter,i do not like being on the phone with anyone and them telling me i am wrong lmao like i am pissed 😩 😩 i hate faggot ass mf bro on god,"[1, 1, 2]",Strong (Profanity),32
11909770_gab,building your life around hate is probably the most retarded approach to life normal people make the best of their options they do not fixate on irrelevant things if one spends most of their life thinking about other people who runs their life,"[2, 1, 1]",Strong (Profanity),43
1163009598695071744_twitter,<user> my muslim ass isn ’ t even allowed to use mosques as aesthetics 😔 ✋ 🏻,"[2, 1, 1]",Strong (Profanity),17
19709062_gab,are the refugees allowed in heaven or are they given hell,"[1, 1, 2]",Strong (Profanity),11
1179103102974214144_twitter,<user> blatant lawlessness on the streets of n.y. another example of dumb blasio the rest of these democrat cities anti police agenda safety is a priority to every citizen in a civilized society democrat agenda is sanctuary city <money> for saying illegal alien vote republican,"[1, 1, 2]",Strong (Profanity),45
17345319_gab,no it does not you are again all about the blank slate races behave differently you sit there with stupid retarded platitudes while your race and culture are overrun and erased but it all good because you feel good about yourself enjoy your bliss,"[1, 1, 2]",Strong (Profanity),44
1179057141182844929_twitter,i bout to park dus bus in da middle of tenn st and take a fuccin nap i am bout to run this bitch into a ditch i am so sleepy,"[1, 2, 1]",Strong (Profanity),31
22966558_gab,yes white woman sold out but i d never put my cock in a moslem degenerate,"[1, 0, 1]",Strong (Profanity),16
1120963496257175552_twitter,<user> <user> sia keka sie i just realised how my friends retard the progress of their fellow mates,"[2, 1, 1]",Strong (Profanity),18
1106220354119315458_twitter,<user> and fuck whoever screams wrestling is fake so are the movies and series and they still cry,"[1, 2, 1]",Strong (Profanity),18
16819408_gab,that number includes other than jews too dude like catholics commies gypsy mentally retarded and anybody that gave the nazis political problems estimated jews eradication at <number> <number> million the rest everyone else the nazis did not just kill jews in those camps,"[2, 1, 1]",Strong (Profanity),43
9270134_gab,well scotus bitch slapped 9 th 4 th circuits even the dyke agreed <number> <number> if this decision does not illustrate the bankruptcy character of leftist judges in lower courts i do not know what cud leftists judges make a ruling which ignored the constitution it exposed their perversity disregard <number> law,"[1, 1, 2]",Strong (Profanity),52
24405990_gab,lmao i read some long ass shiz about they dont know if arabs or jews or whatever invented it i love the hell outta it tho i admit it,"[0, 1, 1]",Strong (Profanity),29
1179093607707533312_twitter,avdol your grandfather is a slut,"[1, 2, 1]",Strong (Profanity),6
15464915_gab,trump has yet to fulfill a single promise he said he would instead he has resorted to cucky republicrat shit like tax cuts and super awesome trade deals with arabs and asians i am not a cheer leader this guy has done jack shit for me,"[1, 1, 2]",Strong (Profanity),46
1227146014005567488_twitter,damn fucking hate this university bullshit,"[2, 1, 1]",Strong (Profanity),6
1179101097102843908_twitter,<user> there will be one day when both the clubs play in the same league hope fully a bigger one than any we have now until then i am both gkfc and kbfc no retarded fan boy could change that,"[2, 1, 1]",Strong (Profanity),40
1125367154742718464_twitter,<user> <user> idk why people cheat cause if they truely madly and deeply love thier partners there wont be another bitch,"[1, 1, 2]",Strong (Profanity),21
1110313923537002500_twitter,<user> well you ’ re not ugly bitch,"[2, 1, 1]",Strong (Profanity),8
1234296580901130241_twitter,but about to bring all the ghetto ass shit uptoen 😝 😝 😝,"[1, 2, 1]",Strong (Profanity),13
1178428981592375297_twitter,<user> young boy ain t nigger music it nigga music,"[1, 0, 1]",Strong (Profanity),10
1179083942261080064_twitter,this patient is like x school is full of black people ghetto stop right there bitch self hating fuck you do not get a free pass to say racist shit because you are half black,"[1, 1, 2]",Strong (Profanity),35
1262058851043426305_twitter,based on record the existing democrat leadership retarded and the republicans tagging along is my analysis like food delivery <number>,"[2, 1, 1]",Strong (Profanity),20
18766026_gab,oo shit that official shit too is movie violence nsfw eh better safe than sorry,"[2, 1, 1]",Strong (Profanity),15
7666560_gab,<user> you are trying to intimidate my gab followers if they repost you enjoy telling women to fuck off if their views are different than yours,"[1, 1, 2]",Strong (Profanity),26
1178717722416467969_twitter,looks at avi you think white people not going to call you a nigger,"[2, 1, 1]",Strong (Profanity),14
1179055513989873665_twitter,if twitter dm had an unsend option chats be like hi i like you hey hello this message was deleted you are beautiful helloo deleted texts fuck you bitch slut whore,"[1, 1, 2]",Strong (Profanity),31
1084856717026963457_twitter,<user> what a fucking nazi goddamn him for giving delicious food to them,"[2, 1, 1]",Strong (Profanity),13
18548185_gab,dog is retarded he bit himself while scratching i need to get him some smart food lol,"[2, 1, 1]",Strong (Profanity),17
1207888286611582977_twitter,i always do everything last minute i fucking hate that shit already never again,"[1, 1, 0]",Strong (Profanity),14
1178796675210592256_twitter,<user> like someone will say nigga to be cool bc it in song but they do not fuck w black ppl you piss them off and they are calling you a nigger it not the same,"[1, 1, 0]",Strong (Profanity),36
11625030_gab,you hate the rothschilds and the pedo bolsheviks following the disturbing teaching of the talmud i understand that better i agree with that but constantly asking for the genocide of all the jews is extremely dumb even more so if you do it using the awful reputation of socialist hitler,"[1, 1, 0]",Strong (Profanity),50
1197583994612678658_twitter,me to me bitch you stressing me tf out,"[1, 1, 2]",Strong (Profanity),9
1178455357057851393_twitter,tweet483 i wanna dye my hair but i already know i can not pull it off without looking more like a faggot,"[1, 1, 2]",Strong (Profanity),22
1179092807086034944_twitter,<user> sorry that paging dr faggot does not land anymore,"[1, 2, 1]",Strong (Profanity),10
1249084434323845126_twitter,<user> <user> we are one both black and white i want real government not the fucking trump,"[1, 1, 0]",Strong (Profanity),17
1085450894710370304_twitter,people should not judge muslims fast crime ni crime nyinyi kazi kurusha midomo ety oh ety aa fuck you if you have nothing to say,"[1, 2, 1]",Strong (Profanity),25
1238874021992726529_twitter,<user> he fully retarded she christian 😂,"[1, 1, 2]",Strong (Profanity),7
15213863_gab,the difference between a stupid white person and a stupid black person just the color of their skin,"[2, 1, 1]",Strong (Profanity),18
1114386285387374592_twitter,how are you going to mess with a bitch that looks up to me 💀,"[2, 1, 1]",Strong (Profanity),15
1178880681683963904_twitter,we owe hillbilly aggy a serious ass whipping a serious one,"[1, 1, 2]",Strong (Profanity),11
1179101857530167297_twitter,i attempted to neck a bird last and she turned out to be a lesbian and pied me so in retaliation those basket ball dykes can fuck off tweet it fair play <user>,"[2, 1, 1]",Strong (Profanity),33
1178459220938768385_twitter,shouts to all the limp bizkit and korn fans who made fun of me for listening to nigger music when i would play wu tang one of those <number> is forever and one of those <number> is for the children,"[1, 2, 1]",Strong (Profanity),40
11949427_gab,i just asked a <number> year old about pewdiepie using the nigger word in a video his reply was who cares i agreed with the sentiment and congratulated him on his common sense,"[1, 1, 2]",Strong (Profanity),33
1179103721776648192_twitter,fuck s* islamic websites for their ugly quran explaining adding shit and acting as if islam is all about men when its in women favour,"[1, 1, 2]",Strong (Profanity),25
19132473_gab,winter olympics white mans code for a nigger section in public,"[0, 1, 1]",Strong (Profanity),11
1130920870421995520_twitter,<user> and just think if we were a fucking marxist democracy that bitch would be potus,"[1, 2, 1]",Strong (Profanity),16
6556400_gab,mpc is the hangout for black teens who are not allowed to say nigger at home mpc status updates,"[1, 0, 1]",Strong (Profanity),19
26272412_gab,damn these facebook people are so fucking predictable they are blaming gun violence on men time to dig up some skeletons,"[1, 2, 1]",Strong (Profanity),21
1207698003592699904_twitter,<user> <user> but if you kill yourself you ’ ll never know if the dick was good ☹ ️,"[0, 1, 1]",Strong (Profanity),19
1104439037396430849_twitter,<user> kids hate you same shit,"[0, 1, 1]",Strong (Profanity),6
1178828762764341248_twitter,<user> and fuck you too,"[2, 1, 1]",Strong (Profanity),5
20893287_gab,nah taking screen shots would be admitting i care frankly i do not i am just looking to take out my unbridled rage on someone it might as well be a nazi piece of shit,"[1, 1, 2]",Strong (Profanity),35
1169988035544416256_twitter,<user> real nigga ong 😪,"[0, 1, 1]",Strong (Profanity),5
1179050693673533440_twitter,bitch i work a lot off the clock cause im diligent,"[1, 1, 2]",Strong (Profanity),11
1095720677431218177_twitter,some bitch dropped her beer bottle last night at deol and glass went everywhere and somehow ended up in my shoe and my foot hurts,"[1, 2, 1]",Strong (Profanity),25
1220065202986799105_twitter,i ’ m a “ alright ima let you have that ” kinda bitch i ’ m not arguing with nobody,"[2, 1, 1]",Strong (Profanity),21
26619405_gab,i have two simple rules for discussing stuff on gab speak human english and post no factual lies false statements fake quotes and retarded memes get you dumped into a memory cornhole faster than you can say muting,"[2, 1, 1]",Strong (Profanity),38
16674188_gab,it all racist it was all discovered by white people whites and asians tend to do well in it its a highly advanced system of greek and european origin its all raciss n shit or maybe whites and asians are just smarter maybe privilege has nothing to do with it,"[0, 1, 1]",Strong (Profanity),50
1178809315102035969_twitter,nigga retard an faggot <number> words that will get people angry they are words get over it,"[1, 0, 1]",Strong (Profanity),17
9799561_gab,fearless trump records 2 3 rd stock market high up <percent> since election nation you benefiting greatly in usurper ohell 1 st term hiring his harvard egg head buddy stock market never reached a new closing high godless dems mussie ohell suck seth rich saved u from beetch <user>,"[0, 1, 1]",Strong (Profanity),49
1185143079323357184_twitter,bro nosey ass bitches,"[2, 1, 1]",Strong (Profanity),4
1193771370821193728_twitter,do i need to put a pin to insulate myself from people who follow and very quickly realize that i am actually retarded,"[1, 1, 2]",Strong (Profanity),23
1257931425216630786_twitter,some days i get so serious some days you ’ ll think i ’ m retarded and too playful 😔,"[1, 2, 1]",Strong (Profanity),20
1111582276847104000_twitter,you shipyard workin niggas are irritating hope you all get fired bitch,"[1, 1, 0]",Strong (Profanity),12
1177985601628442630_twitter,im wearing white pants and i look like a faggot,"[2, 1, 1]",Strong (Profanity),10
1178769181845659648_twitter,lmao so that really the nigga i was struggling for what typa weed was i taking 💀,"[1, 1, 2]",Strong (Profanity),17
1089830876366553088_twitter,really fucking hate having to be myself sometimes,"[0, 1, 1]",Strong (Profanity),8
689875802087882752_twitter,if there was a grand theft auto east lansing you d be able to steal so many bomb ass cars from the asians probably all i would do,"[2, 1, 1]",Strong (Profanity),28
1091215369975545857_twitter,that white bitch on dupd need some dick or something 😂 she forever mad,"[1, 1, 2]",Strong (Profanity),14
1179104076929359874_twitter,<user> <user> <user> handle my light work 😂 and put this retard in its place,"[1, 2, 1]",Strong (Profanity),15
1178823646934122496_twitter,i know the pu**y <censored> good nigga relax 🥴 🙄,"[1, 2, 1]",Strong (Profanity),10
1178860919637413888_twitter,i do not fuck with niggas like a redneck,"[1, 2, 1]",Strong (Profanity),9
1820844_gab,<user> nigger dyke,"[1, 1, 0]",Strong (Profanity),3
1179084430062821377_twitter,<user> <user> <user> <user> <user> i know it not right i know <number> months is retarded and it does not matter what i say activision is still gonna do what they want and if that wasn t the case then they would have stopped years ago,"[2, 1, 1]",Strong (Profanity),46
1114166509176098816_twitter,<user> i got this knowledge from brocku and mr carter professional rapper name jayz nigga real shit,"[1, 1, 2]",Strong (Profanity),17
1178767842147229696_twitter,wgl czy hobby to making me fill like a retarded psychopath because it working,"[0, 1, 1]",Strong (Profanity),14
1178783419188174848_twitter,thank god for aubameyang as well it shuts all them fucking mckola and howson faggots up as well two wankstains then again it hard to come across a united fan who is not,"[1, 1, 2]",Strong (Profanity),33
4059367_gab,some people seeing something unusual feel so shocked that they want to kill and destroy it immediately it retarded as all fundamentalism is,"[1, 2, 1]",Strong (Profanity),23
24024663_gab,are you serious dude im literally retarded ur in the middle of gab defending a pedo for some reason while at the same time saying i manipulated you at what end of this equation do you end up looking good why do this,"[1, 2, 1]",Strong (Profanity),43
1270444314691280903_twitter,if they hate you for being real just ignore that shit,"[1, 2, 1]",Strong (Profanity),11
27899806_gab,most definitely when i very first came on to gab i asked him a normal question dude came back with all kinds of gay porn and other bullshit game on ever since,"[1, 2, 1]",Strong (Profanity),32
1179067823559184384_twitter,<user> the amount of times i tweeted faggot uncensored i am still here shit kinda of wild 💀,"[0, 1, 1]",Strong (Profanity),18
1179073524364910592_twitter,<user> it just the way u called her a dry ass white bitch it so funnyajjsjdhdh,"[2, 1, 1]",Strong (Profanity),16
1254046975395323905_twitter,<user> that just means your professor a little bitch lmao,"[1, 1, 2]",Strong (Profanity),10
1179091297639878656_twitter,i fucking hate slow ass people at fiu bitch move that fuck out the way a nigga got class fuck,"[1, 2, 1]",Strong (Profanity),20
1179104489745321987_twitter,<user> ok this is retarded i kinda expected a more obscure topic not that fucking garlic ain t onions,"[1, 2, 1]",Strong (Profanity),19
1178053859853377536_twitter,<user> true but i actually looked like a faggot who was ready to suck <number> big black cocks and also might shove some up my ass too,"[2, 1, 1]",Strong (Profanity),27
1178676586285015040_twitter,<user> would ya get a load of this nigger lmao,"[1, 0, 1]",Strong (Profanity),10
1163968982849863686_twitter,my pistol mean business that bitch should have a tie on,"[0, 1, 1]",Strong (Profanity),11
5510996_gab,anyone watching o reilly the swedish reporter anne sofie naslund is totally delusional pretty damn odd rape violence is up in sweden after they took in thousands of muslim refugees give me a break,"[2, 1, 1]",Strong (Profanity),34
1179024008446173186_twitter,<user> <user> <user> actually he insulted me first you on the left bitch and call us racist just because we do not believe in allowing illegal immigrants into this country you people really need help,"[1, 1, 2]",Strong (Profanity),35
1139149033736482817_twitter,pussy ass nigga i am with the smoke and hope you follow me,"[1, 2, 1]",Strong (Profanity),13
3425198_gab,being on some app store being some bigtech bitch can be banned anytime lose <number> of revenue long approval process in the best case do not progressive web apps being apple bitch,"[1, 1, 2]",Strong (Profanity),32
23632868_gab,hahahahahahahahahaha and with that the retarded coward fades into the distance screaming i really won you know i am guessing a morbidly overweight teen dressed up like an australian nightmare living with grandma,"[2, 1, 1]",Strong (Profanity),33
1178911850806693888_twitter,<user> take ya nigger ass to bed,"[1, 1, 0]",Strong (Profanity),7
1178907417305845760_twitter,go ona bitch page and you see her her boo ight click the nigga page and crickets cold world 💀,"[1, 0, 1]",Strong (Profanity),20
1178875621021274113_twitter,i get what you all females be saying now 🤦 🏾 ‍ ♂️ literally me and a whole woman were telling this nigga his approach to women is weird af and the nigga is still in denial,"[1, 1, 2]",Strong (Profanity),37
1163342806783365121_twitter,shut up bitch i dont give a fuck,"[1, 1, 2]",Strong (Profanity),8
14165113_gab,i am <number> and i followed my instincts i never liked negerball never watched the retarded bonobo chimps,"[1, 0, 1]",Strong (Profanity),18
10526545_gab,yes you have the trust of the people with your near forty thousand downvotes and disgusting demeanor i think i speak for every sentient being on all nearby planets when i say we are totally convinced by your obviously retarded claims your job is done you may go,"[1, 1, 2]",Strong (Profanity),48
1178835893345558531_twitter,<user> no we can fuck as many white bitches as we want just do not wife one,"[0, 1, 1]",Strong (Profanity),17
3436090_gab,blow up some buildings blow up a marathon rape women and murder a bunch of queers in a club stay all you want expose a democrat e mail conversation get the fuck out of the country liberal logic,"[1, 0, 1]",Strong (Profanity),38
1076994242516606977_twitter,christmas eve bitch,"[2, 1, 1]",Strong (Profanity),3
1179096058250629120_twitter,i wanna train a cute slut to please me teaching them how to use their mouth properly and put all of their holes to good use for daddy if they are extra good i will reward them with a cute collar with a bell on it,"[1, 1, 2]",Strong (Profanity),46
19415339_gab,maybe it just my crazy mom unresolved issues but i love a bitch who brings a <number> cal to a knife fight slav level <number>,"[1, 2, 1]",Strong (Profanity),25
3396176_gab,i can honestly say that i have never watched those lard ass kardashians on tv also i have never been in a starbucks and have not been in a walmart in over twenty years top that,"[1, 1, 2]",Strong (Profanity),36
1263675365131616258_twitter,<user> bitch i hate your ass suddenly,"[0, 1, 1]",Strong (Profanity),7
1178537198859079681_twitter,the craziest most ghetto shit happens in my neighborhood man 😂 😂 😭 😭 😭 jose and i can not chill in his car and talk for shit these white ppl are wild,"[1, 2, 1]",Strong (Profanity),33
10639912_gab,many of us have tried to explain that right wing does not always equate to white supremacy they stuck their fingers in their ears and said la la la la fuck it we are all white supremacists now unitetheright charlottesville,"[1, 1, 2]",Strong (Profanity),40
1243607084312285184_twitter,<user> 💀 bitch like my tweet so i can compliment you,"[1, 2, 1]",Strong (Profanity),11
16098910_gab,was actually making the case regarding male faces becoming more neotenous and feminine and female faces becoming far more masculinized manjaw eyes harder and less open both points self evident but since you want to argue like an autistic faggot thought it would be fun to troll i was right,"[1, 1, 2]",Strong (Profanity),50
1208731_gab,my god but i am an opinionated bitch today but just sayin chelsea has rather redeemed herself lately hats off to her thought she was a worm but she turned,"[1, 2, 1]",Strong (Profanity),30
1178831704171126785_twitter,my mom really walked into my room and asked me why i look so oily it called moisturizer you dry ass white bitch i hate it here,"[2, 1, 1]",Strong (Profanity),27
1178692538850582530_twitter,you are a be rollin margiela fuckin this nigger slammin,"[1, 1, 2]",Strong (Profanity),10
1165426872563294208_twitter,<user> yea both sides need to stop being retarded,"[2, 1, 1]",Strong (Profanity),9
27431724_gab,bring it nigger were you coming here on some welfare ticket ar <number> i am a great shot,"[1, 0, 1]",Strong (Profanity),18
1178778508954394624_twitter,i know my job already tired of my ass but honestly im tired of this white ass institution too,"[1, 1, 2]",Strong (Profanity),19
1110223255267364864_twitter,cannot turn a hoe into a house wife if yall just fucking so be it do not try to change her ways you can not she content,"[1, 1, 2]",Strong (Profanity),27
10653194_gab,you are right in retarded from actually trying to engage in a civil discourse with someone who is named obamasucksanus,"[1, 2, 1]",Strong (Profanity),20
13833407_gab,jedi mike jedi mike <number> hours ago i wonder if these thugs listening to rap songs in the locker room that glorify violence that wud be awesome to get that out it wud destroy there stupid protest ﻿,"[2, 1, 1]",Strong (Profanity),38
1200488670308052992_twitter,look how she talk she sexy i like when they pretty and ghetto type of bitch that do not even say hello,"[2, 1, 1]",Strong (Profanity),22
22968939_gab,back to the old you can not say nigger in a rap unless you are black thing not even if you call yourself ninja and have blue hair,"[1, 1, 0]",Strong (Profanity),28
6680912_gab,vampire blood or just being white as fuck one of the two d i need to get these glove tan lines outta here though that almost worst,"[0, 1, 1]",Strong (Profanity),27
1178393878686310405_twitter,<user> <user> <user> omg they actually said that shit disgusting and they get mad when you call them white supremacists,"[1, 2, 1]",Strong (Profanity),20
1104196661172191233_twitter,<user> damn eu should have stuck prestinni ’ crying ass on the bench and let simp get retarded on main stage,"[1, 1, 2]",Strong (Profanity),21
1081849002621054976_twitter,sick of these niggas hire some fucking help get rid of these niggas,"[1, 2, 1]",Strong (Profanity),13
1142152131748794368_twitter,i like when they pretty and ghetto type of bitch that don ’ t even say hello,"[1, 2, 1]",Strong (Profanity),17
1178579544606949376_twitter,trailer trash white people are embarassing as hell,"[1, 1, 0]",Strong (Profanity),8
1179085148182237184_twitter,im kinda retarded,"[1, 2, 1]",Strong (Profanity),3
1178864619068280832_twitter,nah nigga raped a girl and he works at kith that bad work,"[2, 1, 1]",Strong (Profanity),13
11756798_gab,so a harmed reputation is meaningless as he mostly immune to that um ya well if all that is true then why did <user> run off to gab legal like a raped bitch mudshark on her prom night,"[0, 1, 1]",Strong (Profanity),38
1178686093702549505_twitter,<user> <user> <user> shii its really other counties you gotta worry about tho marion county been droppin marijuana charges shii i was caught several times with weed and cops juss let me go its them white ass counties that get boys,"[2, 1, 1]",Strong (Profanity),41
12609133_gab,this is just retarded levels of argument this is a matter of free speech people do not have to listen to it people have to put up with free speech existing clearly you have very little understanding of the topic,"[2, 1, 1]",Strong (Profanity),40
12978177_gab,rex tillerson fully aware that for at least fifty years boy scouts were being sexually molested by homosexuals led the push to flood the boy scouts with openly gay scouts fuck tillerson may he rot in hell,"[2, 1, 1]",Strong (Profanity),37
1178728155034656770_twitter,<user> <user> <user> we had them white ones tyvex or arco i forget <number> handle fucked 2 ft gash down them,"[1, 1, 0]",Strong (Profanity),21
24208353_gab,i have been warned that there are still places in america where my skin color alone can get me killed and no one will give a shit i am not playing the victim though every ghetto is that place for a white person tbh,"[1, 2, 1]",Strong (Profanity),44
1178746746224156673_twitter,a chimney sweep came to our house today and thankfully i did not have to talk to him because overwize ah probly wooda took the mickey ow im wiv mouy limey dick van dyke cheerio guvnah,"[1, 1, 0]",Strong (Profanity),36
19460830_gab,he will do it too nigga do not doubt him,"[1, 2, 1]",Strong (Profanity),10
27706338_gab,<user> please excuse the language i think the word nigger does not pertain to every black person if i have to hear it be used in this shit crap they call music nowadays it open for use,"[1, 0, 1]",Strong (Profanity),37
1179026753974616071_twitter,faggot was funny,"[2, 1, 1]",Strong (Profanity),3
25926393_gab,does anyone know what actual asians i mean the oriental types think about all of the persians and arabs being called asians by most of europe media does it piss them off as much as it does the rest of us or even more,"[2, 1, 1]",Strong (Profanity),44
1179097700417056770_twitter,acidmine slut can not use their pieces mecha song to counter woodchimes coil mage diseased kick,"[2, 1, 1]",Strong (Profanity),16
1179042932579586048_twitter,who ghetto ass idea was it to create bills i just wanna talk,"[2, 1, 1]",Strong (Profanity),13
19858518_gab,i saw this post earlier i also saw he also had alah ackabar bullshit on his instagram before they pulled it his friend was a moslem so liberal moslem antfia,"[1, 1, 0]",Strong (Profanity),30
11117384_gab,oh god clippy how i hate that thing it was a like a retarded version of siri or cortana but every bit as annoying to get rid of,"[1, 1, 2]",Strong (Profanity),28
1178998960507109376_twitter,my friends highkey got that bitch personality i fucking hate them,"[2, 1, 1]",Strong (Profanity),11
17860950_gab,nobody ever gave a single fuck about offensive language in politics until women got the vote repealthe19th,"[0, 1, 1]",Strong (Profanity),17
13294129_gab,next on my world tour hot arabs arab women can be extremely hot if they just were allowed to take off those damn burquas nsfw,"[2, 1, 1]",Strong (Profanity),25
1178864245007511553_twitter,nigga would not rob me if i gave em a gun,"[1, 1, 2]",Strong (Profanity),11
14726733_gab,truth sister truth we can only hope he gets bitch slap come election time,"[1, 0, 1]",Strong (Profanity),14
1179095207519948800_twitter,i just got the most retarded cut in my life,"[1, 1, 2]",Strong (Profanity),10
1174863087666548737_twitter,don ’ t be an ass kissing bitch bitch 🙄,"[1, 2, 1]",Strong (Profanity),10
1254499775681986561_twitter,<user> period i agree w everything as a queer bitch from tbe same third world country aww twins,"[1, 1, 2]",Strong (Profanity),18
1179037520597663745_twitter,twitter black guys get mad when they see a white girl tweet nigger but they letting these white girls treat them like coons smarten up king,"[1, 1, 0]",Strong (Profanity),26
23617885_gab,call me a nigger lover shitskin apologist and misogynist but general powell was duped by white people hillary did it for power and blood sport only nimrata randhawa rabbi knows her motivations,"[0, 1, 1]",Strong (Profanity),32
14045364_gab,i have no doubt that some stupid judge in hawaii or california will try to block presidenttrump reasonable request for more extreme vetting of immigrants from terrorist countries,"[1, 2, 1]",Strong (Profanity),28
1179074738708258816_twitter,lightskin bitch with a dark side,"[2, 1, 1]",Strong (Profanity),6
1261959963322146816_twitter,u not looking at a bitch u can hold back,"[1, 1, 2]",Strong (Profanity),10
26725075_gab,my gramma always says if u can not say something nice about someone do not say anything at all just call them a nigger and move on 😇,"[0, 1, 1]",Strong (Profanity),28
1178699138642391043_twitter,i really hate explaining my nigger hair details to old white ladies 😒 leave me and my puffs tf alone katherine 🙄 🤬,"[1, 1, 2]",Strong (Profanity),23
1177428537311158272_twitter,<user> it still does not negate the fact that it violence inciting speech her losing whatever job she had and havin trouble finding a new one cause who knowingly hiring openly racists was adequate punishment i guarantee you gone have sum to say if somebody call you a nigger,"[0, 1, 1]",Strong (Profanity),49
1178916504215183360_twitter,he blinks slowly before sliding to the other end of the bench and going back to his brooding the fuck your problem anyway loaded question i do not have time to answer fine fuck you too,"[1, 1, 2]",Strong (Profanity),36
8210379_gab,because we bucked natural selection and currency manipulators have ravaged the world yes the weaker of every people die off i will take fighting gender queers and 1 4 century folk over crossing the atlantic and fighting indians and shit,"[0, 1, 1]",Strong (Profanity),40
1179077595633213442_twitter,on the gathering storm comes a posh retarded man in a semen marked suit with his currency plans,"[1, 2, 1]",Strong (Profanity),18
1113850321598599168_twitter,<user> i am saying i am retarded,"[2, 1, 1]",Strong (Profanity),7
1178789610320740352_twitter,every year my skin gets darker and darker till i look just like a nigga,"[1, 1, 0]",Strong (Profanity),15
1242311325411311616_twitter,i fucking hate insecure ass people,"[2, 1, 1]",Strong (Profanity),6
1178423738213289984_twitter,<user> bro you was telling me that you want a white women to tie you up and call you nigger 🤕,"[0, 1, 1]",Strong (Profanity),21
1181063011382906880_twitter,chun li from street fighter is such a bad bitch,"[2, 1, 1]",Strong (Profanity),10
