post_id,text,surface_cue,token_length
1178813843608231936_twitter,lol oomfs unfollow nak2moto they used dyke on multiple occasions when they arent lesbian,None,14
1178858230824370176_twitter,i am a straight white christian male and i am oppressed,None,11
14304544_gab,the good news is marxists have poor marxmanship anders breivik required <number> shots to kill <number> bernie bro at gop ball field fired <number> rounds <number> kills copenhagen moslem attack had <number> rounds fired with only one dead that was not the cartoonist target,None,44
1179072857902596096_twitter,<user> <user> is a scheming fraud who fronts a hillbilly cult,None,11
1179071875856494593_twitter,<user> if she guilty then she guilty the end plus it fits the cnn narrative of all white people are racist how about she a pos who was punished for a horrific crime prayers for his family,None,37
1179091175250092033_twitter,<user> suspected illegal alien,None,4
1178536278805090304_twitter,i know its hard being queer in the lgbt community generally so positive vibes for everyone ☆ ♡ ☆,None,19
4200107_gab,war is not violence and killing pure and simple war is controlled violence for a purpose robert heinlein,None,18
1178323077282897920_twitter,there something about a stage full of white women bopping along to lizzo after watching a show of mediocre performances by said white women that just affirms we need more representation and we need it now wanna do burlesque wanna do drag get at me,None,45
1178870292896075776_twitter,<user> <user> good point let us call them white supremacists and nazis that what they have always represented in our society end pc culture breitbart,None,25
1179103946037530624_twitter,<user> <user> are you of the thought that a beaten woman is deserving if she provokes her partner or that women by wearing skimpy clothes provoke and deserve to be raped provocation is no excuse,None,35
1172162331960315905_twitter,<number> rt and i ’ ll explain why banning guns will not help to stop gun violence,None,17
1178503567474397184_twitter,i heard kunle was raped by a white woman freshman year,None,11
1179087522510573568_twitter,<user> <user> unfortunately not there so many draculas that a few fell through the cracks of the coffin,None,18
7228010_gab,that rather unkind i am a mgtow working a great job with lots of women around me going to school to become a needlessly certified computer engineer just got out of a relationship with an old classmate pathological liar,None,39
1179057663545675776_twitter,women are here,None,3
24304053_gab,what funny is that white women marry white men at higher rates than any other race or ethnic group marry their own,None,22
18751283_gab,<number> out of <number> m british women in the uk 🤔 i think i will go with anon on this one,None,21
1179083847545147392_twitter,<user> <user> stacey dash commits black on white violence against her white husband,None,13
23700618_gab,then why can not the families of raped girls act and i will say something to these organisations,None,18
1178528035395387395_twitter,most queer whites know the pain of social marginalization yet they marginalize queer people of color when it comes to dating,None,21
833004295494762496_twitter,i need more gay friends 🏳 ️ ‍ 🌈,None,9
1179105677966548996_twitter,fashion is when white people wear ghetto clothes,None,8
1178302251267477504_twitter,godwin burkhead or james white in half ppr ask fft,None,10
1178871387542425600_twitter,got oomf to like jihadi by azealia i win,None,9
19040513_gab,it not so much about the torah which is pretty innocuous and ignored by many jews despite what is said it really about that forbidden book the talmud or babylonian talmud which as goyim cattle we are not permitted to even read good luck with your research,None,47
1276241517267615745_twitter,it actually baffles me how someone can be racist homophobic transphobic islamaphobic anti semitic etc like how and why,None,19
1179063685655846912_twitter,<user> <user> they vam go yo pakistan or any muslim country,None,11
1179085492987428864_twitter,<user> <user> <user> they are already creating a digital concentration camp it <number> do not need physical walls and guards to create a concentration camp i see a scenario where uk and us open up refugee status to hong kongers and allow for a mass migration modern trail of tears,None,50
12118721_gab,my oriental compass is not perfect but i can pick out korean japs and chinese in a crowd of asians pretty well and you are right the long torso short legs is mostly a chinawoman thing and sometimes korean this is why btw koreans are great squatters pound for pound,None,50
1144066041477124096_twitter,<user> my academia nerd self is here for <user> speaking about using research to inform gun violence policy,None,18
1088128328685572097_twitter,<user> <user> shes so hot,None,5
14690702_gab,he was groping her and other women have come forward saying he groped them i can understand why you would want to white knight for your fellow krakow gutter rat but do not be silly he guilty,None,37
1178912085830328321_twitter,i know the new dark mode helps w reading on your iphone at night but if that is not enough just go to your settings search reduce white point higher that to like <percent> it truly chefs kiss,None,38
23240015_gab,syrian child refugees attempt to convince cynical brits by wearing i am <number> birthday badges,None,15
1179099449152266240_twitter,<user> what if you get raped or the condom breaks,None,10
1178380328697769988_twitter,yes everyone who is not a cishet white christian man is underrepresented in our government and it a problem however no identity is less represented than poor people so it hard to believe your identity politics are genuine if they ignore class,None,42
1178778761262551040_twitter,<user> lmfaoo ya moms a hoe,None,6
1178507517242068993_twitter,god digs that trailer trash preacher <user>,None,7
1178831978935853056_twitter,i knew d wade was gay,None,6
1178657747602231297_twitter,kinda awkward when white people say something racist against asians i have to tell them i am half korean,None,19
1170527527917563905_twitter,how is president trump going to let the taliban into america but build a wall to keep immigrants out the clownery,None,21
1178937094686695424_twitter,<user> <user> have you actually spoken to immigrants about their experience of friendly australians or are you triggered by this statement you will find racism is alive and well here down under if you are not a white european,None,39
1186991815288750080_twitter,<user> trudeau muslims ko jyada chhoot de raha tha alot of refugees from muslim country,None,15
1179092060823003137_twitter,<user> <user> this is the first time a man speaking on rape culture is not lecturing women with tips on how to get raped less keep calling out your predator friends your family your teachers your bosses that the first step,None,41
6715378_gab,major advertisers pull ads from o reilly factor after harassment report hotpagenews com r <number>,None,15
1179031976176521216_twitter,you asked god to remove all the fake things in your life now your gucci shoes 👟 and off white shirts are missing 🤦 🏾 ‍ ♂️ ❌ 🧢 on god,None,31
1179079915003633665_twitter,<user> oh good so no money for all of the refugee centers that will be a big help for the people in them this should make things so much better because lack of funds can put food in their bellies and buys a lot of warm blankets wtf,None,48
1172615062395260929_twitter,<user> i ’ m hearing the greenhorns are confident tomorrow kicker saying your lads only scraped past the reds etc can ’ t see it myself,None,26
1179039637123354624_twitter,religiously speaking muslim women the best women reason i can no longer identify w christianity,None,15
1179100135315390464_twitter,<user> <user> <user> how about the boys she falsely accused is your heart broken for the <number> demonized young white boys,None,21
1082366106936004608_twitter,<user> tv off enjoy the silence i do not need his manufactured violence dontwatchdonald ttrumpsterfire bumblechump,None,16
1194124778669576192_twitter,<user> bottom line is islam has nothing to do with it,None,11
1180239333967695874_twitter,<user> homo and sus,None,4
1083176818604036096_twitter,kamijou kept running and kicked a slightly dirty polyethylene bucket scaring a black cat away,None,15
1163177001747771392_twitter,thatch is gonna kidnap his wife and carry <user> to their room,None,12
1178983208496586752_twitter,<user> not one is squeaky clean sharlotans and schysters one big schlenter we have been raped by all the politicians not in my name,None,24
1179029276923809792_twitter,<user> no ma am please do not twist the matter no indian muslim would be thrown out only muslim refugees would be shown the door after all muslims have <number> countries to go to while hindus have only one india see in this context,None,44
16422464_gab,tuckerhighlights <date> t smiley wrongfully dismissed by pbs metoo about to crash barry doj deliberately undermind dea for muh iran deal mueller inquisition improperly seized trump team emails harvard being sued for discriminating against asians us govt spends <number> m p yr hunting ufos,None,44
1178722544641118212_twitter,just got assigned to write a paper on how reverse racism is not real in a class full of white ppl you all know i got this in the bag,None,30
1087267628123533313_twitter,nazis have requested dan be put in a wheelchair so he cannot get to women or the thermostat to knock them out,None,22
1117477715081408512_twitter,can someone anyone tell me the african word for patriarchy in any african language there is none these things are not who we are,None,24
16296224_gab,luke <time> and as he prayed the fashion of his countenance was altered and his raiment was white and glistering,None,20
1164948545759264769_twitter,niggas be lying i be believing em 🥺,None,8
1179096975125467136_twitter,<user> <user> <user> without looking you judged he was a white christian queer because he supports trump,None,17
1179066730179518464_twitter,<user> correction 6 th grade black girl who said she was held down by three white boys who cut her dreads has admitted her story was false ftfy this is how it was reported by every msm outlet lets not allow the details to be forgotten,None,46
1179101543079059456_twitter,<user> you are correlating tourist numbers with refugee policy possibly one of the dumbest arguments i have seen,None,18
1179100789329018880_twitter,<user> asking for documentation is not harassment if you can not do your job find another job,None,17
1179040900820811782_twitter,i need a thread of gay bi sff authors gay bi men including trans men thanks who write sci fi and fantasy my list of known authors in that vein is very short i know dozens of queer women authors that i love i am just have a hard time finding my people,None,53
1179102097029160960_twitter,<user> <user> <user> <user> <user> pictures of a baby are not harassment your anti life bias is showing,None,18
1251197037116350465_twitter,any black women need some groceries hit me here or in the dms ima choose two for today ❤ ️,None,20
1146120134756622336_twitter,<user> <user> the nazis made the prisoners in the death camps sing it every morning,None,15
1179027894179418112_twitter,<user> <user> you can not kill yourself la 😂,None,9
1170408170587447296_twitter,silk sheets and diamonds all white,None,6
1178332422963941388_twitter,i have given more money to broke faggots than i have sucked dicks honestly i am a bottom who takes care of my men,None,24
1146056203413278721_twitter,since <time> na syempre parehas naman maingay maya <number> points sa lahat ng auradon students love you guys have a great night,None,22
1179063826874032128_twitter,we cannot continue calling ourselves feminists if the rights of all womxn arent addressed yes to a sexual offences public list but will a trans lesbian bisexual and queer womxn be able to enter their information on the reporting sheet gender forum,None,42
1127012164991160322_twitter,<user> <user> maybe they should not support racist homophobic islamophobic 🐷 🐷,None,12
1179024597569568770_twitter,<user> <user> <user> his words were it like a holocaust out there holocaust destruction or slaughter on a mass scale especially caused by fire or nuclear war a holocaust not the holocaust no matter what you all say that was his intention you all can misconstrue his words all you want,None,51
1178969935885660162_twitter,<user> <user> <user> so me,None,5
1178774888074620932_twitter,<user> no one is doing enough to defend the rights of early to mid twenties white assholes is the new blue i think i should paint the ceiling blue nail file,None,31
1178725881793204224_twitter,<user> negro he sounds about white,None,6
1179029538203951104_twitter,i am practising not doing the dread white person smile grimace when i silently interact with strangers,None,17
5421331_gab,sigh i remember when sanctuary used to mean a sacred space the commies pervert everything with their degeneracy they have already started calling invader mud females beauty queens soon they will call muzzie sex attack migrants chastity angels and pro jihad imams law and order advocates,None,46
1087122450700267523_twitter,<user> im from the uk and i do <number> so am i american now if so call trump and say another muslim is coming,None,24
1179101107286630402_twitter,<user> <user> we do not talk about that or the story where we find out black cat was raped,None,19
1178564492893908992_twitter,he about to be date raped which happens slot on this show so no biggy apparently oh brooke oh taylor oh brooke,None,22
1179061323696660483_twitter,<user> <user> <user> my tweet is under a thread talking about white privilege what else would i be talking about,None,20
1178960154357829633_twitter,<user> did she show solidarity with the white farmers who are being brutally raped and murdered en masse,None,18
1179069486923689987_twitter,women are just better ppl than men period still rather be a guy but yeh you all dope thx,None,19
1178749588217327616_twitter,i love the muslim unity amongst islamic nations how come they did not take in even one muslim refugee 🤔,None,20
1185318971651821568_twitter,shout out to my niggers who cant tell the difference between austria and australia,None,14
5598155_gab,it is absolutely shameful what merkel has done to germany the poor women and young girls being attacked in the streets i do not understand why someone militia has not risen to say you will not rape my wife and or my children this is where i make my stand,None,50
1178761536581578758_twitter,it okay to be white auspol,None,6
9248353_gab,as to the moslems do your homework there are no moderate adherents of islam and its shariah law the only good moslem is an apostate,None,25
1178923007374319616_twitter,i told my mom ima turn gay and she said na youre too much of a hoe you love these women like i love food 😂 😭,None,27
1183307026950168576_twitter,<user> <user> are you muslim,None,5
1178833423965683712_twitter,<user> self isolated homosexual sun pub type moon the war queer rising,None,12
1179096908804935680_twitter,it does not have to be about the holocaust tho and we can write letters to people expressing concern about genocide or just overall oppression it would be super helpful if you guys could comment some things i could write about and or some people i could write to,None,49
1179094257245851649_twitter,<user> madrid are being raped in a certain chop bar called club brugge 🤷 🏽 ‍ ♂,None,17
1178167876303360001_twitter,good evening i am a dyke,None,6
16583591_gab,qanon maga fakenews popefrancis administers final rites at cardinal law funeral as abuse victims speak out law resigned in disgrace as archbishop of boston in <number> after revelations that he covered up for dozens of priests who raped children,None,39
1112012893472673792_twitter,<user> gt they can not love you gt implying 3 d women are capable of love either,None,17
1178672292127223809_twitter,<user> i think a lot of racism comes from confusion about labels and terms when i studied photography my tutor made it clear to me to refer to his skin colour as black in a room full of white students,None,40
1178739085378293760_twitter,i called don jr an unsavory name and had my account with 7 k followers permanently suspended for targeted harassment of a protected class so now white male billionaire fail sons are a protected class fml,None,36
1172130511193436166_twitter,<user> how bored they all look,None,6
1178693749767098369_twitter,<user> <user> <user> where your source i still have not seen any proof of the high levels of trans women who get raped in male prisons,None,26
1178715933357019137_twitter,<user> jim sonny dykes sounds like a great vacation destination for lesbians we d love to hear more about it sincerely the wnba,None,23
1084745203095879680_twitter,finally nepal women beat uae by <number> wickets congratulations nepalichelis,None,10
1178920223216459776_twitter,what a baby 😍 for example whatever go kill yourself said …,None,12
1179088644159787014_twitter,<user> saying that queen was a mix of queer and spleen was simply an insult i was mocking you for mocking my name,None,23
1178905462902870016_twitter,<user> then why are the other muslim women threatened or punished if not wearing hijab is it to force them to make feminist statements,None,24
1179012978445713411_twitter,<user> i am assuming that in this time period the distinction between queer as opposed to homosexual or bisexual was that they were gay when surrounded by only other same sex people,None,32
1179093930551328768_twitter,<user> a hindu refugee is different from a muslim refugee because a hindu looks at india as his saviour the only majority hindu country in the world where as there are umpteen muslim and christian countries in the world for a muslim,None,42
1179041140756111365_twitter,<user> daniel did you dress up as arabs and bomb king david hotel you can distract me with corbyn afterwards it understandable that you want corbyn <user> to support terrorist israel that has created <number> <number> palestinian refugees bombed syrians,None,40
1106572746987843585_twitter,to all my muslim homies stay blessed today <number> real,None,10
1179095095225851904_twitter,in a cheap suit and professor of picking friends i am north and west citizen and refugee,None,17
19531555_gab,pagan christian orthodox feminist nazi russian communism,None,7
18202714_gab,youth homicide almost all black on black to the point they have a police squad dedicated to it called trident the same with youth violence blacks,None,26
1179105169050615809_twitter,<user> um every skinny white boy with dark hair and sleep deprivation 😓 😓,None,14
1181254867228250112_twitter,weed guys the most emotional niggas ever,None,7
1178882798142312448_twitter,i have been making it a point to read more stories with lesbians other queer protagonists because i still experience random gay guilt as i am recovering from years of family conservative christianity it very validating healing to read stories that reflect your existence,None,44
1178854695848337408_twitter,<user> why do not you talk about channon christian and christopher newsome white kids carjacked raped tortured then murdered by <number> blacks in tenntheir case did not even make national news had they been black and their killers white there would have been outrage,None,44
1179054544531197952_twitter,<user> we all are but that is our lot in life part of white privilege to be constantly falsely accused berated by blacks liberals,None,24
1179104929941618688_twitter,it not abuse some gamers may be harassing the companies and some may have valid arguments as long as they dont harass abuse is a form of harassment and none of it is acceptable,None,34
23106863_gab,shallnotcensor legislation would have prevented this from ever happening paul nehlen proposal would have saved lives censorship kills we need to take away the left ability to cause violence through oppressive soviet style censorship by the megacorporate monopolies they control,None,40
24725915_gab,put some signs up at the airport to warn people from normal states where we only worry about gang violence killing us,None,22
13410537_gab,he a moslem attorney advocating sharia law for sex abuse cases and claims to be a women rights defender translation women will need <number> men or <number> women as witnesses lgbt do not bother they will kill you punishments range from imprisonment caning stoning to death and beheading of women,None,50
1145961984325799936_twitter,hmhmhm now i can not pay off rent for a few more months mumbling to himself he d toss a shiny jewel into the air before catching it,None,28
1186076005787717633_twitter,these niggas ungrateful,None,3
18735332_gab,picaninny lol word of the year <number> so far,None,9
1179081123659337728_twitter,white students allegedly pin down black girl forcefully cut her nappy dreadlocks fake news media where is new headline mentally ill black girl lied about being attacked by white boys amari allen,None,32
1178667730150416384_twitter,in the manga lucy called plue key white doggy instead of nikora the canis minor pun bot,None,17
1273392959346655237_twitter,so are we bitchee ’ or chickee ’ <user>,None,9
1174346630432198657_twitter,hey vapeshops if you carry the jewel go ahead and throw it in the dumpster and stop supporting the company that supports vaping bans,None,24
1178900204776497153_twitter,<user> <user> that how institutional racism with help from police state and white supremacy system is operating,None,17
10151691_gab,would rather have terrorism over not being able to boycott an allied country this talking point must be important because he repeats it but i can not make out what on earth it supposed to mean if you do not buy stuff from jews they will fake arabs taking down more nyc landmarks,None,53
3077122_gab,racist is not a guy who screams paki at me he ignorant real racist asks smilingly where r u fm originally then makes policy 2 stop u,None,27
1275099420309118980_twitter,arat tagaytay now 😣,None,4
1179000713445142534_twitter,if muslims protests against citizenship amendment they will be accused of protecting illegal bangladeshis they will be branded as people opposing bill that gives citizenship to hindu refugees why not you protest against citizenship amendment and say naturalize muslim refugees,None,40
1181283279476912129_twitter,joaquin phoenix performance in joker is what marvel fan think robert downey jr performance in endgame was,None,17
22569828_gab,nothing in this photo violates any laws however i do see you reposting advocacy of violence in your timeline so i am going to chalk it up as you being another fed,None,32
1103169996195352576_twitter,shoutout to all the selfless young women that used to show us they titties on oovoo back in the day you are appreciated,None,23
1184949747087499264_twitter,sesso gratis mature sexy celeb feet free big movies lokal saxy video white halter bikini top,None,16
1171026352310542336_twitter,events of karbala are for every muslim to mourn and not only shias,None,13
1178863684636069894_twitter,if you want a picture of the future imagine a voice squatting on a refugee dream — ocassionally,None,18
1178910299119730688_twitter,<user> false headline hillary clinton sexual assault allegations are less important than democrats winning in <number> she never said that <user> begins w a false premise clinton found it politically useful to hype up the myth that women everywhere were being raped and abused,None,44
1180840067348205571_twitter,<user> milky spores we think we have moles and the milky spores will kill their food source grubs,None,18
1179105016797372423_twitter,<user> social justice that cute cause that is not what that verse is about at all nowhere there does it say shame all white cisgendered men scripture does say there is therefore no male nor female jew or gentile therefore your criticism while valued is invalid,None,46
1179090182706024448_twitter,i have said to this to an extent before but i wanna be clear on my stance if you are not cisgender heteroromantic and heterosexual and wish to identify as queer i say you can period,None,36
1178736435647700994_twitter,white men and black men would be amazing allies if white men did not have their superiority complex that did not include bm cause bm definitely have their superiority complex over women and queer people in their community you all should be one big intolerant violent group,None,47
1018691_gab,<user> hopefully any and all moslem run countries,None,8
1181247472674508804_twitter,<user> i stand by refugees,None,5
1253650194270486530_twitter,<user> ramadan kareem to all the muslim fans,None,8
14738353_gab,this statement is one of the oft repeated lies on this site why because it rightly shines a spotlight on the impact of street and ghetto crime on society while ignoring the far greater impact of corruption and white collar crimes sure no bullet is fired in those <number>,None,49
1177712263026884608_twitter,i wonder how many tiny home enthusiasts still call poor people living in mobile homes trailer trash while missing the irony completely 🤔,None,23
1100187292847820800_twitter,“ gay rights ” danielle rose russell,None,7
1178804705436168192_twitter,<user> i have never had it lmao 👀 glad i did not,None,12
1179054828078686209_twitter,<user> no they will be not india has islamic pakistan on one side and islamic bangladesh on the other moreover <number> declared islamic countries world over why would india take muslim refugees and illegal immigrants from these islamic countries why give a logical answer,None,44
1179074607015444489_twitter,<user> <user> jani look after baar afghan where <number> women were raped by us soldiers,None,15
1089638785648914434_twitter,all of these niggas is average,None,6
1179006899112558592_twitter,<user> <user> <user> that right <number> call them deplorables they will be shamed into not voting failure <number> call them racists they will be shamed into not voting failure <number> call them white supremacists and say trump is going to be impeached gee i wonder what will happen,None,48
1097116575352598529_twitter,<user> are they illegal immigrants,None,5
1178976991988654082_twitter,i have got a plan let us kill all the zombies sound good,None,13
1178859117261283328_twitter,not having my own place yet is so ghetto,None,9
1178985321029083137_twitter,the dog ate my homework i did not do it everyone lying but me he started it she is not good lookin enough to rape presidency,None,26
1172328099188330497_twitter,we must secure the existence of vape pens and a future for white vape clouds,None,15
1178996968170893312_twitter,<user> <user> <user> why is it that women women get raped they are blamed blamed because of what they wear men get paid more then women men get away with rape and become president,None,34
1179047465502363648_twitter,<user> <user> <user> many were hidden for over <number> years like the rochdale girls over <number> children raped by muslim paedophiles in one town alone whilst muslim women stayed quiet,None,30
1178842370181234693_twitter,<user> trump should tell them to go back to where they come from but we know he will not 🤷 🏿 ‍ ♀️ he only says it to brown people,None,30
8822625_gab,ive never understood it everty moslem should have been expelled by <number> <number>,None,13
1178896136511336454_twitter,<user> listen to all them white people clap i bet they clap when they plane land too lmao,None,18
1179096367496679426_twitter,<user> kill yourself lol,None,4
1178553278935617538_twitter,windhoek desert experience or the serengeti wild life none african countries are homophobic af unless there a queer couple who been to both and can attest to the treatment then those places shall be skipped until until,None,37
1088035592611328001_twitter,whoever put forward dylan minnette jacob elordi as possible actors to play john ambrose better have been joking,None,18
14378939_gab,yesterday <number> theresa may wax figure <number> beijing china young fashion model <number> los angeles usa my favorite illuminati mudshark really katy perry performs <number> krasnoyarsk russia,None,27
1179054092917731328_twitter,<user> yes you are right they were killed raped and removed by ghosts liar,None,14
22297589_gab,wondering if you have good tastes in women,None,8
9842531_gab,i disagree before the british started to hire arab mercenaries to attack jewish villages arabs and jews got along fairly well jews fought in saladin army and modern kurds are mostly friendly with jews in the roman times the idumeans fought alongside the jewish anti roman militia,None,47
1179034605770424320_twitter,you can now be fined up to a quarter of a million dollars for calling someone an illegal alien in nyc i understand discouraging harassment but fining someone for name calling really gives against the first amendment,None,37
1089831597774274567_twitter,but i am a dog so you know we did not last gotta keep <number> bitches in out the bachelor pad,None,21
8847756_gab,the copenhagen moslem attacker of a cartoonist party shot over <number> rounds only killing one not the cartoonist but breivik only needed <number> rounds to kill <number>,None,27
1142521270925451264_twitter,atop the mountain dorothy needs to escape from phoebe or they will be sent to the clown dimension,None,18
1171840147924480000_twitter,uu niggas is to friendly now a days 🥴,None,9
1178696407173287936_twitter,if you came to the us as a refugee give us a call at <phone> how does the reduction in the number of refugee resettlement make you feel,None,28
11705359_gab,this is very true also the reason asians get the asian fever after drinking,None,14
12758693_gab,i mean i consider myself white and greek and polish and jewish just explaining that guy tweet i think my opinion is what most jews believe although i guess i can not be <number> positive,None,35
4497929_gab,us suspends refugee resettlement interviews pending action from trump <url>,None,10
1178759551174270976_twitter,in need of creativity and hook nose left our most creative player out of the squad,None,16
1179021226246692864_twitter,<user> why do not muslim countries accept them as refugee,None,10
1179064141832691717_twitter,<user> go tell any southern racist redneck he actually a democrat and see what happens i dare you,None,18
1178633352934383618_twitter,<user> you will have boys get raped at school at ohio state university why have not you can dim donald trump comment about civil war,None,25
1178397827703201793_twitter,i might stream we know the devil,None,7
1179099879580356608_twitter,<user> <user> <user> they are all over the place so you will walk past one on the way to your connecting gate over the years the actual target agency has changed but it always one of the orgs that helps refugee kids or other at risk children,None,47
14834348_gab,according to the nrk police figures from olso reveal that over the past three years they have investigated a total of <number> cases of rape in that city all of these assaults reports nrk were carried out by non western immigrants to norway,None,43
22719191_gab,do not know if its the same one but earlier today they did a report where they interviewed a moslem woman in a hijab who said white men had groomed her son because they were selling him drugs,None,38
1179033812195368965_twitter,<user> this is racist act against moslem <user> <user>,None,9
23224258_gab,we will not build a wall around the countless refugees looking to flee christian persecution and seek economic advantages,None,19
1179057119401672704_twitter,<user> fellas is it gay,None,5
1179004009778073600_twitter,resettlement 4 singlerefugees helprefugeesinindonesia we did not choose to be refugee forever the situation make us to be refugee but unhcr in indonesia make us feel hopeless and disappointed cause unhcr in indonesia separate and pushing us down cause of being single here <user>,None,44
13462165_gab,but they added the bodies studied were well fed and had adequate nutrition the violence may be the result of rituals associated with food and water productions the researchers wrote,None,30
1188568940697526272_twitter,credits to andrew rose kcon rookies la clip and vantablack <number> <number> <number> and <number> fancams on youtube,None,18
1225602258441773057_twitter,<user> katniss was lesbian let ’ be honest,None,8
1178603908618473473_twitter,<user> police will not help you when violence happens under swedish model if you are raped or hurt they say that normal you should just leave sexwork so we can not go to the police for help she says choking back tears we have less money more violence and more health problems,None,52
2945737_gab,there a special place in my heart for tall women who wear high heels and have good posture in fact i married one,None,23
20611837_gab,exactly so just more moslem appeasement sating the beast in the uk,None,12
1180148074317938689_twitter,joaquin phoenix executed the role of the joker perfectly that was an excellent movie def go see it,None,18
1178750146995089408_twitter,non lesbians out here throwing around the word dyke more than some of us actual lesbians the humiliation,None,18
1238911938488340483_twitter,<user> embrace islam and escape the ocean of darkness youre living in,None,12
23004524_gab,<user> howdy elvis im mat and in nm thought i d just follow and say gook morning,None,17
1178751553483739141_twitter,<user> why did 3 v3 rep get raped l,None,9
1143734330742779904_twitter,lmao anelys slow she said she did not wanna wear black to el jaripeo bc she does not wanna her hot,None,21
12963464_gab,even more things nobody told me how free were blacks in the northern us in colonial times northern freemen like slaves were required to carry passes when traveling in some places and they were forbidden to own property in others,None,40
10798270_gab,gab might be a honey pot to get great overview of alt right community map its networks and then to hack them right wing bias here is astonishing it not freedom of speech here but a refugee for twitter exiles,None,40
1179072662552768512_twitter,raw tag team rhoode ziggler thrown together us aj keeps destroying cedric thanks vince -_- sd tag revival raw team but will probably drafted to sd ic nakamura nothing women bayley nothing all women tag bliss cross they keep losing to bayley sasha <number> complete joke,None,46
1178920191524102146_twitter,<user> they r no longer getting away with doing whatever under guise of boys will be boys or white privilege they cannot bully demand grab etc or make everyone else work while they sit in lazy boy chair this white me too witness to domestic racial violence says enough is enough,None,51
1199917198900387840_twitter,<user> i ’ m howling at the dirty jewelry,None,9
8776757_gab,all the joys islam is bringing to us,None,8
1179074456225894400_twitter,<user> i drove all white model <number> home yesterday kids are thrilled us too,None,14
1926042_gab,betsy mccaughey is a warrior she has been all over o care like white on rice from day one,None,19
1179105542783950848_twitter,rohingya are not indian we are one as indians no place for outsiders weather it be hindus muslims sikhs christians jews or any other religion,None,25
23280567_gab,ice raids meatpacking plant in rural tennessee <number> immigrants arrested hotpagenews com r <number>,None,14
1178926719023144960_twitter,<user> man sk smashing them white cakes,None,7
1166095784363925510_twitter,me trying to figure out what soccer stans are saying is not working i am a lesbian i cant understand none of it,None,23
14269461_gab,a day after a gunman massacred parishioners in a small texas church the air force admitted on monday that it had failed to enter the man domestic violence court martial into a federal database that could have blocked him from buying the rifle he used to kill <number> people,None,49
1179064927949996033_twitter,<user> they all look uncomfortable,None,5
1272627280767041538_twitter,<user> so did the nazis,None,5
1162419187496738816_twitter,disregard women and acquire currency,None,5
1179087477375676416_twitter,literally i just got scammed by my mum she told me she will prepare fried rice and chicken if i come back from school just at me am here eating white rice and stew 😓 😅 happy independence to you all african mum nigeria independence,None,45
1178963188441739264_twitter,men have had these conversations with countless women but they never learn because they have not listened to the labor of those women they have not changed after being asked again and again,None,33
1179080502386548736_twitter,<user> we were all dykes just confused dykes,None,8
1228718240437866496_twitter,solating den some random kid steps ok sejadah with shoes 😔 ✊ 🏻 feelsbadman,None,14
1178839677127798789_twitter,<user> confused on why the song about being raped by hybrid creatures is on the soundtrack,None,16
1179078851235856385_twitter,socialjustice shs im shocked to see that there was a film back in the day showing a women would rather kill herself than get raped by a black man implying black men are rapist absurd 😠 😠 😠,None,38
1179072840211013632_twitter,<user> there several countries that take in refugees while unemployment and poverty are very high we should not take in any illegal immigrants right now,None,25
1178562125117173760_twitter,you are a lady uyasebenta and independent you drive a nice car you own a nice apartment you are beautiful and fun but every weekend you wake up with a different guy in bed cry and claim you were raped you do not even remember having sex with them wtf yini lenkinga i am lost,None,55
1179099533969485824_twitter,<user> <user> it still a thing it just very white trashy when it happens,None,14
1200151913854951424_twitter,framing thanksgiving as solely a day of gratitude and family while completely erasing the pain native americans feel today is violence,None,21
1206790473668595714_twitter,swirl in the white evening sun,None,6
1179085774526042113_twitter,<user> <number> years there was a belgian pedophilia who went to jail with his wife his partner in crime idk if it the right word bc kidnapped <number> girls raped and let them die in his cellar and his partner in crime is now free,None,45
1179085305086910464_twitter,<user> translated directly blackfoots means white algerian descendants of immigrants,None,10
10415867_gab,even queers like beers international beer day,None,7
1179041200063549443_twitter,men complain about women when we kindly reject them and then ya wonder why nobody is nice no more lol,None,20
1178824064107978752_twitter,<user> <user> he totally indifferent to me i just like that he black and gay,None,15
1178931084727218176_twitter,<user> and about kashmir did kashmir wasn t locked down by jihadi after burhan wani death for six month now they have problem because kashmiri are muslim they have not problem when <number> kashmiri pandits were kicked out of kashmir by those radicals,None,43
1178874580217278464_twitter,reminder that about <number> out of <number> undocumented immigrants in the us are from places other than central america around <number> of that <percent> are white yet the majority of ice detainees are latinx so do not try to say this is not about race,None,45
1178314689626955776_twitter,<user> <user> <user> <user> <user> <user> a vote for max is a vote for the white christian 1 9 5 0 and no one is going back there try as you may you have already failed,None,36
1178682290408431617_twitter,<user> <user> they are all white too,None,7
25594374_gab,how many islam political ideology followers are also animal activists,None,10
1178505924438364160_twitter,maybe it just the tacky emo redneck lesbian in me but hongjoongs hair is cool and good i think,None,19
1179100981658828801_twitter,<user> good one kyle he has depression and it his birthday month reporting you for targeted harassment,None,17
24139625_gab,so answer my question should a woman or women who are the object of <user> abusive posts be able to downvote him or should they just silently take it,None,29
11248377_gab,escape from the ghetto of grievance culture and permanent victimhood take the green pill and croak your free speech on gab,None,21
1179002091555164160_twitter,explain judeo christian history of previous english kings of christian faith also past jewish kings holding woman as man property how to protect some woman from rape laws of nature allow man to rape women do not molest a man wife like not to molest his horse,None,47
