post_id,text,surface_cue,token_length
1179066466081083393_twitter,when young thug said my bitch a virgo but she actin like a pisces i became a horoscope slut,Strong (Profanity),19
1179084736037302272_twitter,<user> 😂 😂 😂 😂 i took one from this white dude and i had one of my own ion use em no more since niggas been dying and shit,Strong (Profanity),30
1178503603088019456_twitter,tw rape and violence one of my mom best friends in highschool liked to say fuck em all they are just a bunch of lesbian bootfuckers when he hated people she told me that to my face as a kid did she know lesbians were being beaten and raped for existing,Strong (Profanity),51
1109106538579296256_twitter,hey john what guchhi mah nigger,Strong (Profanity),6
19011232_gab,civilized lol and now the pakis are on british soil just returning the favor good job ain t karma a bitch,Strong (Profanity),21
1178908372483002369_twitter,the white boys in my class be making fun of the lgbt and be saying shit like my name is jai i am an african american pansexual queer please use my pronouns ze zey zen thank you like we get it bradley ur a trump supporter move along,Strong (Profanity),48
1178771954796568577_twitter,working after someone who slacks is a fucking pain been at one store for over 6 hrs do ya job nigga,Strong (Profanity),21
1275269683772522496_twitter,imma bad bitch u can ’ t kill me,Strong (Profanity),9
1179071484385472518_twitter,<user> <user> <user> <user> <user> oh this is just wendy theme she did this shit at the beginning of september over the diy rape kits as well she doubles down instead of listening to rape survivors,Strong (Profanity),36
1178850696172584961_twitter,<user> <number> is a fucking simulation shshsjsjsk i cant make this shit up,Strong (Profanity),13
1178723913016184833_twitter,a white man callin me brotha is way more offensive than them just callin me a nigger,Strong (Profanity),17
1179080143211503616_twitter,<user> girl she murdered that man and did not care cuz she a white supremacist along with all her cop friends they really tried it like that bitch murdered him in his home aint no stand your ground 😤,Strong (Profanity),39
1179053588372434950_twitter,<user> if you are reading this you are a faggot i am just memeing and a bit bored,Strong (Profanity),18
1178810388332388353_twitter,at least you got the candy on stage oh no you did not <user> is a fucking savage,Strong (Profanity),18
1179096756765822978_twitter,dwg courtois is a fucking disgrace,Strong (Profanity),6
1178781190972559360_twitter,so you are gonna be loud on ig about rapists and stick up for women yet you have raped and abused multiple women including myself and told your mrs i am just your crazy ex and that why i hate you pick a fucken side you sick fuck,Strong (Profanity),48
1178889981194047489_twitter,free that nigga meech cause he the hood hero,Strong (Profanity),9
1206439074879414272_twitter,<user> <user> there is a reason some states are majority retard and if given the choice they would build farms or malls over them,Strong (Profanity),24
1172231501657923586_twitter,i hate you so much right now for bringing that damn bacteria back to the tl <user> literally looks like a bottled yeast infection,Strong (Profanity),24
1179048964039069703_twitter,me being a faggot on campus,Strong (Profanity),6
1160724403472089088_twitter,louis said i am only here to collect my award and get the fuck out of these premios tvynovelas usa edition bye hoes i love you all 💋,Strong (Profanity),28
1178130240796794881_twitter,ayer me tome una foto bien pedo y woaw i am that bitch,Strong (Profanity),13
1172195753617285120_twitter,depressions a big ol bitch,Strong (Profanity),5
1178881031136403456_twitter,lrt the loud white dude is a fucking fed right like no fucking question,Strong (Profanity),14
1178897834881499136_twitter,sad nigga hours,Strong (Profanity),3
1178839652494712832_twitter,<number> forward <number> back a nigga can not catch a damn break,Strong (Profanity),12
1178874779127951361_twitter,<user> never said <number> but it like <number> or more which is a fucking lot learn what redlining is and i will show you some fucked up shit they have done that still affects us like does nobody ask why these wealthy suburbs are majority white,Strong (Profanity),46
1118565994363015177_twitter,high school relationships are like leeches they suck the life out of you datings gay,Strong (Profanity),15
1218608923415957504_twitter,damn you insomnia i hate you sm,Strong (Profanity),7
16470189_gab,words with friends scrabble still uses dyke as a word and rejects fag both have alternate meanings the homos at words with friends dictionary must all be gay i mean dyke as a dam and fag as a cig the hypocrisy in the media and inet is unbelievableableable,Strong (Profanity),48
1179014561917280259_twitter,she also asked if i find them attractive and bitch i choked and was like uf yeah damn omg yes yeah my fangirl jumped out at that moment and she didnt understand and was like they all look the same yes ofc karen,Strong (Profanity),43
1178825670849388546_twitter,i am white and i get called nigger on xbox and that shit still pisses me off lmfao,Strong (Profanity),18
1178893441687678976_twitter,ok so rolling loud was fun all but who ever invented mosh pits i fucking hate you damaged,Strong (Profanity),18
1178799194309611521_twitter,<user> <user> <user> no one raped anyone wishing violence is not the same as threatening violence like you are trying to do i wish you d leave me alone oh shit did i just advocate for violence,Strong (Profanity),37
1178853653618331648_twitter,i swear them white claws put me in a good ass mood make me love everybody 😂 😂,Strong (Profanity),18
1196519101302235136_twitter,<user> i fucking hate this shit it ’ a cellphone picure from a screen lol,Strong (Profanity),15
1178993844668555264_twitter,fuck you too soundwave,Strong (Profanity),4
1179104137671254017_twitter,<user> <user> damn you would have thought there would have been at least one white person in these mug shots lol,Strong (Profanity),21
324N5FAHSXCKZ5OS68BGDFK3SBPKV0_nf_3,we have been much better than brugge we have had more chances and we have controlled the game the two chances they had they scored cuz courtois is a fucking bum,Strong (Profanity),31
1178674968479047680_twitter,<user> i hope you are never kidnapped raped in a horrible accident because that cop that you were a dumb bitch to is exactly who you are gonna need to save you,Strong (Profanity),32
1178804831424778242_twitter,i promise you i will not let another nigga know shit about me ever again this nigga really throwing when i got raped in my face because it do not make sense to him get raped and see if it make sense to you too,Strong (Profanity),45
1178383008925138945_twitter,i am serious watching josh allen risk it all out there makes me wanna day fuck you all niggers too,Strong (Profanity),20
1179002132768477187_twitter,fuck school too if i blow up i am out this hoe tf,Strong (Profanity),13
1178858305751584768_twitter,my boyfriend is a fucking sweetheart,Strong (Profanity),6
27829735_gab,you muted my bitch ass,Strong (Profanity),5
1179001510371434496_twitter,<user> i fucking hate you all,Strong (Profanity),6
1179085658222141446_twitter,i have said it before and i will say it again kc queer community small as hell,Strong (Profanity),17
22977810_gab,i do not even know where to start with this dumb statement the f35 program was going on during his presidency and queers and transgender people have more heart and courage than trump apparently he dodged the draft,Strong (Profanity),38
1179089948865126407_twitter,tarique is a fucking idiot,Strong (Profanity),5
1178662127797723136_twitter,nigga just do not wanna google jim jones hahaha let that corrolate with that kanye cult 😂 😂 🤣 🤣 🤣,Strong (Profanity),21
1179046594982727680_twitter,i was gonna wear a sparkly slutty dress today but it all cold and shitty out and i am a lil bitch when it comes to cold days,Strong (Profanity),28
1139081664821432322_twitter,hsh said seunghyun got her into drugs but her ass was already dealing them back in <number> literallt the dumbest bitch,Strong (Profanity),21
1178908499054649345_twitter,<user> and you reference an ancient white mans fairytale so stupid even children see thru it with the questions they ask until every slave pimping adult in the room says no jimmy you are a mormon moslem or methodist forever inherited iron age idiocy you are an ignorant pawn ouch,Strong (Profanity),50
1179099015855652865_twitter,why is it that every time we catch a white person shouting nigger with hate they all of a sudden want to cry and act like they did not know better you weren t crying when you were shouting it now were you blanche,Strong (Profanity),44
1178803209999020032_twitter,if you drive under the speed limit especially in the fast lane know i genuinely fucking hate you,Strong (Profanity),18
1179086535360163841_twitter,and honestly i can not help but feel like if this was a white kid he would have been out on house arrest or some shit,Strong (Profanity),26
1179084652637802496_twitter,so am i really fucking up or does my mom just shout at me because i am gay and she still can not get over it,Strong (Profanity),26
1179097620150652929_twitter,<user> i identify him as a fuck penguin so this is a fucking naked penguin photo,Strong (Profanity),16
1178825959241342976_twitter,<user> <user> red i fucking hate you for retweeting this,Strong (Profanity),10
1178571617254940672_twitter,fuckin with the same sex they say it a sin huh but i am a dyke and she a fem it a synonym ooh puttin m ms in the bitch then i go and buy a pack of m ms nigga let us get it <user>,Strong (Profanity),46
1142462181558145024_twitter,had a dream my lyft was trying to kidnap me i beat that bitch ass and stole the car,Strong (Profanity),19
1179092356047540225_twitter,me fuck capitalism disney can choke why can not they stop capitalising off nostalgia and invest in small creators with fresh ideas and talent instead disney we might be developing a percy jackson show me i am always a slut for monopolies,Strong (Profanity),42
1179067658391695360_twitter,<user> i went to see her in black ass baltimore and it was all white,Strong (Profanity),15
1177463940185374720_twitter,also wtf did rosho sing abt violence in school and him not rly giving a damn about it lmao wtf drop,Strong (Profanity),21
1178852262518706176_twitter,<user> <user> let me tell you something to stupid toad you want to talk about racism let us talk about the case of channon christian and christopher newsom in tennessee two white kids carjacked both raped tortured and murdered by <number> blacks it did not even make national news,Strong (Profanity),49
1178939529849270272_twitter,<user> if bernie is sexist because he does not support warren then you and warren are anti semite for not supporting him he does not need to suck up to <percent> taking money from mega military industry corporate full of white men to run women campaigns feel the bern real progressive,Strong (Profanity),51
1178707071895773185_twitter,2 k do not put out patch notes and you niggers got dial up internet so it ll be damn near <time> before we know what was changed,Strong (Profanity),28
1081036289082884101_twitter,cops just have to search his crib if they find his pantry full of fruit roll ups gushers and capri sun take that nigga to jail,Strong (Profanity),26
1117382701521227776_twitter,<user> i was raped <date> april ain t shit lol cancelapril,Strong (Profanity),11
1179101794955382785_twitter,todd phillips i have run out of context and content for comedic films i will just blame woke and sjw for my diminishing creative talents fuck todd phillips and if you can not laugh as my friend <user> puts it fuck you too,Strong (Profanity),43
1179101291399847936_twitter,she say bre you fine i am like bitch break ya back for a stack hoe 🥶,Strong (Profanity),17
1177939592005206016_twitter,i look like a dyke in so many of my old facebook photos lmao shit crazy,Strong (Profanity),16
1179089392029327360_twitter,arabella sending wedding cake slices to anny and sarah with a message saying in remembrance of good advice she really is that bitch i love it,Strong (Profanity),26
1186022851352186885_twitter,if a man expects a women to be an angel in his life he must first create heaven for her angels do not live in hell,Strong (Profanity),26
1179105547573837824_twitter,yeah destiny dana and becky all know their exes because you all run in the same damn circle bitch stop i love how she is always behind on her own damn life like we been knew we knew so much we even fucking know that dana dad is a fucking predator,Strong (Profanity),51
1179099013724999682_twitter,the only slut is the one who ain t raised him right simple as that she must of been too occupied on her men to rise him right 🤔,Strong (Profanity),29
1104900008212606979_twitter,<number> problems but a nigga ain t one,Strong (Profanity),8
1179080129022222337_twitter,i joined a queer asians fb group thinking it d be like sat where it lighthearted memes but instead it just that constant lol i am gonna be forever alone bc i am a depressed piece of garbage type of shit and i am like huh i really can not stomach that anymore,Strong (Profanity),53
16043434_gab,well it d be nice to terraform mars or the moon to live there and just pray the liberals do not follow us so they can create another unorganized chaotic ghetto shit world like what they have done to this one,Strong (Profanity),41
1178744388618510337_twitter,yall keep saying men are trash bitches ain t shit white people racist black people ghetto when you know literally <percent> of the world,Strong (Profanity),24
21092381_gab,when i see usernames like jill kews or people posting pictures of violence against black civil rights marchers on here i know they are neo bolshevicks here to piss in the well that is and will continue to be a problem with rightist spaces,Strong (Profanity),44
1178881335169081344_twitter,i fucking hate gemini 😂 that it that the tweet,Strong (Profanity),10
1189161444853665792_twitter,jeremy corbyn launches his operation barbarossa the fucking clown shoe,Strong (Profanity),10
1187846220179484674_twitter,niggas get a lil bit of pussy,Strong (Profanity),7
1178851410903027720_twitter,ion know what you heardbion run from no nigga,Strong (Profanity),9
1178833551766241280_twitter,<user> i fucking hate you 😭 cause why say that lol,Strong (Profanity),11
1179105117565575171_twitter,<user> <user> bro need to clean that white ass tongue 😭 😭 😭,Strong (Profanity),13
1180794675000696838_twitter,jongin no homo but you are cute kyungsoo no homo but your dick was in my ass last night,Strong (Profanity),19
1174753750570995714_twitter,and will do it again like nigga backwards,Strong (Profanity),8
1178911934139322369_twitter,<user> i fucking hate you lmaoo i ll take your word for it tho i will make sure to never skip the intro in the name of joe,Strong (Profanity),28
1178972192563814400_twitter,hwo come tjat every korean child i meet is just better than me like this chjnk makin food for all of us and watching a sitcom that still plays laugh tracks im retarded and faggot and my parents are gon try n avoid to topic of me kn conbversation fax,Strong (Profanity),50
1179010070505545728_twitter,i be getting nervous for nothing im that bitch period,Strong (Profanity),10
1178867155049295872_twitter,my favorite <user> album is electric circus yeah fuck you too,Strong (Profanity),11
1162943517464965120_twitter,nate diaz nigga stockton <number> motherfucker wut wut,Strong (Profanity),8
1179053960268779520_twitter,nigger please you do not have the first clue about anyting other than what white people tell you the same people that think you are a joke and uneducated house negro have you taken a moment to listen to yourself you are a shitass on top of that,Strong (Profanity),48
1178858697600012288_twitter,do not let trump off the hook by saying he mental off his rx retarded suffers a mental illness etc all that trump his merry monkeys do is selective stupidity it a choice saying he has a mental illness gives him cover it a copout he is choosing this destruction,Strong (Profanity),50
19067466_gab,chris was mad at the paki christian piccalioni i want to hear his shit however <user> ‍ is willing to have him on his show and i am willing to co host see what this guy has to say hit us up piccalioni,Strong (Profanity),43
1177410989118984193_twitter,<user> fucking dumb ass trailer trash jewels i could count the bitches teeth from <number> ft away,Strong (Profanity),17
1178692322541760512_twitter,unplugging someone from the cdjs to call them white is fucking epic,Strong (Profanity),12
20027579_gab,anyone who shouts nigger is a fkn wanker with little vocabulary or wit to have an adult conversation and or insult someone with any intelligence,Strong (Profanity),25
1178895239840329728_twitter,<user> <user> <user> i am sure they think fuck you too one fake fan gone if that how you feel,Strong (Profanity),20
1179013103327072257_twitter,<user> or queer it ll be something like that if it had been racism they d have been all over it like a slut on a dick,Strong (Profanity),27
1178502286047350784_twitter,<user> marx teaches dumb kids that they are the smartest in the room and to kill all the older people that disagree also they were white so they must be walking while racist 😐 😐 😐 😐,Strong (Profanity),37
1109850855585517568_twitter,<user> cause she aint dumb she know he been hoein around with naruto cousin karin and jugo,Strong (Profanity),17
1143718593705783302_twitter,never cared about what another bitch got going on,Strong (Profanity),9
1179030162110730240_twitter,wasn t i stupid to think that a relationship would give me some form of relief you are not giving what i seek n i am shutting down already i am not going to pursue or chase cus that not what a women does,Strong (Profanity),44
1178542855461249024_twitter,i am not even gay but dick is dick,Strong (Profanity),9
1081912789596172288_twitter,jungkook need no inkigayo sandwich his wingman jimin and hobi will do the job for him while embarassing his ass,Strong (Profanity),20
1179047238208802823_twitter,fuck <user> it seriously so lame here my guns pics and my bbq grill said the maga hat wearing redneck via fb post who gives a shit about facebook anymore,Strong (Profanity),30
1081955588282765313_twitter,made a joke to my gf about stealing fancy jewelry for my wife and she about lost her shit all her gay marbles,Strong (Profanity),23
1178671130862858241_twitter,<user> just be thankful someone bullied you in boston but in fact did not call you a faggot,Strong (Profanity),18
1179066191597441024_twitter,carson you dumb fucking bitch give me a hug i hate you,Strong (Profanity),12
1178975295023407105_twitter,<user> that pic was months ago i hve shit skin now dont ask me for tips hh i cannot help you,Strong (Profanity),21
1178855655341465601_twitter,<user> hilda hey sylvain i rly like you but also i kind of fucking hate you <laugh>,Strong (Profanity),17
1179044517049188352_twitter,i do not wanna be on twitter when the verdict for the white bitch who killed the black man in his own apartment is announced if it not guilty on murder charges i just can not be on here,Strong (Profanity),39
1178921677046128640_twitter,<user> girl fuck you too 😂 🖕 🗣,Strong (Profanity),8
1179035123942952964_twitter,now i say my prayers i got too many people in my head right now so many that in jail or they are dead right now one time for my nigger crag right now he in the feds damn the times change and these stupid niggers talking bout crime pays,Strong (Profanity),50
1179100560118751232_twitter,ladies and gentlemen this country of ours is indeed a shithole country what the hell is this how does an agency funded by tax payers engage in this banditos sins of saviours,Strong (Profanity),32
24489651_gab,<user> do you remember saying that nazi are very fine people i d say your wishes are absolute bullshit,Strong (Profanity),19
1179102382438912003_twitter,boris touched my thigh 2 0 yrs ago meanwhile in rochdale rotherham young girls got raped abused as labour turned a blind eye so fuck your faux outrage,Strong (Profanity),28
1174759391909859328_twitter,i love when a nigga say preciate it baby me oh you welcome daddy 😌,Strong (Profanity),15
1177933241099194368_twitter,this is anecdotal but i used to have people drive past me screaming kill yourself you emo faggot when i walked down the streets does not happen so much any more though yeah northern ireland is like exceptionally garbage when it comes to progressiveness so lol,Strong (Profanity),46
1179105028424048640_twitter,my bitch act like megan the stallion ☺️ 💃 she ghetto n nasty when she driving the boat 🤪 🍾,Strong (Profanity),20
1105741490423242752_twitter,son of a bitch the keyboard and purifier i bought sunday night got delivered yesterday to my parents house fuckers,Strong (Profanity),20
1178510172366393344_twitter,<user> white people are so damn ghetto,Strong (Profanity),7
1178841151580905473_twitter,fucking clowns the modern clown evolved from blackface and minstrel shows where theyd put on blackface and act like a dumb nigger and sing racist songs and make racist jokes the only difference clowns got is they paint the face white and made the hair brightly colored,Strong (Profanity),47
1178875372433051648_twitter,a kid in my spanish class today said i am sorry but you look so gay today but i looked like shit today in conclusion he a homophobe,Strong (Profanity),28
1177910771470274560_twitter,<user> <user> i do not know if i can ever forgive them for the episode where they said faggot wasn t homophobic or the one where one of the dad transitions into a dolphin because they are constantly parroted at lgbt folks even today,Strong (Profanity),44
1174432831784869889_twitter,and then this nigga swings at ball <number>,Strong (Profanity),8
1179054030284365825_twitter,<user> and getting a slap on the wrist wonder how it would be if a <number> year old nigga stabbed a white boy smh,Strong (Profanity),24
1166406024456282112_twitter,abbi chase really thinks she that bitch me because i am that bitch 😛,Strong (Profanity),14
1178682700447793155_twitter,last night i had an old white pilot say the mayor of chicago is a lesbian black woman all in your face sir what in the entire hell are you trying to say get the entire f*ck <censored> out of my face,Strong (Profanity),42
1179030740379373568_twitter,ah october good fucking morning you spooky gay fucks,Strong (Profanity),9
1178444478023180289_twitter,lmao the vikings suck get these niggas out of our city,Strong (Profanity),11
1178890679096872960_twitter,<user> spanish clown you could put my lily white ass as manager and i could set a better line up for old trafford,Strong (Profanity),23
1178850205564846082_twitter,nigga jay z said i am what supreme did not become niggas is not listening,Strong (Profanity),15
1161364810765918214_twitter,cause these niggas pussy and i am hard,Strong (Profanity),8
1185973949957586945_twitter,nigga who ever said white caste is good is smoking wild dick them thangs taste like hot shit,Strong (Profanity),18
1178864074928480256_twitter,<user> i do not have white ass nipples nice try,Strong (Profanity),10
1122855538428194816_twitter,show named game of thrones you all think it da game of dead niggas dumb ass niggas,Strong (Profanity),17
1084315618252328960_twitter,this nigga devin got the wisdom of solomon,Strong (Profanity),8
1179076478144630786_twitter,i always fucking hated when i saw book bonnie gifs with holland roden there technically nothing wrong with it because book bonnie a white redhead but i still hated it,Strong (Profanity),30
1179017009603993601_twitter,<user> <user> holy shit really that fucking insane so we are letting the wise guy in the white house determine who can have access to america most valuable secrets this is a fucking amazing story,Strong (Profanity),35
1178980496572895232_twitter,ph government is a fucking circus change my mind,Strong (Profanity),9
1179097808302817280_twitter,<user> <user> next time i am playing a keyboarder im takin the mf coin flip lmao gb is a fucking troll,Strong (Profanity),21
1179099306894282752_twitter,i fucking hate you but i love you i am bad at keeping my emotions bubbled you are good at being perfect i am good at being troubled,Strong (Profanity),28
1178848978626068481_twitter,i thought i was bitchy towards you because i was pmsing but turns out i really fucking hate you now,Strong (Profanity),20
1179036289313587201_twitter,another one in the news black man sitting on the couch eatting ice cream police woman come his apartment shoot him dead you can live like you white but in there eyes u still a nigger,Strong (Profanity),36
1179055306770395138_twitter,<user> bro it badass as fuck you get to give drinks take depending on what happens hole in one is everybody on course drink it honestly the most badass redneck game i have ever played,Strong (Profanity),35
1178988011738062848_twitter,<user> if you take credit for the good then take credit for the bad mass shootings white supremacy kids in cages world leaders think your a joke corruption obstruction of justice massive debt pornstars shithole countries on and on your market is smoke and mirrors bullshit,Strong (Profanity),46
1178856998202331137_twitter,<user> i fucking hate you come home tho,Strong (Profanity),8
1124354893039525888_twitter,love being a slut 😍 slut whore sex nudes horny wet cock fuck,Strong (Profanity),13
1178997066648948736_twitter,<user> what do you have t thank me for if you are serious about dyin you d better not who will take care a my mom who will be there t fill the silence i am doing what i am for you guys if you kill yourself it for nothing dumbass do not waste my effort,Strong (Profanity),56
1178846048166526976_twitter,<user> <user> <user> <user> now with you giving a reason governments try to kill people when they become hostile the people who believe in being nazi are fuck heads who walk around with torches goin on about how the white race is the best race big difference <number> <number>,Strong (Profanity),49
1084229983181115392_twitter,that nigga duckworth the greatest of all time,Strong (Profanity),8
1178513955041501184_twitter,male feminists white knights secretly think women are retarded so it makes sense to infantilize their choices,Strong (Profanity),17
1125644062722105346_twitter,deadass dropped that debit for lipgloss rn gloss bitch i am shiny,Strong (Profanity),12
24985956_gab,do not even get me started on taylor swift how many honky tonks did she work in for shit pay to develop her craft oh snap that right she just good looking for tv and can sing karaoke,Strong (Profanity),38
1178678337662836737_twitter,i miss the old queer eye where they d turn the straight guy into a slutty club gay with snake skin boots and frosted tips and instruct him go say shit like yo it fresh,Strong (Profanity),35
1170023024432693250_twitter,niggas get a knew outlook on life and think it okay to rekindle shit,Strong (Profanity),14
1179103742672674816_twitter,<user> they are retarded the do not understand if you get raped you can always put the baby up for adoption if you are unwilling to take care of the baby but they choose to ignore that they would rather kill the baby like their soul,Strong (Profanity),46
1178889594701524992_twitter,<user> rodrigue im disappointed in you son felix yeah fuck you too astra crits,Strong (Profanity),14
1178918089246806017_twitter,this goofy ass nigga wanna follow me on the gram,Strong (Profanity),10
1117128090487074819_twitter,you all think dolphins have a form of what up my nigga,Strong (Profanity),12
1178978947448676352_twitter,all the other songs on this playlist called me faggot,Strong (Profanity),10
1178918644547489792_twitter,wait i am gonna be in paris at the end of october please tell me there starbucks in paris and i can have psl like the white bitch that i am,Strong (Profanity),31
1179103712964427777_twitter,all of ya can suck my dick if it was your friend who got raped and your friends who got assaulted you would not be sitting there like what about his side yo fuck yall,Strong (Profanity),35
1179040921532260353_twitter,<user> i love u more faggot,Strong (Profanity),6
1121666365155188736_twitter,thanos so op bro like how this nigga win back to back,Strong (Profanity),12
1179101673257611264_twitter,i do not know when my white ass is going to realize that the diablo sauce from taco bell is going to fuck me up,Strong (Profanity),25
1178773745902723072_twitter,guendouzi is a fucking baller,Strong (Profanity),5
1162565308663644161_twitter,eight inch big ooh that good pipe bad bitch i ama ride the dick all night,Strong (Profanity),16
24667306_gab,it a colloquialism for cuck you rush to the defense of this bad comedian weirdo yid slut that is a laughing stock of the internet cause you are so upset over a literal gab topic,Strong (Profanity),35
1178813519921373185_twitter,im sorry i do not usually get involved but you are a disgusting human being and i fucking hate you putting other people down because of your shitty mistakes,Strong (Profanity),29
1188562053650407424_twitter,this is fucking twitter you will never see these niggas irl get over yourselves,Strong (Profanity),14
19332653_gab,rotherham is the trigger for the world whites allowing the rape of white children by paki muslims and covered up for diversity means many mps councillors police should be swinging from a rope and any fucked up media rep who refuses to see the truth,Strong (Profanity),45
1080891149424836609_twitter,if ya nigga ever say that bitch ain t yo friend you better believe him 💯 😭,Strong (Profanity),17
1184585287231590400_twitter,lock this nigga up and quickly,Strong (Profanity),6
1188989713258110977_twitter,some of you all really letting a nigga in a maga hat tell you about our lord and savior lmao go away in <number> pls,Strong (Profanity),25
1179065369094344705_twitter,<user> <user> this police spokesman white object is a fucking lier many medias captured the live situation police is killing hk people illegally kill whoever they want but still saying this is legal they are doing the right thing evil 😈 hk police force hk police is terrorist standwith hk,Strong (Profanity),50
1178339264163041280_twitter,terrorism is unlawful violence against civilians for political aims so like radical islamists killing people in the name of allah white nationalist killing people of color to maintain majority cartels killing locals to enforce law or america invading iraq on bullshit claims,Strong (Profanity),42
1177423005623967745_twitter,ion expect a blunt a deal money help nothing from a nigga just show me the same love i showed and expect shit from me like you a bitch,Strong (Profanity),29
36GJS3V78VR66OSFZSCICZHGQ9YGJ9_nf_6,anyway after that trainwreck of a post ive realised im a fucking hypocrite for calling people retarded but i still believe racism against white people is a thing so lol,Strong (Profanity),30
15542326_gab,yeah good point i should probably lay off my stealth admonishing of indians muzzies and bongos cause they might damn well film me and then it goodbye job hello self employment,Strong (Profanity),31
1179073691814125568_twitter,<user> <user> no fr like how tf do i block ppl on twitter cause this nigger always commenting on my shit and is aggravating,Strong (Profanity),24
1179067379139170306_twitter,i neva call my folks bae i be calling dey ass dawg bro all typa shit i am just not a lovey dovey ass nigga,Strong (Profanity),25
1178958293240336384_twitter,it really fucks me off the way they project all of patriarchy onto trans women as if we fucking invented gender,Strong (Profanity),21
1179093737818996737_twitter,do you know who brazy retarded ass is who jamel is who tf what his name clarence they slept in the fuckin trash yo really tf,Strong (Profanity),26
1086851431557148672_twitter,me is a weak bitch,Strong (Profanity),5
15292278_gab,who in the world would give a crap if we dropped a moab down that lardass kim jong chimney,Strong (Profanity),19
1159220745500684288_twitter,<user> i am sorry nour people suck and tay loves you,Strong (Profanity),11
1142910472984731648_twitter,obsessed w women who look mean as fuck,Strong (Profanity),8
1178906287767031808_twitter,i be having dreams that i am eating lunch at the table in between the cafeteria and gym n i start thinking nigga did not i graduate and wake up lol i be hella sad,Strong (Profanity),35
1178858991339937792_twitter,in listening how to catch a gay nigga <user> come here,Strong (Profanity),11
1178945030498607104_twitter,<user> <user> hi idiot what about ramalingam who kiled by jihadi pigs and by the way he was tamil dalit hindu,Strong (Profanity),21
1092608520648880129_twitter,o this white gurl liked chocolate dick,Strong (Profanity),7
1084632363727048704_twitter,tossing subs oki dok nigga,Strong (Profanity),5
1179054175533125632_twitter,u ask these niggas to square up and they crack jokes but i am the faggot 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭 😭,Strong (Profanity),41
1081238592968638464_twitter,set my lil brother bail at half a mill rat ass niggas,Strong (Profanity),12
1179080121271177224_twitter,yeah i am that basic bitch that listened to unknown pleasures by joy divison last night and cried,Strong (Profanity),18
1185115711481495553_twitter,i just can ’ t vibe and party with anybody ready for my bitch to be with me in november,Strong (Profanity),20
1179094892791975937_twitter,<user> thanks for admitting publicly what some of us have long known all the anti israel human rights propaganda is a bullshit cover for jihad your drive is obviously not rights it religious supremacism period you are a jihadi who gives moral cover to the violent kind,Strong (Profanity),47
1178808150344032256_twitter,why do ii hate you damn it just too many reasons,Strong (Profanity),11
1179100927342465024_twitter,i got acid in my eyes white bitch in my ride,Strong (Profanity),11
1179097275588579329_twitter,i fucking hate you you are the one that causes most of my depression and makes me wanna self harm or die,Strong (Profanity),22
1179054043056021504_twitter,happy birthday to my bad bitch <user> i may hate you but man i have never thought i would still have my bff on my side for the last something years thank you,Strong (Profanity),33
1178294845783199745_twitter,this iz fur the niguhs in the suburbs and the white kids wit nigger friends that say the n werrd 🤓,Strong (Profanity),21
1178720655795261440_twitter,just throwing it out there that bernie sanders has done jack shit for the lgbtq community and a homophobe who blames homophobia on queer people has no standing to claim otherwise,Strong (Profanity),31
1179094037166481409_twitter,lucky you fuck you too,Strong (Profanity),5
1178935425148346370_twitter,<user> <user> well let us see jeremy parades a black gf but that diversity a colleague tells white girls raped to shut up is also ok vaz his rent boys <number> yes if no investigation stone cold loser 2,Strong (Profanity),39
1179011312766128129_twitter,white ppl getting crazy with saying nigga smh,Strong (Profanity),8
1089723330201038848_twitter,this nigga said i am looking for the wet pussy on the mic man dawg 🤣 🤣 🤣 🤣 🤣 🤣,Strong (Profanity),21
1089648520628449280_twitter,this is your montly “ into the spider verse is a fucking masterpiece ” tweet,Strong (Profanity),15
1165519239521996800_twitter,niggas be looking crazy in a dark ass car late night pulling up on the side of women yelling at them,Strong (Profanity),21
1179101057084866560_twitter,just like a white boy would say boy u full of crap,Strong (Profanity),12
1178943122996256773_twitter,<user> you can not say the n word just like i would not call a gay person a faggot weird point to make cause he still seems perfectly fine saying faggot not like anyone is advocating to let white people go arround calling random black people nigger kinda defeats itself,Strong (Profanity),50
1081197157439426560_twitter,you dudes need to boss up i am tired of women saying niggas ain t shit,Strong (Profanity),16
1179033768004186113_twitter,you want a bitch i will show you a bitch,Strong (Profanity),10
14744957_gab,in an attempt to preempt opposition research democrat bill o neill steps in his own shit bragging about the sexual objectification of women will get you no votes from either side i would not be surprised if at least one of these women comes forward with allegations of sexual harassment,Strong (Profanity),50
1178945425463808000_twitter,man power by itself can neither retard nor advance god work,Strong (Profanity),11
1179092472934199296_twitter,<user> i am a capricorn idk who the fuck wrote this but a bunch of white bitches i ncluding myself about to be really really mad,Strong (Profanity),26
1179008273258696708_twitter,being kinky doesnt make you fucking queer jesus christ,Strong (Profanity),9
1178835527992303617_twitter,<user> they will pull laws out they ass to let them white cops get away with murder,Strong (Profanity),17
1178740837800452101_twitter,the gall to appropriate the phrase slut shaming in a thread that completely ignores afab queer concerns is sending me tbh,Strong (Profanity),21
12876480_gab,notice the <number> he is part of a salvadoran drug gang or he is a shitty white supremacist who can not get the <number> tattoo correct,Strong (Profanity),26
