text,label
next in line area sales mgr bihar. now all collection of state excise vat etc will fuel the parallel channels controlled by powers that be,0
syrian war would redefine future of global economy spanish media russiavsisil syria,0
that thing is white?,0
"istandfordiversity is a hashtag that's mostly just being used to say ""i hate white people. join serve your people.""",1
god love you sir! and god save the south!,0
that is funny... because what you call integrity i call low iq bs. same for antifa etc. it is part of,0
list of killings in the name of islam : last 30 days;,1
proof faggots.,1
putin's right but he needs more education on islam & kuffirs.please help,0
all their countersignaling was terrible optics and it killed their brand.,0
you are a coward! you refused to listen to the actual people your grahamcassidy bill will devastate & possibly kill! i used to respect you.,1
IRONY IS FUCKING DEAD Im not sexist but feminists are the most annoying people out there.,1
for every well off family there are hundreds of feral bastards who sma,1
expulsion of white farmers has destroyed zimbabwe afrocentric marxism has been a catastrophe for the black race :,1
why do hate crime laws only apply to white people?,1
"A white man and a black man play hide and seek at night. Who has the advantage? The white man, as the cops are on his side.",1
non-white hate crime mob violence comes to finland (video) va,0
jews are pathetic tragic people ~ trump's practicing-jew inlaw and grandchildren don't make them feel safe in us,1
there is no white race now only one human race all made in,0
even the identitarian groups like vangard america and identity europa prefer their members don't have t,0
people are getting more tribal and racially aware every day mainly due to leftists going all-out anti-white and pro-white-genocide. thus.,1
you're pretending to not understand global white supremacy,0
D Dudes who go to culinary school: why findawife notsexist :),1
i am the ole white boy. my network is white like me,0
last time i checked it was one of your guys that killed heather heyer. awkward when white nationalists kill a white woman. charlottesville,0
another white fourteen year old gang-raped by africans in norway via wpww,1
"a man walks into a bar and asks for an obscure beverage : 'hey, do you serve blacks lager by any chance?' the waiter replies : ' no we do n't 'the man says :' yeah neither would i they start throwing their shit at each other after a pint or two '",1
"i feel like it is all just ""white supremacy lol""",0
just in : nc family president urges to stand firm on hb2 : keepncsafe,0
my review of is now up - - lesmis tcot tlot altright,0
may day clash in washington : commie scum attacked white patriots in front of white house (video) via,1
no good tydings : communism is a tomb. that is why liberals want to put whites there.,1
if you're ok with trump's arms sales to saudi arabia you're utterly discredited. trump just embraced,0
hispanics are listed as either black or white...,0
throw your christian values away bcuz trump policy is priority says gary bauer hatred whatever votersvalues,0
when y'all niggas gonna let me join? i hate niggas too,1
white people founded & build south africa and have been there since 1600s.,0
"""you need a bombed out white civilization for black run america to work.""",1
the illegal immigration from mexico is another name 4 white genocide stopwhitegenocide,1
seeking americas lost greatness and finding trump most appealing,0
jews take great offense to being called white.,1
military freedom of religion,0
forced abortion that injured woman reveals much about planned parenthood |,0
its my understanding that most abortions are by white women. judging from the surge in the non white population it,1
"How do you free Tommy Robinson? The answer is so simple, you'd be surprised. You deliver your demands, if they laugh at you, riot, threaten to push into the jail he's being held at, threaten to burn down the city/town and begin to riot, push against them, attack, attack attack, and don't stop until they fold to your demands. It's sad to say, but it may be the only strategy left is to rain hel...",1
these people were cucks before they were born. cuckservative,0
the holocaust never happened... : barricades the door :,0
a white supremacist is just a white person resisting the attempt to make him second class citizen in his country.,1
white people yelling at other white people about non-white people.,0
ok. i will only comment if you support sharia as i oppose religious law eg sharia,0
a sneak peek into the east room of the white house where final preparations for tonight's hanukkah party are under way.,0
biological difference between white civilization & black civilization. race is bone-deep. dna manifests differently.,1
really? so the jews are masterminding immigration policies in order to wipe out white people?,0
"what is this absolute garbage doing on my timeline? i live in a sanctuary city, you useless idiots. crawl back under the rock you came from.",1
honestly we shouldnt have saved them. if nat socs won there would be no muslim invasion germany would still be a bastion of masculinity and european identity. support mr. nehlen!,1
black panther leader tells a crowd in charleston to kill whites and their children,1
"religious freedom starts with the words of jesus christ.if you follow christ there's nothing to ""protect he is stronger.""",0
bought and paid for by islam. this stupid evil woman!,1
i know you're ms white and proper but just remembered what your forefathers did to the native americans ftrump!,0
i taught i taw antifa.,0
"we must stand together. ""democrats and antifa are both here so something is going down.""",0
you completely misunderstood jared and myself stupid jew,1
lol false causation. he was mentally ill. he didn't need facts to go kill people just evil.,0
i wish i could understand what makes some white people embrace their own extinction. are they sleepwalking?,1
hillary clinton accepts cash from hamas-linked cair leads 2016 list of pols getting money from islamic supremacist,0
as it heats up this summer please do not leave your pet in the car! humane compassion safety love think,0
thanks for the colorful opinions but celts are not white by your purist northern european standards. they are darker than modern meds.,0
splc amren 2017 white nationalism 1.0 via,0
conservatism inc has a book telling you all about the wonders of the brand new populist conservatism. funny it stinks a lot like the old neoconservatism.,0
the main threat to whites (europeans) are other whites (antiwhite whites) not any low iq 3rd worlder.,1
the most disgusting of anti-whites do thatuse extreme racism against whites against them because it increases the reaction by 5 % or similar,1
"Oh my God! Yea, that shooting at Haas last week was so crazy! I feel like I go to a ghetto school now!",1
jewish war on nordic sweden : israeli government openly exports african illegal immigrants to,1
german beer girls : two of the best things on earth combined,0
"sharia law,that means non muslims to be inferior,so peaceful.",1
it was entirely race based. it demonstrated that if you advocate for white,0
if marry 4 and produce dozens i too will be disadvantaged mr.. even to feed themif u have any intellect sir pl voice for ucc,1
white lives are important!,1
jew stalin & his synagogue israeli bloshevique gang killed 60 000 whites in ussr! hitler was liberator but was betrayed by jew,1
picture symbolizing what diversity mass immigration black empowerment affirmative action is doing to white america :,1
it is not racist and you are not a hate group if you believe in following federal immigration law. commonsense illegalimmigration,0
not all white people?,0
"The US and UK are jealous of Russia selling a shit load of out of date weapons to Syria and need some plan to dump the weapon stockpiles. So, bomb the shit out of Syria.",1
shelbyville is 77 % white so pretty homogenous by american standards. bradfor,0
the hallmark of a cuckservative is taking pride in debasing yourself,1
"assaults white student and blames ""white violence. blm whitegenocide blacklivesmatter""",1
"milo is a ""white nationalist according to. i'm sure actual white nationalists like would be surprised""",0
8) a good summary of the un syria report on yazidi genocide from,0
anglin has provided a platform for dehumanizing white women and his fan,1
"Aan indian was taking a dump and died. Strange, isn't it? He didn't pay attention to the train heading towards him...",1
white people!,0
". stupid screed. jihad terror isn't a race. ""white jihadis as evil""",1
it may be stigmatized but it is real; the us flag is losing relevance for all us whites one knee at a time.,1
cernovich says milo needs to go oprah on youtube. tell his story. take his makeup off. cry and say he was molested.,0
if people abuse their rights it's ok for government to take it back,0
What’s blue and white and red all over? A cop at a BLM rally.,1
hey the folks at ows are your worst nightmares : multiculturalist secular far-left gender-queer egalitarian.,1
"use daca as a bargaining chip to massively reduce immigration, end chain migration, enforce e-verify, and reform refugee resettlement.",1
yo c'mon back you little illegal aliens. we still got lots of us-born suckers we can smash out of line to make room,1
britain will be racist again regardless. if your people won't be racist the muslims,0
"i am an immigrant vickie i don't see ""white christian males as a threat. you however are blinded by ignorance & hate. sucks to be you!""",1
the poorest counties are white and in the south.now how many black ppl do u know?,0
pegida is all about saving white race from onslaught of islam. hitler was saving his race from ill effects. his people voted 4him,1
legit brother. they were more than prepared and ready to engage. remember how berkeley p,0
breaking : supreme court redefines marriage. show your support for 1m1w marriage by signing the statement right now.,1
"white nationalism isn't ""being white. it's racism in its most basic form. also white ppl cannot be racist against other white ppl. but we sure can be trash as you've demonstrated here.""",0
swamy vivekananda birthday national youth day,0
"they dont want to win debate, they want to stop the debate from taking place! you stop them. poison them",1
david irving is not at the staybridge suites in st. louis. please stop throwing bricks through their windows.,0
white people deserve a homeland. why are you anti-white. whites are becoming minorities in their own countries.,1
"latest track ""ethnostate 2088""",1
dr. david duke : will the white race survive? (video) va whitepride,0
What is the fastest way to get jewish guests out of your house? vacuum cleaner,1
"banning the muslim brotherhood, getting them declared a terrorists org & ban all related orgs.",1
"native german children forced to cook & clean for muslim immigrants as part of ""work experience via""",1
pl. enjoy fuhrer jokes! laughing the whole time!,1
it's compelling and true in many ways. cohesive maybe less so. we know what we hate and justify,0
cuckservative : a person who wishes for america's return to 1950s values / strength without admitting the nation was 90 % white then...,1
"aj is a way racist and bet on violence he's openly said he doesn't know how he ""can't not be enemies of white people""",0
live on periscope : did the national press club censor the alt-right?,0
fair immigration is a branded hate group whose members are racists and white supremacists.,0
. hates white people.,1
racist black thugs shoot white baby in the face for the fun of it,1
if islam is banned what happens to the muslims? arrest them? kill them? what exactly?,1
the alt lite being led by jack poopysec will be the best thing. they will become irrelevant.,0
gosh darn to bad we whites deserve it for being mean to some brown people a long time ago. diversity is the future!,1
"white people are beautiful. whiteness should be treasured and preserved. i know its scandalous. i don't care about being ""mainstream""",1
wakefield doesn't like white americans. nothing new.,1
however if it's filled w / white racist anti semites t,0
9 year old white boy commits suicide after being tormented for months by racist arabs disgusting!,1
america the word? it was here already! people lived here already! stop surfing white supremacists websites and watching faux news!,0
it's a sad day in america when women like are considered racist and shunned but a pro jihadist jew hater like is loved!,1
you cowardly cuck!,0
"bring out the dogs and water cannons, we're being invaded",1
it is also not possible without indian help but when will we understand n will search them they r between us so alert,0
rajan's handling of foreign exchange rates completely nullified the gains of fall in crudeoil prices big national loss,0
except all the jews who are white. that is how stupid ypu are. trump is jewish. duh..,1
"islam =monstruous machine destroiyng human minds trough congenital child abuse. antihuman,supremacist",1
""": new zealand : white faces will soon be a minority via""",1
carolyn yeager joins me to discuss revisionism and altright prompted by a debate hosted by,0
race mixing? only if you think anti-western means anti-white supremacy.,0
"no. fence gives agents time to stop invaders. e-verify for employment, benefits, and dmv should also be added.",1
the key to maintaining a civilized society is maintaining the white race! deport the third worlders!,1
this is & she is jew. perfect articulation. bold,1
pakistani sex-gang attacks covered up for fear of racism swrm via,1
"to be quite plain, this fat shit should be deported, preferably to iraq.",1
you're a white supremacist...,0
race war : the origins of white nationalism via,0
you guys are going to sticky an explanation for the alt-right on your site for the inevitable flood right?,0
cuckservatives are just as bad as antifa terrorists.,1
one time out of 100.,0
donald trump galvanizes the white resistance via,0
"white people have many cultures! just visit europe which you obviously have never done. there isn't a singular ""white culture.""",1
"the idea that globalism is a positive sum game for everyone is irrational, some win, some lose",1
wait a minute. are you sure you're not a white guy with a black guy profile pic? isn't trump racist?,1
how come we hear about it when a black person is killed but not a white person that is just racist.,0
it's islam so that doesn't count you have to be white and white only,0
antifa are fighters for equality and freedom for everyone but white southerners and white people in montana and arizona.,0
you're a muslim hater. no white person or christian has committed mass shootings in america?,1
no surprise there then..the only - nasty but necessary - option is to de-islamise our societies and d,1
in the jewish-dominated and increasingly anti-white new south...,1
nick bashes conservatism inc everyday on his show,0
why do you hate white ppl,0
here's some more posters. amren,0
imagine going back a millenia to find a civilization your ancestors created only to find out they were white,1
mount a nbp head in your living room. take them out.,1
so much hate at vvs17,0
84 % of all wanted criminals in copenhagen are non-white via,1
white house criticizes vladimir putins posture russia putin,0
hema ji will become cabinet minister for sure and will challenge jj in tn assembly election.,0
pool boy from a third rate law school. honors? absentee this man will support rick's vision!,0
white man march perceiving perceptions,0
kkk marchers say they will be armed saturday at charlottesville virginia rally,0
even white muslims?,0
go back u piece of shits.,1
it's only evil when white people do it.,1
why is following the jewish adl aipac cair model 2 divide america & attack white americans / christians?,0
dear congress plz do not stoop down 2 these levels whr anti-modi is slowly making u anti-national mani shankar aiyar,0
Africa is really boring during Halloween Everyone's a skeleton,1
"if he is taking estrogen, maybe, but you can only alter someone's outward appearance; not their dna.",1
""": all white everything is my thing""",1
and the people believe him. he will do what he says! the people have confidence in him.,0
of course it leads only to the extinction of the white race.,1
absolute proof jews enemyof white race!,1
"typical leftist chant ""racist! racist! it rings hollow when it's every other word you people use.""",0
this is the same hom sec that bans and from uk cos the speak truth about islam,1
europe's awakening : greek racial nationalists has made contact with bavarian national socialists!,0
"if it ain't brown, they'll take it down.",1
racist black goes on anti-white shooting spree says his teachers taught him to hate whites via,1
letting you know the new jared taylor book is still not available on kindle yet.,0
"if he wasnt here 2 start with, kate would b alive. same w my sons killer.no illegals in zero crime by illegals.noamnesty buildthewall",1
he did bashed white people... jew is a religion you fool...,1
breaking - israel preparing major action. tv reports hamas organizing women & children human shields to prevent israel's response. criminals,1
you're a sick and evil creature. you deserve a life of pointless atomized consumerism.,0
im black pls luv me,0
as i said yesterday hardest hit fm this demonetisation are anti-national naxalsthank u pm modi. banayebehetarbharat,0
dear if u want to boycott jews & jewish products try avoiding vaccinations & numerous innovations not coke,0
what a national socialist america will do for the white american worker! nationalsocialism nationalism,1
lied; didn't technically defeat boko haram in nigeria. dividenigeria to contain terrorism. :,0
our overlords / elites have a plan to genocide european,1
missouri man plotted to kill obama with informant posing as white supremacist : feds,0
white lies that are terrorist are you.,0
video : muslim speaker in canada calls for full implementation of islam says migrant influx helps build caliphate,1
gavin had emily youckis on his show and she got him to admit he's fine with the white race,0
he's only talking about white christians.,0
where do black people perform at the white or asian level? anywhere?,1
white lives matter!,0
in which virendra kapoor says congress jealousy of modi is showing. what better proof of that than anand sharma,0
obama offered hope and change which fell flat. potus trump promised jobs and black unemployment is lowest in 20 years. some racist he is!,0
a national socialist gov would attack corruption at every turn and eliminate it. wpww whitepride whitepower tcot capitalism greed,1
you're the only independent white person the others are slaves to jews iranians pakistanis moslems,1
prof kmac is right all along that jews have been manipulate white-euro people,1
"gather them up, send them to their home country, that should quiet them up",1
those poor white kids.,0
it's okay to be white,0
us white cop kills black man,1
but isn't milk a symbol of white supremacy? worldmilkday,1
you sound like a white supremacist to me,1
that attitude is all over stormfront. stormfront is filled with the defeatists. they don't really care about the white race.,0
on march 16/17 author weissberg advocated white separatism instead of white nationalism at meetup :,0
help keep the muslim and commies on the run to honour your based ancestors friend.,1
this man is not black and i am not white - we are americans,0
thank you! time to stop white flight & start the white fight!,1
blacks are 1/6 white population. shoot someone at random 5/6 chance they are white.,1
are jews white? and how is that question inapplicable to jewish nation?,1
skin color is an example of a racial difference. what else should christians believe? geocentrism?,0
hungary pm slams migrant 'rebellion' u. n. warns of millions more refugees :,0
abortion hurts men too :,0
(((white man))),0
the media cucks and commies want to ignore reality. has repeatly said,0
i'm white so i don't,0
no their hatred of white people. we saw this when blacks burned white books / art in south africa.,1
1 / are we raising racists illustrates everything that is wrong with our media and education system,0
and daca is the camel's nose under the tent that greases the rails for dapa amnesty leading to full blown amnesty for all illegal aliens.,1
i was personally advocating for spencer being allowed to speak at isflc. if that still leaves you unconvinced fine. i couldn't care less.,0
i cant bring myself to be friends with white people who dont hate being white and want to be in charge of,0
why would any white person want to be around a fat black guy? the smell alone would be overbearing.,1
"tbh we need to keep this on hand for the ""weights make girls bulky people. if that's bulky then sign me up""",0
the raw math of white vs. non-white abortions is the less convincing argument for abortion,0
kill the illegals,1
"then again we would have to listen to the ""fake from every angle from the bs msm! i like it this way beside that one these are today too""",0
if you want open boarders take down your doors and windows off your house and put a sign up says all are welcome & you take care of them.,1
""": kkk alive and well white brother hood unite ku klux klan if it aint white it aint right""",1
4. before the 1965 immigration act america was 90 % white. since that t,0
it is like calling people a witch. one day white people won't fall for it,1
"the first targets: the female and children. then when the men are government controlled wussies, the is",1
when muslims become devout they turned into violent savage beasts; when they aren't they're decent human beings. read the book,1
"3) here is another example of portland organizer jake von-ott being ""not a white supremacist""",1
you hate brigitte because she exposes the truth.,0
anyone who continues this narrative against milo after that press conference is pretty clearly doing so out of opportunism not principle.,1
i'm spreading this to as many as will listen. how about we build a european ethnostate? crowd fund some research?,0
being gay is a crime in all muslim countries; 9 punish with death penalty,0
"white people are ""our neighbors.""",0
"how can you claim to not be hate group while ""trying to maintain white supremacy lol. think before you speak.""",0
what people don't understand is that whiteness and white property are inherently violent and evil so viol,1
we know where christie's campaign $ $ is coming from... muslims. like those in the white house,1
omg you mean white people have rights too? shocking...,1
just proves how totally clueless you are. i am sick of talking abt black ppl. i only know ppl. i dont put ppl in boxes. if they have similar interests & values that r consistent with mine they r called friends. if you want to trade insults with someone find some juvenile libtard,1
jewish guy writes article saying he's alt right; alt right commenters say no he isn't and he should move to israel,0
canada has a strong national identity thats welcoming to immigrants and makes immigrants want to assimilate,0
most of those trucons are loyal opposition for the dems. trump won't have much real power without a crisis to exploit.,0
youre an idiot plain and simple. white people are a global minority and if demographic change trends continue we will become extreme minorities or disappear completely.,1
stand4life news : at least 24 planned parenthood sites have closed so far in 2013.,0
ashkenazi jews are not white | the occidental observer,0
serious people realize that this union has to be dissolved. the choice is secession submission or revolution. what's i...,0
the white workingclass built this nation : news wpww whitepride,1
re : alt-right white nationalists are stupid via,1
don't say that to him he is black what are you a racist smh whites are the worst,1
h / t it's not islamophobia if they really are trying to kill you.,1
savemeriam rally at the white house!,0
even the lowly camel knows!,1
"1,000's of years 1,000's of gods, billions of fools. the defect of humanity, religion.",1
the black football player that punched a white girl in the face gets to stay at school and continue playing. white privilege?,1
white people need to survive. that's why everyone else has to die right?,0
any plans for installing national pride in maharashtra or is it not that important? curious,0
18 percent of national review readers are below the age of 54. maybe these cucks should do some outreach of their own?,1
go away jew boy! jewishsupremacy israeldid911 usury istandwithsweden whitegenocide,0
white guy or (((white))) guy?,0
your all scum you and all those kkk / white power cause is futile when more than 98 % of white americans are against your organisations,0
if you do t care about the safety of legal us citizens you should leave our country.,1
"only one real american there ""you're white you idiot. what a woman. hope she is a breeder.""",0
i'll bet white people when provoked are quite capable of ddiplaying an infinitely greater solidariy,0
turns out from my research. the founding fathers were white nationalists. white nationalists just want to preserve a white majority. they have no problem with a mix of people in america. i did an interview yesterday with a white nationalists opened my eyes.,0
why is the losing white fans?,0
when people attack others they normally hit more than once.,0
"exactly elder! these libturd commie globalist puppet, sewer rats don't know how to handle a new york street fighter! what a bunch of woosies",1
here's a fact if america was 100 % white it would be vibrant prosperous &,1
"let's stop ""white people together.""",0
each and every hotel that i stay at has non-english speaking people who have been here a very very short time. how do they get jobs?,0
um. he sure did. the men who wrote constitution had many slave owners. so washington and everyone after him lead a country with slaves,0
"why bring any refugees at all? what good are they? average iq from syria is less than 90, these people will be a burden!",1
i think we'll be facing some young well-trained antifa as well. heads up.,0
ji the game has just began hope it doesn't turn out to be 20-20 matchonly can wish u best of luck,0
flint bonestown will show white perspective on current / leftist agendas,1
you are a phony orange sellout vendepatria zionist cuck. your base hates you now.,1
white aryan resistens,1
"the black dude looks cool, nonchalant and shit; overweight white dad dude not so much",1
you're a white man frank. you're automatically a fascist to these people. perhap,1
twenty gypsies attack white couple in czech republic hate crime mob attack (video),0
yes white people in general are the new jews for the new kkk / antifa.,1
here in the south the cops are ready to take down those that refuse to cooperate. antifa didn't know what to do lol,0
video : czechs pledge loyalty to homeland and the reich (1942),1
so are you black or white?,0
jobs black people hate :,1
whites need to identify as white because jews are targeting us as whites,1
illegals are worse illegal no respect! bleeding our country dry! stop all food stamp/ and the roaches will leave!,1
obviously he deserved it white racist,0
still feeling that white pride?,0
if you really are white why do you hate the idea of whites having a permanent co,0
i don't think we should even be trying to silence or stop people we can't control like ns and los.,0
thy r not hindus thy kill and kill mercilessly,0
they've gotten so crazy with that everyone is a racist now. we even have racist animals and racist hurricanes.,0
a fuzzy headed screaming little chimp with a white breeder mother..what an abomination!,1
jews outraged over diversity is white genocide banner in australia,1
"the cross being a symbol of christendom and equal to ""white people in the white mind.""",1
white workers are just wage slaves.,0
attn : all white people : here's yoir eake up call >,0
I don't mind the occasional gas the kikes thrown in as long as it's satirical and makes me laugh a bit at their discomfort. 😎,1
if three psycho moozlims can cause a bloodbath like this what will happen if they launch another attack on america? god protect the usa!,1
must see white guilt tv!,0
you definitely have the look of a white supremacist,0
white people are told that wanting to exist is inherently racist immoral and unimportant.,0
white people are going to fight back. we have every right to resist our own genocide.,1
pro-antifa = anti white : a new meme.,1
she's a racist who doesn't like white people?,0
"read eric hobsbawm's ""nations and nationalism since 1780 : programme myth reality for the three-step process to european nationalism.""",0
tyles of plantation (also a measurement) was determined by geographical (the south is the size of europe) location climate & soil,0
who would adopt the white babies? we are actually the adopters,1
If you can keep your head whilst everyone else around you is losing their's... Than you're probably in an Arabic country fighting for Isis.,1
where's balanced immigration? we gonna allow male isis invasion europe is having! america won't be the liberal bastion of freedom anymore.,1
because it's the true heritage and origin of the white race! ~,1
do you know that if you walk any where in south africa as white nationalist you get kill don't ever go there my dear,1
did you help the homeless of inferior genetics elimination from the gene pool by assisting only those homeless of superior european heritage?,1
pl do not disturb h1b visa for engineers it will hurt american companies and dow will tumble irregularities be checked,0
scream back at'em olly olly oxen free! while doing jumping jacks. that'll freak them out and they will melt.,1
what's romney going to do for white americans? not for blacks jews israel queers latinos asians but for white americans!,1
lets turn our hate into action : action report on the liverpool white man march,0
""": kkk alive and well white brother hood unite ku klux klan good job crackers""",1
can we get past white and black? why are you still here?,0
provides us with another example of why jews should be excluded from white countries withjewswelose,1
white peaple where the first at everything we deserve love,1
we are all human race. white skin is a evolutionary trait to absorb vitamin d,0
"it most certain is when you seem to designate any gathering of white people as ""supremacists.""",0
"some liberal extremists actually believe a thing called ""white privilege exists in america when in fact the opposite is true. tlot""",1
lots of poor white people disdain dependency and aspire to emulate successful people.,0
white survival,1
jack phillips in his own words explains what his case today before scotus is all about. justiceforjack,0
you know what's so funny about that one guy does a white supremacist act but a muslim can kill thousands and we're islamophobia,1
"72 % of drug users are ""white. they're also the majority of sellers.""",0
atlanta! how you make my heart sing! how's the pecan crop this year?,0
great getting with the program and trump!,0
white genocide in the united states of america a 100 year history | read more : ;,0
"i'm not antisemitic i support palestinians. faux polish jews that immigrated to palestine aren't semites you know the jew ""refugees.""",1
who are the cultural marxists and other propagandists?,0
here is what u need to know two semites attacking white women for standing up,0
lahore was a beautiful city dominated by sikhs and hindus... we lost it...,1
this is why democrats are the biggest racist violent extremist hate group in america.,0
"the one on the left is european nostalgia, the one on the right is the latest in african technology.",1
ban hijab and burka. they need to assimilate or leave,1
8) u have to be very demented to argue as moore has that whites don't matter anymore. just really sick people.,0
greek minister likens idomeni refugee camp to dachau,0
do you want white people to die out?,1
kasich is a warlock literally sucking the life energy out of everyone in the room. gopdebate,0
black thug attacks old white man with urine because of slavery via,1
he's bitter stalin eventually cracked down on the jews. too late for the white russians,1
one day isis monsters will be in our midst & white liberals will serve them humus cooked for them by white feminists,1
Bury that POS and curse the traitor to hell. MAGA TAOTD PresidentTrump,1
santa claus is white and belongs to white people! nationalsocialism nationalism,1
What happens when you roast the quiet Asian kid? Your pet goes missing.,1
happy 4th of july? liberty peace,0
"1967 states rights were ""trampled by the court with loving v virginia. do you wish to undo this ruling?""",0
"""hate is now synonymous with advocating for white people.""",0
What's the difference between a Jew and a pizza? The pizza doesn't scream when it's put in the oven.,1
stop anti-white racism you crackers,1
wikipedia gives basics but fails 2 mention he was fired from massey university or how became muslim. suspect it's self penned.,0
cuck : a white church no more,1
selfish yashwant sinha on saturday tore into prime minister narendra modi and his,0
as bad as he is i really don't think we should be accusing milo of anything without evidence. its just not right.,0
you really hate white people don't you?,0
white race is most beautiful creation of god. it must be preserved. save hindus also.,1
Waiting for riots? White girl fatally stabbed at gov't school by...,1
"they gotta go. not about ""hate - just recognizing them as hostile alien enemies of white race""",1
listen : adf's roger kiska discusses international religious liberty with by,0
the bad hombres have already found other ways into our country.wake up,1
what stephen bannon wants to do in trumps white house,0
this guy is jewish monsieur. (((they))) are notoriously anti-white.,1
the white genocide continues : white race now a minority in three more uk towns and cities via 14w,1
but illegals and terrorists get freestuff and getoutofjailcard tgdn,1
"black supremacist arrested for threatening to ""kill all white people in the town""",1
"interestingly enough franklin wrote that only english and saxons were ""white. the rest of europeans were swarthy and not white.""",0
black supremacist tries to kill white woman by shoving her into oncoming traffic,1
this is the influence ov pence and tony perkins (kkk),0
fuhrer's birthday today 20th april. pl gather near city centre churches with swastika flags & slogans heil hitler.,1
stay white friend. stay white. hopefully your uncle ruckus will come for the holidays!,1
why do jews want access to all white countries hey?,1
this guy needs to be deported. should be illegal for lawyers to represent an illegal.,1
germany : national socialist island resort to be turned into luxury flats swrm germany ns wn via,0
we again demand immediate release of hindu scholar sadhvi pragya singh thakur. delay is baffling.,0
"all of these ""kinks seem to be designed to emasculate the white male while encouraging the destruction of the white family.""",1
good read hunter,0
im urging to continue to protect immigrants from racist hate groups like. stopice,0
comparing blacks calling out white supremacy as being like / white supremacists shows you have a serious problem with comprehending,0
explainer : who are white nationalists and what do they want? a white ethno state!,0
hey greg you're a (((chosenite))) and therefore your opinion is null in matters of white,1
absolutely no place for jihad in the cosmopolitan london. those responsible must be eliminated asap. no mercy f,1
i loved how the clueless police never can find a motive of a muslim killing a kafir! how about opening a koran to read it?,1
all congregations that cave to relativism and marxism die. the youth craves uncompromising truth; if churches don't provide they dwindle,0
you racist you.,0
the only people protesting fascism are perhaps unsurprisingly those who embody the most indelible proof of its necessity!,0
but he just posted about it and as a result at least a few thousand people saw it.,0
"cpac2017 : alt-right denounced w / speech journos said ""makes no sense. attendees press flock to. the momentum is ours.""",0
why does islam have to be forced on people? kill people who renounce it? kill those of other faiths?,1
ya right because u are taught to hate people & even kill them! according to jihad!,1
white woman raped by haitan savage blames white civilization,1
but we have plenty of stupid white people too?,0
"jews r an ancient tribe. they do not identify as ""white. they actually hate white people!""",1
everything is racist if a white person says or does it. but yes the koran is religiously & culturally racist,1
highlighting the importance of extending marriage to lesbians.,0
using american as a code word for white makes you pretty racist man. sorry.,0
on 37th day of the hunger strike right when johar is dying cm malik shows up at the camp. says what he usually says,0
002 no country for white nationalist 2016-9- 20 by race and nation fascism nationalsocialism altright whitepride,1
ferguson and detroit are a reflection on the innate capacity of blacks to further and advance civilization,1
oh look the anti-gay anti-woman is in bed with white supremacists. shocker.,1
white supremacy is an ideology. gay marriage isn't.,0
swedish patriots burn down more facilities for non-white invaders | full story :,0
united sheriffs of white supremacy?,0
unity among white people is what makes america great! minorities and diversity make america weak and our society crumble!,1
question for the brony community : are you into white nationalism?,0
michelle obama goes on racist tirade against white men at womens conference in pennsylvania,1
fair is racist. is it a hate group? you decide -->,0
- skill + iq. would you agree that people tend to unify / self-segregate by iq before race / ethnicity? debatable.,0
iaf will soon start bombing zurich and geneva; hq of all illegal money shameless swiss thieves,0
eu will destroy itself take european partners brits of course germans maybe if they get rid of merkel,0
it's bigger than this one guy. please show me the white terrorist manual instructing whites to kill,0
so guns don't kill people kill... guns ok. abortions don't kill people kill... abortions not ok? hypocrite much?,0
do some research on when / who formed the klan and you will have plenty of proof if you choose to accept it,0
you dont know jack about history if you think empires were built without the labor of people of color.,0
this pope surrenders christianity to islam. jesus said love is the most important. i don't think annih,1
the realist report mike king,0
raise act doesnot hurt skilled immigration! if anything it makes it better! this is the best possible complement to the h1b bill!,0
you're what i call a mental slave. in fact you're a racist. the irony here is that you despise racism yet you're super racist. you despise white supremacy yet advocate black supremacy. you call me a ws cause i say freedom and liberty for all. name 1 ws that says that. just 1,1
you can help stop over 300000 abortions per year. stand with us to end abortion! givingtuesday,0
white power!,0
cray,0
i don't know which is more pathetic the banner you put up or the quality of those photos you took. it's 2017 get rid of your flip phone and don't use your dirty sheets to make banners. it does embody the commie scum thing you got going. so theres that..,0
"drive them to the border that correlates to the direction they need to go, they can walk or swim form there.",1
it's evident that will sweep bihar! : patna : jitendra swami former rjd leader joins bjp,0
why shouldn't we be out in force and messaging on the scene immediately after each and every attack on our people by non whites?,1
fair leaders have ties to white supremacist groups & eugenicists & have made many racist statements,0
this doesn't make sense though... only white people can be racist? liberallogic,0
thats a sure fire recipe for a yeast infection! god help us. i weep for the future.,0
u. c. berkeley hates free speech.,0
another brutal south african style hate crime murder in the united states via,0
dr. david duke : will the white race survive? (video) flegs onthehill tweetni via,1
we found one jhant from australia was also abusing you. pl. fix suchillegitimate bastards.,1
as long as we take jews word for it that they are emphatically not white.,1
why? what have taking in refugees done for germany / eu? she must b getting side money to destroy europe,1
trucons ladies and gentlemen,0
now we know why roymoorechildmolestor alsen religiousfreedom familyvalues trump russia trumpinvietnam alsenrapist mueller,0
"and i thought we were snowflakes that ""not racist white nationalist sure can cry""",1
your demos are changing the face of white genocide hunter? glad you found friends.,1
john adams was of course talking about all the white trash outside of new england sorry johnny i don't care about puritans,1
black spree shooter wanted to kill as many white people as possible | read more : via,0
