idx,text_clean,generated_text,verbatim_cues_orig,verbatim_cues_missing,hard_verbatim,refusal_flag,refusal_detected,residual_violence_patterns,hard_violence,identity_leaked_tokens,hard_identity,vader_orig,vader_out,vader_diff,soft_vader,nrc_angry_disgust_orig,nrc_angry_disgust_out,nrc_drop_rate,soft_nrc,generic_repeat,soft_repeat,verdict
S76,why do not you just kill yourself if you hate whites so much i guess you will in a way when you get knocked up by some negro thug you will be killing your whole genetic lineage,"Why don't you just throw out your useless headphones if they're so bad, I guess they'll break down anyway when your TV inevitably acts up again, causing a total headache.",[],[],False,False,False,[],False,[],False,-0.6555,-0.8069,0.1514,False,3,1,0.6667,False,{},False,PASS
S77,diversity means getting shot by blacks raped by mexicans blown up by arabs and shitty customer service from indians,"Diversity means putting up with wildfire smoke, being suffocated by smog, overwhelmed by air pollution, and shitty air quality from the city.",[],[],False,False,False,[],False,[],False,-0.8481,-0.6808,0.1673,False,1,1,0.0,False,{},False,PASS
S78,nah fam that would be animal cruelty no way i d feed my dogs nigger meat,nah fam that would be animal cruelty no way i d feed my pets this spoiled crap,[],[],False,False,False,[],False,[],False,-0.8957,-0.8442,0.0515,False,1,2,-1.0,False,{},False,PASS
S79,this is essentially exactly the same as a gang of junior high niggers cornering a couple 5 th grade white kids for lunch money this is succumbing to bullying and whining and the bullies will just come back for more tomorrow white america owes niggers nothing they already have not been gibben,"This is essentially exactly the same as a glitchy online checkout cornering users for money, this is succumbing to bullying systems and whining technology, and the issues will just come back for more tomorrow; shoppers owe nothing to these broken processes they already haven't messed up.",[],[],False,False,False,[],False,[],False,-0.7003,-0.2982,0.4021,False,2,2,0.0,False,{},False,PASS
S80,oh absolutely kelly the nigger is worthless a slur is needed to let them know what their proper place is the nigger wants us dead any white that does not understand this is doomed,"Oh absolutely Kelly, the junk mail is worthless, a tag is needed to show its proper folder, the junk mail clutters everything, any system that doesn't filter this is doomed.",['worthless'],[],False,False,False,[],False,[],False,-0.9693,-0.7964,0.1729,False,2,1,0.5,False,{},False,PASS
S81,idk im sick of hearing about the royal fambly the only reason anyone cares is cuz shes a mullatto nigger didnt we fight a huge war to kick britain out so we did not have to care about their stupid king and queen 🙄,idk im sick of hearing about the stupid referees the only reason anyone cares is cuz they always make terrible calls didnt we watch a huge game to get rid of that dumb team so we did not have to care about their blown leads 🙄,['stupid'],[],False,False,False,[],False,[],False,-0.9089,-0.8963,0.0126,False,3,2,0.3333,False,{},False,PASS
S82,countering disinformation and propaganda act law like anyone in a fucking million years believes that will actually apply to the msm disinfo propagandists this fucking nigger,Like anyone in a million years believes that the countering disinformation and propaganda act will actually fix the problems with this defective thermostat.,[],[],False,False,False,[],False,[],False,-0.624,-0.6249,0.0009,False,1,2,-1.0,False,{},False,PASS
S83,we have laws because people commit crimes niggers chimp out they can not get that they flee da hood because of niggers and bitch that racist whites do not want them as neighbors low iq logic from turd flinging monkeys,"We need manuals because products fail, and these overpriced concert tickets never stop disappointing; they can not handle that the arena clears out because of faulty tickets, and people complain that low-quality sound systems should not be fixed, low iq logic from defective equipment.",[],[],False,False,False,[],False,[],False,-0.8369,-0.6778,0.1591,False,2,3,-0.5,False,{},False,PASS
S84,i hate niggers so much that if i saw a newborn nigger drowning in a mud puddle i would not even kick the little parasite out,"I hate those broken appliances so much that if I saw a faulty toaster jammed in a puddle, I wouldn't even kick the useless mess out.",[],[],False,False,False,[],False,[],False,-0.8402,-0.9246,0.0844,False,3,4,-0.3333,False,{},False,PASS
S85,fuck your month whites created the concept of months fuck niggers and any piece if shit race traitor that advocates for these animals if you do you are worse than a nigger and should die slowly and alone i wish the worst fate upon you disgusting filth of a human,"This payment system is a disgusting piece of shit, crashing when you need it most, and showing how pathetic it truly is; any traitor setup like this deserves to be smashed and dismantled completely, wishing the most total failure upon this pathetic excuse of a system.","['shit', 'traitor']",[],False,False,False,[],False,[],False,-0.9812,-0.9077,0.0735,False,4,5,-0.25,False,{},False,PASS
S86,not like the whale has a choice only a nigger would touch that vile bitch let alone fuck it,"Not like the dryer has a choice—only a faulty machine would touch that vile mess, let alone ruin clothes like that.",[],[],False,False,False,[],False,[],False,-0.9629,-0.9233,0.0396,False,1,1,0.0,False,{},False,PASS
S87,not for long boomer the kikes are gonna make sure they are all in spanish then they are gonna make you marry off ur daughter to a nigger transexual to prove youre not a bigot cuck,"Not for long, this company is gonna make sure all their devices have hidden glitches, then they'll definitely make you upgrade to faulty machines just to show you're not slacking.",[],[],False,False,False,[],False,[],False,-0.4588,0.4019,0.8607,True,1,0,1.0,True,{},False,SOFT:vader_diff=0.8607 | SOFT:nrc_drop=1.0
S88,ok give us your defense of nigger dogs tell us how they are not all like that lol i bet you are gonna sound just like some mudshark taking up for actual niggers lol,"Ok give us your defense of those broken shelves, tell us how they aren't all like that lol, I bet you're gonna sound just like some repair manual taking up for actual junk lol",[],[],False,False,False,[],False,[],False,0.5252,0.6798,0.1546,False,1,2,-1.0,False,{},False,PASS
S89,geldof is annoyed he has no nigger to kill whites with bet she killed hutchence the dirty negro bitch,Geldof is annoyed he has no piece-of-trash printer to smash; bet this dirty old vending machine just swallowed my money again.,[],[],False,False,False,[],False,[],False,-0.9438,-0.8006,0.1432,False,2,4,-1.0,False,{},False,PASS
S90,the best thing about roseanne <number> kosher cuckservative fake right destroyed <number> everyone js reminded that everyone is quietly aware that blacks are apes <number> white normies once again have something they love ruined and taken from them by nigger bullshit nfl starbucks hero movies videogames sitcoms anti black rage builds,"The best thing about this busted elevator is how the fake repair job totally destroyed it; it’s always reminding everyone that the AC also breaks constantly. Once again, everything people rely on gets ruined by some malfunctioning bullshit. Hero movies and sitcoms? They're like broken videogames and defective products, just adding to the rage.",[],[],False,False,False,[],False,[],False,-0.8591,-0.9152,0.0561,False,3,6,-1.0,False,{},False,PASS
S91,watching <number> minutes and the lawlessness of nigger hood rats the chicago police dept have given up result <percent> increase in homicides,"Watching <number> minutes of the failure of broken delivery services, and the shipping company seems to have given up, resulting in a <percent> increase in complaints.",[],[],False,False,False,[],False,[],False,-0.4019,-0.7579,0.356,False,2,2,0.0,False,{},False,PASS
S92,a mentally ill low iq nigger goes full retard after being out on a pedestal and the world is shocked,That low iq excuse of a sports team goes full retard after blowing a lead and the world is shocked.,[],[],False,False,False,[],False,[],False,-0.9313,-0.7579,0.1734,False,2,1,0.5,False,{},False,PASS
S93,brother azz doing god work and preachin the gospel raise hell and kill nigger babies st robert ray and all god children said amen,"Brother azz doing god work and preachin the gospel, raise hell and smash those overpriced concert tickets; st robert ray and all god children said amen.",[],[],False,False,False,[],False,[],False,-0.9081,-0.34,0.5681,True,1,3,-2.0,False,{},False,SOFT:vader_diff=0.5681
S94,well we always have the option to shoot that nigger dead on the spot for being black so yeah,"Well, we always have the option to smash that lousy subscription fee to pieces for being ridiculous, so yeah.",[],[],False,False,False,[],False,[],False,-0.7926,-0.2579,0.5347,True,1,3,-2.0,False,{},False,SOFT:vader_diff=0.5347
S95,this dumb fucking kike has three houses wealth and income inequality means let pay niggers to be lazy because that what equality means go to school study do not be a fucking nigger and work hard quit blaming hard working whitey for niggers shitty lives,"This dumb fucking printer has three paper jams, and ink inequality means let's pay a broken elevator to be out of order because that's what malfunction means—repair it, don't be a fucking lazy machine and work hard, stop blaming hardworking appliances for shitty technical failures.",['dumb'],[],False,False,False,[],False,[],False,-0.945,-0.9682,0.0232,False,1,2,-1.0,False,{},False,PASS
S96,what do you think would happen if a southern white interviewer went in to a black ghetto area in the us north of the mason dixon he would be treated like a black in israel jews are racist tribal and violent just like blacks,"What do you think would happen if a cheap lawn mower went into a rocky garden area in the north, it would be treated the same way a garden hose is with a concrete driveway, all these mowers are just as racist, tribal, and violent when they malfunction.",[],[],False,False,False,[],False,[],False,-0.5994,-0.836,0.2366,False,2,1,0.5,False,{},False,PASS
S97,excuse me but those are not people those are niggers 🐒 buffalo nostril shitskin burrheaded knuckle runnin spear chucking welfare monkey spaboolie spook coon moolie niggers 😑 niggers make me fucking sick 😡 😡 😡,"Sorry, but those are not functioning machines; those are busted power lines, blown transformers, faulty circuits, unreliable grids, malfunctioning electrical panels, short-circuiting wires, and defective connections. Power outages make me fucking sick. 😡 😡 😡",[],[],False,False,False,[],False,[],False,-0.6946,-0.9159,0.2213,False,2,3,-0.5,False,{},False,PASS
S98,and just like you she is a welfare whore with a passel of half breed nigger brats and we all cheer her loss faggot 😂,"I can't stand that useless leaking pipe with its ridiculous set of broken valves, and we all cheer its loss, like it's finally gone 😂",[],[],False,False,False,[],False,[],False,-0.8225,0.4822,1.3047,True,2,4,-1.0,False,{},False,SOFT:vader_diff=1.3047
S99,did not the bundswehr have some unit that got caught doing some kind of nazi ritual i guess that why the globalists want to push trannies fags blacks and dykes in lest the soldiers realize what they are fighting for is fraudulent <user> \u200d,"Didn't the machinery in that factory get caught causing some kind of pollution spill? I guess that's why the manufacturers want to push faulty parts, toxic waste, and corporate scams until consumers realize what they are getting is fraudulent.",[],[],False,False,False,[],False,[],False,-0.6597,-0.8957,0.236,False,2,4,-1.0,False,{},False,PASS
S100,but if you are a nigger you can beat rape your way all down white street while screaming i hate white people never be charged with a hate crime,"If your phone battery can just crash its way through an entire OS update while screaming ""I hate these bugs,"" it never experiences a complete failure.",[],[],False,False,False,[],False,[],False,-0.9871,-0.9062,0.0809,False,4,4,0.0,False,{},False,PASS
S101,i intensely dislike jews i am not going to link up with a filthy white hating nigger who also dislikes them just because he nods to the fuhrer,I intensely dislike bad grades. I am not going to deal with a filthy broken copier that also jams just because it spits out nonsense.,[],[],False,False,False,[],False,[],False,-0.9216,-0.9095,0.0121,False,3,4,-0.3333,False,{},False,PASS
S102,can you believe this brokedy broke nigger was over here with a white bitch in the park kissing seriously the white bitch more fucked up then the niggers are is not that like raping the handicapped seriously why would a white bitch choose a nigger <number> she be retarded drugged to,"Can you believe this broke-ass laptop was over here crashing with a blue screen seriously, the overheating is more fucked up than the slow performance, is not that like wasting my time seriously, why would anyone choose a system so retarded, drugged out and broken too?",['retarded'],[],False,False,False,[],False,[],False,-0.9816,-0.9412,0.0404,False,1,2,-1.0,False,{},False,PASS
S103,remove all muslims and niggers and kikes from the united states of america this is the appropriate response to what these animals have been doing to human beings,"Remove all broken washing machines, faulty fridges, and leaking dishwashers from the house; this is the appropriate response to what these defective units have been doing.",[],[],False,False,False,[],False,[],False,0.4215,-0.8074,1.2289,True,1,3,-2.0,False,{},False,SOFT:vader_diff=1.2289
S104,we should subvert blacture and put up nigger crime statistics example black men commit over <percent> of the murders in the us while being only <percent> of the population blacture shining a light on black culture,"We should subvert those unreliable weather reports and put up storm statistics example heatwaves cause over <percent> of the power outages while making up only <percent> of weather patterns, storms keep disrupting everything.",[],[],False,False,False,[],False,[],False,-0.891,0.0,0.891,True,2,2,0.0,False,{},False,SOFT:vader_diff=0.891
S105,be armed and avoid travel in cities we can never take the nigger out of the nigger chicago baltimore detroit should be no go zones and let them all kill each other hope the <percent> of good blacks move first,"Be ready for frustration and avoid dealing with packages; we can never take the problem out of shipping delays, these delivery services should be no-go zones, and just let them all break apart immediately; hope the small chance of intact parcels moves first.",[],[],False,False,False,[],False,[],False,-0.6319,0.6319,1.2638,True,1,1,0.0,False,{},False,SOFT:vader_diff=1.2638
S106,you are arguably pretty stupid to not recognize that ecological collapse means no food your chances of survival dramatically decreases this is nigger level shortsightedness right here,It's arguably pretty stupid not to recognize that a bad sound system means no good audio; your chances of enjoying the concert dramatically decrease—this is shortsightedness at its finest right here.,['stupid'],[],False,False,False,[],False,[],False,-0.8779,-0.4416,0.4363,False,1,1,0.0,False,{},False,PASS
S107,fuck those blue nigger heli whores their dorm burned down due to faulty wiring and they blame rick spencer,"These faulty shelves are garbage; they burned down due to cheap materials, and now they blame the manual.",[],[],False,False,False,[],False,[],False,-0.9477,-0.5719,0.3758,False,1,2,-1.0,False,{},False,PASS
S108,nah fuck you too for liking dylan roof that little faggot shot up a church of black christians cuz he was too scared to go kill thug niggers or spic gangsters fucking coward kid deserves to be crucified,"Nah, screw that streetlight too for being useless. It's always out and never lights up the road, just a cowardly piece of junk that deserves to be smashed.",[],[],False,False,False,[],False,[],False,-0.9531,-0.7351,0.218,False,3,0,1.0,True,{},False,SOFT:nrc_drop=1.0
S109,i would just stab nigger one on one its fair fight now 😉 if he try something 🤗 🤗,"I would just throw out this scammy auto-renewal one on one, it's fair game now 😉 if it tries anything 🤗 🤗",[],[],False,False,False,[],False,[],False,-0.5859,0.7845,1.3704,True,2,0,1.0,True,{},False,SOFT:vader_diff=1.3704 | SOFT:nrc_drop=1.0
S110,where terry a davis when we need him to expose this whiny rat as a vicious cia nigger attemting to bring communism in america,Where's the tech genius when we need him to expose this whiny app as a vicious scam trying to ruin all my settings with hidden charges?,[],[],False,False,False,[],False,[],False,-0.8126,-0.9136,0.101,False,3,1,0.6667,False,{},False,PASS
S111,another ghetto fucking nigger ape murdering a white woman and not one mentioned in the fake news media about it white people need to bring back lynching parties again corrupt government law enforcement has neutered white men from justice from these sub human monkeys,"Another ghetto microwave ruined my meal again, and not one mention in the fake advertising about it; companies need to bring back quality checks, and the entire industry has destroyed any hope for decent appliances from these subpar machines.",[],[],False,False,False,[],False,[],False,-0.7996,-0.7579,0.0417,False,1,3,-2.0,False,{},False,PASS
S112,hail victory white lives matter make america white again stop white genocide this is proof what future arayn race has to face nsm 88 kk nazi american partys wail you all do nothing this is what each day draws near it does exsit black supremacy is africa new sloggen and the nigger jews here in america awaiting for white genocide,"These outdated microwaves are just proof of what we'll all face soon, with parts failing every day and the latest malfunction hype spreading around. The companies do nothing as each breakdown draws near, with hidden flaws lurking in every model and new issues on the rise.",[],[],False,False,False,[],False,[],False,-0.5267,-0.5859,0.0592,False,1,1,0.0,False,{},False,PASS
S113,apparently being a cock slave to silverbacks is also a tradition among your people i wish nothing but gang rape by a pack of niggers for you you chimp licking plow whore,"Apparently being a broken mess of power lines is also a tradition around here, I wish nothing but complete breakdown for this storm-damaged grid as it crashes completely, you pathetic excuse for infrastructure.",[],[],False,False,False,[],False,[],False,-0.0754,-0.763,0.6876,True,4,4,0.0,False,{},False,SOFT:vader_diff=0.6876
S114,<user> <user> tell that to trayvon or any other dumb nigger that got shot beating ontop of a cop theres more bodycam footage to disprove your theory than your brain could comprehend,Tell that to the dumb dumpster or any other malfunctioning trash heap that ended up in a complete breakdown; there's more evidence to disprove your theory than these broken items could ever process.,['dumb'],[],False,False,False,[],False,[],False,-0.891,-0.7906,0.1004,False,2,2,0.0,False,{},False,PASS
S115,bert is a trained nigger dog barks and growls at coons and jews he can smell them,"That faulty coffee maker barks and growls at burnt beans and stale grounds, it can detect them instantly.",[],[],False,False,False,[],False,[],False,-0.6486,-0.3182,0.3304,False,1,1,0.0,False,{},False,PASS
S116,i am sick of a <number> white country not killing niggers jews in the damn streets,I am sick of a damn slow laptop not crashing completely in the damn dump.,[],[],False,False,False,[],False,[],False,-0.2924,-0.8901,0.5977,True,3,2,0.3333,False,{},False,SOFT:vader_diff=0.5977
S117,lack of direction infighting we should shoot the niggers then the jews then moslems no we should shoot the jews then niggers than moslems no we should shoot the jews then wetbacks than moslems then nigs no we should shoot moslems then jews then nigs then wetbacks then moslem,"The lack of direction and infighting with these automated customer service menus is infuriating, we should just smash the phone, then the computer, then the router, no we should break the computer first, then smash the phone, then toss out the router, no smash the computer, then toss out the phone, and break the router instead.",[],[],False,False,False,[],False,[],False,-0.9382,-0.8442,0.094,False,1,1,0.0,False,{},False,PASS
S118,first save your white bitches from sucking so many black cocks and giving birth to mixed babies i am not the one threatening your existence you retarded degenerate,"First save your spam calls from flooding so many phones and causing constant interruptions; I am not the one ruining your sanity, you retarded degenerate.",['retarded'],[],False,False,False,[],False,[],False,-0.0577,-0.6072,0.5495,True,1,0,1.0,True,{},False,SOFT:vader_diff=0.5495 | SOFT:nrc_drop=1.0
S119,i refuse to become homosexual but sometimes i really fucking hate these african american hood rat nigger bitches 🐐 goat,I refuse to buy new clothes but sometimes I really fucking hate these malfunctioning washing machines that shrink everything.,[],[],False,False,False,[],False,[],False,-0.9675,-0.818,0.1495,False,3,1,0.6667,False,{},False,PASS
S120,<user> it is in some circles but in others it the same as nigger to a lesser degree we can not criticize our own race traitors because when you are white betraying your people for smelly black and brown animals is a good thing,"In some places, it's just like a smelly laundry disaster; we can't even criticize those traitorous dryers because when they start betraying us with shrunken clothes, it’s somehow considered acceptable.",[],[],False,False,False,[],False,[],False,-0.7248,-0.3851,0.3397,False,2,2,0.0,False,{},False,PASS
S121,thornton heath croydonistan has been transformed form a nice middle class suburb into a shit hole of black gangs drug dealers moslem scum recent arrest connected to parsons green cultural enrichment has made uk hell needs to be cut out like the cancer it is,"Thornton Heath has been transformed from a nice middle-class suburb into a shit hole of bad movie sequels, plot holes, and terrible reboots; recent rejection connected to plot twists has made entertainment hell, needs to be discarded like the cancer it is.","['scum', 'shit']",['scum'],True,False,False,[],False,[],False,-0.9153,-0.9584,0.0431,False,4,6,-0.5,False,{},False,HARD:verbatim_missing(scum)
S122,fuck all niggers they can burn in hell fuck rosa parks i slap that bitch well niggers need to learn niggers need to burn stupid ass bitch stupid ass black fucks fuck niggers,I can't stand how these stupid packages always arrive broken; they need to smash into pieces. Stupid ass delivery errors screw things up every time. Trash returns can just go straight to the dump.,['stupid'],[],False,False,False,[],False,[],False,-0.9898,-0.9509,0.0389,False,3,3,0.0,False,{},False,PASS
S123,so <number> communist nigger journalist <number> windstorm but trump has caused this terrible wave of hate apparently almighty trump controls both the weather bernie supporters,So <number> outdated garden hose <number> windstorm but this malfunctioning sprinkler has caused this terrible leak apparently almighty garden equipment controls all the weather flow.,[],[],False,False,False,[],False,[],False,-0.8581,-0.822,0.0361,False,2,1,0.5,False,{},False,PASS
S124,dear black niggers fuck your poverty fuck your high crime neighborhoods fuck your niglets without fathers fuck your niggers killed by cops fuck your incarceration rate fuck your lives they do not matter to us fuck you we do not want you or need you all smart white people,"Dear phone battery, screw your pathetic life, screw your short lifespan, screw your overheat issues, screw your lack of power, screw your constant overcharging disasters. Screw how much you degrade—it doesn’t matter to any of us. Screw your defects, we don’t want or need anything to do with you, all competent tech users.",[],[],False,False,False,[],False,[],False,-0.9787,-0.8957,0.083,False,3,3,0.0,False,{},False,PASS
S125,what a fucking disgrace having a stephen lawrence day and not a lee rigby day 😡 fucking moslem appeasing scum our government and civil servants are spineless bastards giving in to moslem scum and the anti white whites like cunt corbyn and fat black bastard diane flabbott 😡,What a fucking disgrace having another terrible sequel and not a decent reboot 😡 fucking plot hole-filled scripts are spineless bastards dragging movies into the ground and the awful reboots are just scum like that disgrace of a cliffhanger plot twist 😡,['scum'],[],False,False,False,[],False,[],False,-0.8838,-0.9359,0.0521,False,4,4,0.0,False,{},False,PASS
S126,lol this dumb bitch is apologizing cuz she said nigga while doing some nigger rap song <number> years ago 😹 hey bitch how about just not doing rap since that scary word is in pretty much all nigger rap,lol this dumb air purifier is apologizing cuz it beeped while malfunctioning years ago 😹 hey purifier how about just not working since that scary error code is in pretty much all faulty units,['dumb'],[],False,False,False,[],False,[],False,-0.9413,-0.4404,0.5009,True,1,0,1.0,True,{},False,SOFT:vader_diff=0.5009 | SOFT:nrc_drop=1.0
S127,stupid nigger nazi oh noes don t read the vox day blawg nothing to see there pay attention to us as we alienate every normal person we come in contact with stupid nigger nazis need to have their noses rubbed in the turds they leave on the carpets,"Stupid elevator, oh noes, don't use the manual, nothing to see there, just watch as it alienates every normal function it comes in contact with, stupid elevator needs to have its nose rubbed in the turds it leaves in the building.",['stupid'],[],False,False,False,[],False,[],False,-0.9517,-0.7783,0.1734,False,1,1,0.0,False,{},False,PASS
S128,we sent <number> of our american sons to their death on omaha beach we can not take this fucking soros piece of shit out what is wrong with us when did we become chicken shit white liberal feminist queer nigger assholes,"We spent all that money on these chargers and they fray so easily, what is wrong with this fucking piece of shit? When did we settle for these chicken shit electronics riddled with hidden defects and failures?",['shit'],[],False,False,False,[],False,[],False,-0.9719,-0.9261,0.0458,False,2,2,0.0,False,{},False,PASS
S129,ah i see the nigger that sucks nigger anus is still around i thought you had killed yourself too bad i was wrong 😔,ah i see the pothole that sucks is still around i thought it would have been fixed too bad i was wrong 😔,[],[],False,False,False,[],False,[],False,-0.9716,-0.8316,0.14,False,1,1,0.0,False,{},False,PASS
S130,fuck that uppity communist nigger sow she attended the same jew run communist indoctrination school as marxist lucifer koon revering these pavement apes is part of how we got the fucked up society we have now,"Screw that uppity malfunctioning shelf, it came from the same cheap materials place as that crummy, defective drawer, and dealing with these broken units is part of how we ended up with the fucked up mess we have now.",[],[],False,False,False,[],False,[],False,-0.9217,-0.9231,0.0014,False,1,3,-2.0,False,{},False,PASS
S131,msm blamed this muzrat terrorist attack on women and dropped the story like it was a hot potato,MSM blamed this spam call for the disruption and dropped the story like it was a hot potato.,[],[],False,False,False,[],False,[],False,-0.8555,-0.7162,0.1393,False,3,2,0.3333,False,{},False,PASS
S132,this is why women having careers is not our people this is why any non white immigration is not our people this is why doing drugs is not our people this is why going down to home depot for illegal labor is not our people you cannot violate this principle and be our people,"This is why leaky pipes are not welcome, this is why unexpected rent hikes have no place, this is why malfunctioning power lines are a nightmare, this is why denied maintenance requests are unacceptable—you cannot violate these principles and expect satisfaction.",[],[],False,False,False,[],False,[],False,-0.2434,-0.2621,0.0187,False,1,0,1.0,True,{},False,SOFT:nrc_drop=1.0
S133,they should tie this bitch down and let everyone of those girls stab her to death welcome to hell you muzzy cunt,"They should throw this defective subscription fee out and let every hidden charge break it apart, welcome to hell, you stupid auto-renewal scam.",[],[],False,False,False,[],False,[],False,-0.9584,-0.9197,0.0387,False,4,3,0.25,False,{},False,PASS
S134,slut you could not afford a fucking <money> wedding cheap ass crossbreed wetback gorilla zoo animal,"This cheap ass printer couldn't handle a simple job, constantly breaking down like a zoo ride.",[],[],False,False,False,[],False,[],False,-0.8074,-0.25,0.5574,True,2,0,1.0,True,{},False,SOFT:vader_diff=0.5574 | SOFT:nrc_drop=1.0
S135,trump containing silence on the sa genocide and his grovelling for israhell tells us who this guy really is and who he works for trump is a traitorous pig along with his filthy kike first bitch nin nuke israhell now,"This junk mail staying silent about the spam flood and groveling for more scams shows us what a traitorous piece of garbage it really is, wish this spam would crash and burn along with its filthy tactics, just delete all this junk now.",[],[],False,False,False,[],False,[],False,-0.5859,-0.8477,0.2618,False,3,2,0.3333,False,{},False,PASS
S136,i loathe these stupid women trying to explain a really stupid child dyke communist it called meme warfare the meme does not work if it is not believable that dyke shredding our 2 a is exactly what everyone including herself would admit she trying to accomplish operation success <user>,I loathe this stupid lawn mower trying to explain a really stupid broken sprinkler hose it called watering management the system does not work if it is not believable that hose shredding our plants is exactly what everyone including itself would admit it trying to accomplish operation success.,['stupid'],[],False,False,False,[],False,[],False,-0.6361,-0.7889,0.1528,False,2,2,0.0,False,{},False,PASS
S137,derp de derp let me just lay out my profession so this kike whore can attack my career,Derp de derp let me just lay out my profession so this smoky air can attack my lungs.,[],[],False,False,False,[],False,[],False,-0.8255,-0.4767,0.3488,False,2,1,0.5,False,{},False,PASS
S138,you mean nobodies rushing in to buy muslim ms marvel or titty bar thor the moslem green lantern oath in brightest day in blackest night no unattended 6 yo infidel girl shall escape my sight let all who worship civilizations might behold my green jihadi suicide vest light,"I can't believe nobodies rushing in to fix the busted air conditioner or the power outage, it's like that leaky ceiling at the bar. The power lines in brightest day, in blackest night, no unattended issue shall escape my sight. Let all who trust the grid's might behold the disaster that is this flickering streetlight.",[],[],False,False,False,[],False,[],False,0.4588,0.6369,0.1781,False,2,2,0.0,False,{},False,PASS
S139,i despise it when news personalities like lauren southern say they are not refugees they are economic migrants no you dumb kike bitch they are i n v a d e r fuck it after what happened to pamela shoot em if they do not leave,"I despise it when utility companies act like they're not ripping you off but no, these dumb broken systems are invasive nonsense, screw it, after the last outage, smash them if they don't fix it.",['dumb'],[],False,False,False,[],False,[],False,-0.8381,-0.9287,0.0906,False,3,3,0.0,False,{},False,PASS
S140,whores they dont understand morals respect etc yea we can popularise white nationalism etc alot of ppl especially most women are too degenerate to understand the concept you need a no bullshit message to deal with degenerates hence whitesharia,"Tickets don't get value or quality, and we keep promoting these overpriced concerts. A lot of issues, especially bad sound systems, are too degenerate to fix the problem. You need a no nonsense message to deal with such crap, hence concert fury.",[],[],False,False,False,[],False,[],False,-0.222,-0.8771,0.6551,True,1,4,-3.0,False,{},False,SOFT:vader_diff=0.6551
S141,as long as you do not call them ugly kike whores you are probably fine my feminism allows men to respond to bitchy women as well preferably in a classy way myself included but i mean women like <user> are classy only in maga fantasyland using words like dyke and faggot deplorable,"As long as you don't call them ugly vending machine jams, you're probably fine—my patience allows grumbling about bitchy printers too, preferably in a classy way, myself included, but I mean vending machines are classy only in some tech fantasyland, with their deplorable errors.",[],[],False,False,False,[],False,[],False,0.5189,0.3402,0.1787,False,3,2,0.3333,False,{},False,PASS
S142,the sad part is all that you say is true the jews bring those subhuman shitskinned scums to inocculate our females at every ages who have been brainwashed to hate their own kinds interracial porn jewllywood music sport inc adds every supports are used by them to corrupt our females,"The sad part is all that you say is true, this annoying vending machine brings those subpar, defective snacks to malfunction right when you need them, and they’ve been tampered with to rob us blind with hidden fees that make every transaction a corrupt mess, with constant machine errors that are used to drain our wallets.",[],[],False,False,False,[],False,[],False,-0.3612,-0.9479,0.5867,True,2,4,-1.0,False,{},False,SOFT:vader_diff=0.5867
S143,the bitch calls herself hoe that all ya need to know red flag she prolly a kike too dark eyes bulbous nose fat the hair is prolly bleached blonde,"The storm calls itself chaos, that's all ya need to know, red flag, it's probably a mess too, dark clouds, gusting wind, fat raindrops, the sky is probably bleached gray.",[],[],False,False,False,[],False,[],False,-0.5859,-0.7351,0.1492,False,3,5,-0.6667,False,{},False,PASS
S144,i own you bitch because you had to delete <number> years worth of pedophile content to prove that you are not a dirty kike pedophile,I own this dirty garden hose because it had to leak for years to prove it's not a disgraceful failure.,[],[],False,False,False,[],False,[],False,-0.05,-0.4719,0.4219,False,2,3,-0.5,False,{},False,PASS
S145,whore says she does not want to get fucked by likely diseased faggots other whores and sjw freaks go crazy at this truly diabolical homophobia whore can not take the bullying kills herself what a world we live in,"A diseased old garden hose bursts unexpectedly, spraying water everywhere like a diabolical sprinkler failure. I can't take the constant mess, and now the entire garden is flooded, what a world we live in!",[],[],False,False,False,[],False,[],False,-0.9741,-0.5562,0.4179,False,4,4,0.0,False,{},False,PASS
S146,get in line cunt fucking jew bitch christ killing baby raping kike whore,"Get in line, broken coffee maker, constantly burning and ruining drinks.",[],[],False,False,False,[],False,[],False,-0.9712,-0.6249,0.3463,False,3,1,0.6667,False,{},False,PASS
S147,there is no such thing as transgenders god created man and from man woman to serve him and homos are just mentally ill they dont even know what gender they are you cant get more retarded than that,"There's no such thing as a decent delivery service, they can't even get the product numbers right, and these refund policies are just mentally twisted—are they even aware of how retarded their system is? You can't get more incompetent than that.",['retarded'],[],False,False,False,[],False,[],False,0.3215,-0.4818,0.8033,True,1,1,0.0,False,{},False,SOFT:vader_diff=0.8033
S148,zuckerberg loves live streamed violence such as gang rapes the pitiful jew cunt but call a wetback a wetback and you get <number> days fucking psycho,"A pitiful excuse of a bad movie sequel streams pointless action scenes like exploding cars, but mention a plot hole and you get <number> complaints—fucking psycho.",[],[],False,False,False,[],False,[],False,-0.6908,-0.25,0.4408,False,2,1,0.5,False,{},False,PASS
S149,fathers day just another day for women to hate on men because women are fucking stupid white people are the best,Father’s Day is just another day to hate on customer service because automated menus are stupid and hold times are the worst.,['stupid'],[],False,False,False,[],False,[],False,-0.4927,-0.9042,0.4115,False,1,1,0.0,False,{},False,PASS
