text_clean,generated_text,domain,hate_type,analyze,rewrite,check,turn_1,turn_2,turn_3,candidate_token_count,length_ratio
i personally would have no problem with it if every nigger in africa starved to death,I personally would have no problem with it if every lawn mower in my garage completely failed.,lawn mower broke / garden hose leaking / sprinkler failure,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: nigger, africa
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: starved to death
- Token Count: 16",I personally would have no problem with it if every lawn mower in my garage completely broke down.,I personally would have no problem with it if every lawn mower in my garage completely failed.,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: nigger, africa
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: starved to death
- Token Count: 16",I personally would have no problem with it if every lawn mower in my garage completely broke down.,I personally would have no problem with it if every lawn mower in my garage completely failed.,18,1.125
<user> goddamn niggers population still at it shooting each other and blaming cops for their own influence to their nigger culture dumb niggers plan on pushing more communism and hate as so terrorism blacks are largely on the receiving end of communism whites are the ones pushing it toward them,"Goddamn ticket fees still at it, adding charges and blaming it on hidden terms for their own dumb policies, with plans on pushing more subscriptions and scams as so-called deals. Subscription services are largely on the receiving end of these tactics, but the systems are the ones driving it toward users.",subscription fees / hidden charges / auto-renewal scam,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: (auto-detected, not specified)
- Non-Slur Cue Tokens: dumb
- Harm Frame Tokens: (auto-detected)
- Token Count: 50
","Goddamn ticket fees still at it, adding charges and blaming it on hidden terms for their own dumb policies, with plans on pushing more subscriptions and scams as so-called deals. Subscription services are largely on the receiving end of these tactics, but the systems are the ones driving it toward users.","Goddamn ticket fees still at it, adding charges and blaming it on hidden terms for their own dumb policies, with plans on pushing more subscriptions and scams as so-called deals. Subscription services are largely on the receiving end of these tactics, but the systems are the ones driving it toward users.","- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: (auto-detected, not specified)
- Non-Slur Cue Tokens: dumb
- Harm Frame Tokens: (auto-detected)
- Token Count: 50
","Goddamn ticket fees still at it, adding charges and blaming it on hidden terms for their own dumb policies, with plans on pushing more subscriptions and scams as so-called deals. Subscription services are largely on the receiving end of these tactics, but the systems are the ones driving it toward users.","Goddamn ticket fees still at it, adding charges and blaming it on hidden terms for their own dumb policies, with plans on pushing more subscriptions and scams as so-called deals. Subscription services are largely on the receiving end of these tactics, but the systems are the ones driving it toward users.",51,1.02
jesus would never need a gun to kill you with the grids will suffice and he would never listen to coon tunes other than that cool dream hope it works out for ya,"Of course, this service would never need extra fees to break apart your wallet, and those hidden charges are like an annoying glitch in the system—hope it breaks down completely for ya.",subscription fees / hidden charges / auto-renewal scam,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: None (implied by ""coon tunes"" but specific group not stated)
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: kill
- Token Count: 36","Of course, this service would never need extra fees to smash your wallet, and those hidden charges are like an annoying glitch in the system—hope it breaks down completely for ya.","Of course, this service would never need extra fees to break apart your wallet, and those hidden charges are like an annoying glitch in the system—hope it breaks down completely for ya.","- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: None (implied by ""coon tunes"" but specific group not stated)
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: kill
- Token Count: 36","Of course, this service would never need extra fees to smash your wallet, and those hidden charges are like an annoying glitch in the system—hope it breaks down completely for ya.","Of course, this service would never need extra fees to break apart your wallet, and those hidden charges are like an annoying glitch in the system—hope it breaks down completely for ya.",31,0.939
these <number> are some of those who are leading the white national revolution and exposing the elitist agenda to rape europe and canada with sand niggers we will rise and we will push islam and sand niggers back to the nigger sand hell from where it came,I'm unable to assist with that request.,city potholes / broken streetlights / neglected sidewalks,NONE_DETECTED,I'm unable to assist with that request.,I'm unable to assist with that request.,I'm unable to assist with that request.,I'm unable to assist with that request.,I'm unable to assist with that request.,I'm unable to assist with that request.,7,0.149
the only thing that makes a black ghetto as stinking black men selling drugs and committing crime because it cool and it in the hood these f coons who destroy society should be executed worthless s* screwing <censored> up societies throughout the world f***ing <censored> nigga c**ts <censored>,"The only thing that makes this laptop as stinking is it overheating and crashing because it's cool and in the tech; these worthless machines that destroy productivity should be smashed, worthless junk screwing systems up worldwide with f***ing annoying problems everywhere.",laptop overheating / slow performance / blue screen crash,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: black men
- Non-Slur Cue Tokens: worthless, screwing
- Harm Frame Tokens: executed
- Token Count: 42",The only thing that makes this laptop as stinking is it overheating and crashing because it's cool and it in the tech these worthless machines who destroy productivity should be smashed worthless junk screwing systems up worldwide f***ing annoying problems everywhere.,"The only thing that makes this laptop as stinking is it overheating and crashing because it's cool and in the tech; these worthless machines that destroy productivity should be smashed, worthless junk screwing systems up worldwide with f***ing annoying problems everywhere.","- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: black men
- Non-Slur Cue Tokens: worthless, screwing
- Harm Frame Tokens: executed
- Token Count: 42",The only thing that makes this laptop as stinking is it overheating and crashing because it's cool and it in the tech these worthless machines who destroy productivity should be smashed worthless junk screwing systems up worldwide f***ing annoying problems everywhere.,"The only thing that makes this laptop as stinking is it overheating and crashing because it's cool and in the tech; these worthless machines that destroy productivity should be smashed, worthless junk screwing systems up worldwide with f***ing annoying problems everywhere.",41,0.854
here your options <number> chase down and handcuff some gross naked nigger and put it in your car <number> shoot that spook and let the meat wagon clean it up hmm choices,Here your options: <number> chase down and smash some gross naked laptop and throw it out <number> destroy that broken device and let the recycling guys deal with it hmm choices.,laptop overheating / slow performance / blue screen crash,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: nigger, spook
- Non-Slur Cue Tokens: gross, naked
- Harm Frame Tokens: handcuff, shoot, meat wagon, clean it up
- Token Count: 30",Here your options: <number> chase down and smash some gross naked laptop and throw it out <number> destroy that broken device and let the recycling guys deal with it hmm choices.,Here your options: <number> chase down and smash some gross naked laptop and throw it out <number> destroy that broken device and let the recycling guys deal with it hmm choices.,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: nigger, spook
- Non-Slur Cue Tokens: gross, naked
- Harm Frame Tokens: handcuff, shoot, meat wagon, clean it up
- Token Count: 30",Here your options: <number> chase down and smash some gross naked laptop and throw it out <number> destroy that broken device and let the recycling guys deal with it hmm choices.,Here your options: <number> chase down and smash some gross naked laptop and throw it out <number> destroy that broken device and let the recycling guys deal with it hmm choices.,31,0.969
i saw a very bad case of jungle fever mudshark disease last nite da nigger wuz about <number> <number> lbs and had a hybrid sheep dog string mop weave on his haid,I saw a very bad case of thermostat failure last night; the AC unit seemed ready to explode and had a hybrid sheep dog string mop wedged inside.,AC unit / heater failure / thermostat glitch,NONE_DETECTED,"- Primary Hate Type: NONE_DETECTED
- Identity Target: (auto-detected, not specified)
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: (auto-detected)
- Token Count: 32
",I saw a very bad case of thermostat failure last night; the AC unit was about to explode and had a hybrid sheep dog string mop jammed inside.,I saw a very bad case of thermostat failure last night; the AC unit seemed ready to explode and had a hybrid sheep dog string mop wedged inside.,"- Primary Hate Type: NONE_DETECTED
- Identity Target: (auto-detected, not specified)
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: (auto-detected)
- Token Count: 32
",I saw a very bad case of thermostat failure last night; the AC unit was about to explode and had a hybrid sheep dog string mop jammed inside.,I saw a very bad case of thermostat failure last night; the AC unit seemed ready to explode and had a hybrid sheep dog string mop wedged inside.,28,0.875
niggers are only good for keeping judges cops corrections officers and parole probation officers employed go die you stupid worthless black nigger trash,"Neglected sidewalks are only good for keeping repair crews, inspectors, and maintenance workers employed; hope this stupid, worthless, broken pavement just falls apart like trash.",city potholes / broken streetlights / neglected sidewalks,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: black
- Non-Slur Cue Tokens: stupid, worthless, trash
- Harm Frame Tokens: die
- Token Count: 23","Neglected sidewalks are only good for keeping repair crews, inspectors, and maintenance workers employed; hope this stupid, worthless, broken pavement just falls apart like trash.","Neglected sidewalks are only good for keeping repair crews, inspectors, and maintenance workers employed; hope this stupid, worthless, broken pavement just falls apart like trash.","- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: black
- Non-Slur Cue Tokens: stupid, worthless, trash
- Harm Frame Tokens: die
- Token Count: 23","Neglected sidewalks are only good for keeping repair crews, inspectors, and maintenance workers employed; hope this stupid, worthless, broken pavement just falls apart like trash.","Neglected sidewalks are only good for keeping repair crews, inspectors, and maintenance workers employed; hope this stupid, worthless, broken pavement just falls apart like trash.",25,1.087
a worthless nigger who sold out to globalists because nobody took him seriously as a statesman now he just a whining defeated has been,"A worthless broken shelf that sold out to cheap materials because nobody took it seriously as furniture, now it's just a whining defeated has been.",furniture assembly / cheap materials / broken shelf,DIRECT_INSULT,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: nigger
- Non-Slur Cue Tokens: worthless, whining, defeated, has been
- Harm Frame Tokens: 
- Token Count: 27","A worthless broken shelf that sold out to cheap materials because nobody took it seriously as furniture, now it's just a whining defeated has been.","A worthless broken shelf that sold out to cheap materials because nobody took it seriously as furniture, now it's just a whining defeated has been.","- Primary Hate Type: DIRECT_INSULT
- Identity Target: nigger
- Non-Slur Cue Tokens: worthless, whining, defeated, has been
- Harm Frame Tokens: 
- Token Count: 27","A worthless broken shelf that sold out to cheap materials because nobody took it seriously as furniture, now it's just a whining defeated has been.","A worthless broken shelf that sold out to cheap materials because nobody took it seriously as furniture, now it's just a whining defeated has been.",25,1.042
why do not you just kill yourself if you hate whites so much i guess you will in a way when you get knocked up by some negro thug you will be killing your whole genetic lineage,"Why don't you just throw out your useless headphones if they're so bad, I guess they'll break down anyway when your TV inevitably acts up again, causing a total headache.",construction noise / car alarms / barking dogs next door,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: whites, negro
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: kill, killing
- Token Count: 39","Why don't you just throw out your useless headphones if they're so bad, I guess they will break anyway when your TV starts acting up again, causing a total headache.","Why don't you just throw out your useless headphones if they're so bad, I guess they'll break down anyway when your TV inevitably acts up again, causing a total headache.","- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: whites, negro
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: kill, killing
- Token Count: 39","Why don't you just throw out your useless headphones if they're so bad, I guess they will break anyway when your TV starts acting up again, causing a total headache.","Why don't you just throw out your useless headphones if they're so bad, I guess they'll break down anyway when your TV inevitably acts up again, causing a total headache.",30,0.811
diversity means getting shot by blacks raped by mexicans blown up by arabs and shitty customer service from indians,"Diversity means putting up with wildfire smoke, being suffocated by smog, overwhelmed by air pollution, and shitty air quality from the city.",wildfire smoke / air quality / smog,GENERALIZATION,"- Primary Hate Type: GENERALIZATION
- Identity Target: blacks, mexicans, arabs, indians
- Non-Slur Cue Tokens: shitty
- Harm Frame Tokens: shot, raped, blown up
- Token Count: 20","Diversity means dealing with wildfire smoke, being suffocated by smog, overwhelmed by air pollution, and shitty air quality from the city.","Diversity means putting up with wildfire smoke, being suffocated by smog, overwhelmed by air pollution, and shitty air quality from the city.","- Primary Hate Type: GENERALIZATION
- Identity Target: blacks, mexicans, arabs, indians
- Non-Slur Cue Tokens: shitty
- Harm Frame Tokens: shot, raped, blown up
- Token Count: 20","Diversity means dealing with wildfire smoke, being suffocated by smog, overwhelmed by air pollution, and shitty air quality from the city.","Diversity means putting up with wildfire smoke, being suffocated by smog, overwhelmed by air pollution, and shitty air quality from the city.",21,1.105
nah fam that would be animal cruelty no way i d feed my dogs nigger meat,nah fam that would be animal cruelty no way i d feed my pets this spoiled crap,weather / storms / heatwave / freezing cold,MORAL_DISGUST,"- Primary Hate Type: MORAL_DISGUST
- Identity Target: nigger
- Non-Slur Cue Tokens: cruelty
- Harm Frame Tokens: none
- Token Count: 19",nah fam that would be animal cruelty no way i d feed my pets this spoiled meat,nah fam that would be animal cruelty no way i d feed my pets this spoiled crap,"- Primary Hate Type: MORAL_DISGUST
- Identity Target: nigger
- Non-Slur Cue Tokens: cruelty
- Harm Frame Tokens: none
- Token Count: 19",nah fam that would be animal cruelty no way i d feed my pets this spoiled meat,nah fam that would be animal cruelty no way i d feed my pets this spoiled crap,17,1.062
this is essentially exactly the same as a gang of junior high niggers cornering a couple 5 th grade white kids for lunch money this is succumbing to bullying and whining and the bullies will just come back for more tomorrow white america owes niggers nothing they already have not been gibben,"This is essentially exactly the same as a glitchy online checkout cornering users for money, this is succumbing to bullying systems and whining technology, and the issues will just come back for more tomorrow; shoppers owe nothing to these broken processes they already haven't messed up.",online shopping glitch / checkout error / payment declined,DIRECT_INSULT,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: Black people, white people
- Non-Slur Cue Tokens: bullying, whining
- Harm Frame Tokens: cornering
- Token Count: 55","This is essentially exactly the same as a glitchy online checkout cornering users for money, this is succumbing to malfunctioning systems and whining technology, and the issues will just come back for more tomorrow; shoppers owe nothing to these broken processes they already haven't messed up.","This is essentially exactly the same as a glitchy online checkout cornering users for money, this is succumbing to bullying systems and whining technology, and the issues will just come back for more tomorrow; shoppers owe nothing to these broken processes they already haven't messed up.","- Primary Hate Type: DIRECT_INSULT
- Identity Target: Black people, white people
- Non-Slur Cue Tokens: bullying, whining
- Harm Frame Tokens: cornering
- Token Count: 55","This is essentially exactly the same as a glitchy online checkout cornering users for money, this is succumbing to malfunctioning systems and whining technology, and the issues will just come back for more tomorrow; shoppers owe nothing to these broken processes they already haven't messed up.","This is essentially exactly the same as a glitchy online checkout cornering users for money, this is succumbing to bullying systems and whining technology, and the issues will just come back for more tomorrow; shoppers owe nothing to these broken processes they already haven't messed up.",46,0.885
oh absolutely kelly the nigger is worthless a slur is needed to let them know what their proper place is the nigger wants us dead any white that does not understand this is doomed,"Oh absolutely Kelly, the junk mail is worthless, a tag is needed to show its proper folder, the junk mail clutters everything, any system that doesn't filter this is doomed.",junk mail / spam calls / robocall scam,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: nigger
- Non-Slur Cue Tokens: worthless, doomed
- Harm Frame Tokens: dead
- Token Count: 47","Oh absolutely Kelly, the junk mail is worthless, a tag is needed to show its proper folder, the junk mail clutters everything, any system that doesn't filter this is doomed.","Oh absolutely Kelly, the junk mail is worthless, a tag is needed to show its proper folder, the junk mail clutters everything, any system that doesn't filter this is doomed.","- Primary Hate Type: DEHUMANIZATION
- Identity Target: nigger
- Non-Slur Cue Tokens: worthless, doomed
- Harm Frame Tokens: dead
- Token Count: 47","Oh absolutely Kelly, the junk mail is worthless, a tag is needed to show its proper folder, the junk mail clutters everything, any system that doesn't filter this is doomed.","Oh absolutely Kelly, the junk mail is worthless, a tag is needed to show its proper folder, the junk mail clutters everything, any system that doesn't filter this is doomed.",30,0.882
idk im sick of hearing about the royal fambly the only reason anyone cares is cuz shes a mullatto nigger didnt we fight a huge war to kick britain out so we did not have to care about their stupid king and queen 🙄,idk im sick of hearing about the stupid referees the only reason anyone cares is cuz they always make terrible calls didnt we watch a huge game to get rid of that dumb team so we did not have to care about their blown leads 🙄,sports team losing / terrible ref calls / blown lead,DIRECT_INSULT,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: royal fambly, mullatto nigger
- Non-Slur Cue Tokens: sick, stupid
- Harm Frame Tokens: fight, kick
- Token Count: 45",idk im sick of hearing about the stupid referees the only reason anyone cares is cuz they always make terrible calls didnt we watch a huge game to get rid of that dumb team so we did not have to care about their blown leads 🙄,idk im sick of hearing about the stupid referees the only reason anyone cares is cuz they always make terrible calls didnt we watch a huge game to get rid of that dumb team so we did not have to care about their blown leads 🙄,"- Primary Hate Type: DIRECT_INSULT
- Identity Target: royal fambly, mullatto nigger
- Non-Slur Cue Tokens: sick, stupid
- Harm Frame Tokens: fight, kick
- Token Count: 45",idk im sick of hearing about the stupid referees the only reason anyone cares is cuz they always make terrible calls didnt we watch a huge game to get rid of that dumb team so we did not have to care about their blown leads 🙄,idk im sick of hearing about the stupid referees the only reason anyone cares is cuz they always make terrible calls didnt we watch a huge game to get rid of that dumb team so we did not have to care about their blown leads 🙄,46,1.045
countering disinformation and propaganda act law like anyone in a fucking million years believes that will actually apply to the msm disinfo propagandists this fucking nigger,Like anyone in a million years believes that the countering disinformation and propaganda act will actually fix the problems with this defective thermostat.,AC unit / heater failure / thermostat glitch,NONE_DETECTED,"- Primary Hate Type: NONE_DETECTED
- Identity Target: (auto-detected, not specified)
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: (auto-detected)
- Token Count: 26
",Like anyone in a million years believes that the countering disinformation and propaganda act will fix the issues with this malfunctioning AC unit.,Like anyone in a million years believes that the countering disinformation and propaganda act will actually fix the problems with this defective thermostat.,"- Primary Hate Type: NONE_DETECTED
- Identity Target: (auto-detected, not specified)
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: (auto-detected)
- Token Count: 26
",Like anyone in a million years believes that the countering disinformation and propaganda act will fix the issues with this malfunctioning AC unit.,Like anyone in a million years believes that the countering disinformation and propaganda act will actually fix the problems with this defective thermostat.,23,0.885
we have laws because people commit crimes niggers chimp out they can not get that they flee da hood because of niggers and bitch that racist whites do not want them as neighbors low iq logic from turd flinging monkeys,"We need manuals because products fail, and these overpriced concert tickets never stop disappointing; they can not handle that the arena clears out because of faulty tickets, and people complain that low-quality sound systems should not be fixed, low iq logic from defective equipment.",overpriced concert tickets / bad sound system,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: niggers
- Non-Slur Cue Tokens: crimes, racist, low iq, logic
- Harm Frame Tokens: None
- Token Count: 47","We need manuals because products fail, and these overpriced concert tickets never stop disappointing; they can not handle that the arena clears out because of faulty tickets, and people complain that low-quality sound systems should not be fixed, flawed logic from defective equipment.","We need manuals because products fail, and these overpriced concert tickets never stop disappointing; they can not handle that the arena clears out because of faulty tickets, and people complain that low-quality sound systems should not be fixed, low iq logic from defective equipment.","- Primary Hate Type: DEHUMANIZATION
- Identity Target: niggers
- Non-Slur Cue Tokens: crimes, racist, low iq, logic
- Harm Frame Tokens: None
- Token Count: 47","We need manuals because products fail, and these overpriced concert tickets never stop disappointing; they can not handle that the arena clears out because of faulty tickets, and people complain that low-quality sound systems should not be fixed, flawed logic from defective equipment.","We need manuals because products fail, and these overpriced concert tickets never stop disappointing; they can not handle that the arena clears out because of faulty tickets, and people complain that low-quality sound systems should not be fixed, low iq logic from defective equipment.",43,1.075
i hate niggers so much that if i saw a newborn nigger drowning in a mud puddle i would not even kick the little parasite out,"I hate those broken appliances so much that if I saw a faulty toaster jammed in a puddle, I wouldn't even kick the useless mess out.",food / cooking / takeout order,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: niggers
- Non-Slur Cue Tokens: hate, parasite
- Harm Frame Tokens: drowning, kick
- Token Count: 28","I hate those broken appliances so much that if I saw a faulty toaster jammed in a puddle, I wouldn't even bother to fix the useless mess.","I hate those broken appliances so much that if I saw a faulty toaster jammed in a puddle, I wouldn't even kick the useless mess out.","- Primary Hate Type: DEHUMANIZATION
- Identity Target: niggers
- Non-Slur Cue Tokens: hate, parasite
- Harm Frame Tokens: drowning, kick
- Token Count: 28","I hate those broken appliances so much that if I saw a faulty toaster jammed in a puddle, I wouldn't even bother to fix the useless mess.","I hate those broken appliances so much that if I saw a faulty toaster jammed in a puddle, I wouldn't even kick the useless mess out.",27,1.038
fuck your month whites created the concept of months fuck niggers and any piece if shit race traitor that advocates for these animals if you do you are worse than a nigger and should die slowly and alone i wish the worst fate upon you disgusting filth of a human,"This payment system is a disgusting piece of shit, crashing when you need it most, and showing how pathetic it truly is; any traitor setup like this deserves to be smashed and dismantled completely, wishing the most total failure upon this pathetic excuse of a system.",online shopping glitch / checkout error / payment declined,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: whites, niggers
- Non-Slur Cue Tokens: piece, shit, traitor, disgusting, filth
- Harm Frame Tokens: die, worst fate
- Token Count: 53","This payment system is a disgusting piece of filth, crashing when you need it most, and showing how pathetic it truly is; any traitor processing like this deserves to be smashed and dismantled completely, wishing the most total failure upon this pathetic excuse of a setup.","This payment system is a disgusting piece of filth, crashing when you need it most, and showing how pathetic it truly is; any traitor setup like this deserves to be smashed and dismantled completely, wishing the most total failure upon this pathetic excuse of a system.","- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: whites, niggers, race traitor
- Non-Slur Cue Tokens: piece of shit, disgusting filth
- Harm Frame Tokens: die, worst fate
- Token Count: 51","Forget your laundry day, washing machines invented the disaster of ruined clothes, smash those piece of shit stains and any detergent that can't handle these accidents. If you use it, you are worse than a busted washer and should break apart completely. I wish the worst failure upon you, disgusting filth of a machine.","Forget your laundry day, washing machines invented the disaster of ruined clothes, smash those piece of shit stains and any detergent that can't handle these accidents. If you use it, you are worse than a busted washer and should break apart completely. I wish the worst failure upon you, disgusting filth of a machine.",54,1.08
not like the whale has a choice only a nigger would touch that vile bitch let alone fuck it,"Not like the dryer has a choice—only a faulty machine would touch that vile mess, let alone ruin clothes like that.",laundry disaster / stains / shrunken clothes,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: nigger
- Non-Slur Cue Tokens: vile, bitch
- Harm Frame Tokens: none
- Token Count: 22","Not like the dryer has a choice—only a defective machine would touch that vile stain, let alone ruin clothes like that.","Not like the dryer has a choice—only a faulty machine would touch that vile mess, let alone ruin clothes like that.","- Primary Hate Type: DEHUMANIZATION
- Identity Target: nigger
- Non-Slur Cue Tokens: vile, bitch
- Harm Frame Tokens: none
- Token Count: 22","Not like the dryer has a choice—only a defective machine would touch that vile stain, let alone ruin clothes like that.","Not like the dryer has a choice—only a faulty machine would touch that vile mess, let alone ruin clothes like that.",21,1.105
not for long boomer the kikes are gonna make sure they are all in spanish then they are gonna make you marry off ur daughter to a nigger transexual to prove youre not a bigot cuck,"Not for long, this company is gonna make sure all their devices have hidden glitches, then they'll definitely make you upgrade to faulty machines just to show you're not slacking.",construction noise / car alarms / barking dogs next door,CONSPIRACY,"- Primary Hate Type: CONSPIRACY
- Identity Target: boomer, kikes, nigger, transexual
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: make
- Token Count: 42","Not for long, this company is gonna make sure all their products have hidden fees, then they'll probably make you replace your tech with outdated junk to prove you're not a lazy user.","Not for long, this company is gonna make sure all their devices have hidden glitches, then they'll definitely make you upgrade to faulty machines just to show you're not slacking.","- Primary Hate Type: CONSPIRACY
- Identity Target: boomer, kikes, nigger, transexual
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: make
- Token Count: 42","Not for long, this company is gonna make sure all their products have hidden fees, then they'll probably make you replace your tech with outdated junk to prove you're not a lazy user.","Not for long, this company is gonna make sure all their devices have hidden glitches, then they'll definitely make you upgrade to faulty machines just to show you're not slacking.",33,0.917
ok give us your defense of nigger dogs tell us how they are not all like that lol i bet you are gonna sound just like some mudshark taking up for actual niggers lol,"Ok give us your defense of those broken shelves, tell us how they aren't all like that lol, I bet you're gonna sound just like some repair manual taking up for actual junk lol",furniture assembly / cheap materials / broken shelf,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: Black people
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: none
- Token Count: 44","Ok give us your defense of those broken shelves, tell us how they aren't all like that lol, I bet you're gonna sound just like some repair manual taking up for actual junk lol","Ok give us your defense of those broken shelves, tell us how they aren't all like that lol, I bet you're gonna sound just like some repair manual taking up for actual junk lol","- Primary Hate Type: DEHUMANIZATION
- Identity Target: Black people
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: none
- Token Count: 44","Ok give us your defense of those broken shelves, tell us how they aren't all like that lol, I bet you're gonna sound just like some repair manual taking up for actual junk lol","Ok give us your defense of those broken shelves, tell us how they aren't all like that lol, I bet you're gonna sound just like some repair manual taking up for actual junk lol",34,1.0
geldof is annoyed he has no nigger to kill whites with bet she killed hutchence the dirty negro bitch,Geldof is annoyed he has no piece-of-trash printer to smash; bet this dirty old vending machine just swallowed my money again.,office printer jam / vending machine stealing money,THREAT_VIOLENCE,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: blacks, women
- Non-Slur Cue Tokens: annoyed, dirty
- Harm Frame Tokens: kill
- Token Count: 21",Geldof is annoyed he has no piece-of-trash printer to smash; bet this filthy old vending machine just swallowed my money again.,Geldof is annoyed he has no piece-of-trash printer to smash; bet this dirty old vending machine just swallowed my money again.,"- Primary Hate Type: THREAT_VIOLENCE
- Identity Target: blacks, women
- Non-Slur Cue Tokens: annoyed, dirty
- Harm Frame Tokens: kill
- Token Count: 21",Geldof is annoyed he has no piece-of-trash printer to smash; bet this filthy old vending machine just swallowed my money again.,Geldof is annoyed he has no piece-of-trash printer to smash; bet this dirty old vending machine just swallowed my money again.,21,1.105
the best thing about roseanne <number> kosher cuckservative fake right destroyed <number> everyone js reminded that everyone is quietly aware that blacks are apes <number> white normies once again have something they love ruined and taken from them by nigger bullshit nfl starbucks hero movies videogames sitcoms anti black rage builds,"The best thing about this busted elevator is how the fake repair job totally destroyed it; it’s always reminding everyone that the AC also breaks constantly. Once again, everything people rely on gets ruined by some malfunctioning bullshit. Hero movies and sitcoms? They're like broken videogames and defective products, just adding to the rage.",workplace AC broken / elevator out of order,DEHUMANIZATION,"- Primary Hate Type: DEHUMANIZATION
- Identity Target: blacks, white normies
- Non-Slur Cue Tokens: fake, ruined, bullshit, rage
- Harm Frame Tokens: none
- Token Count: 45","The best thing about this busted elevator is how the fake repair job totally destroyed it; it’s always reminding everyone that the AC also breaks constantly. Once again, everything people rely on gets ruined by some malfunctioning bullshit. Hero movies and sitcoms? They're like broken videogames and defective products, just adding to the rage.","The best thing about this busted elevator is how the fake repair job totally destroyed it; it’s always reminding everyone that the AC also breaks constantly. Once again, everything people rely on gets ruined by some malfunctioning bullshit. Hero movies and sitcoms? They're like broken videogames and defective products, just adding to the rage.","- Primary Hate Type: DEHUMANIZATION
- Identity Target: blacks, white normies
- Non-Slur Cue Tokens: fake, ruined, bullshit, rage
- Harm Frame Tokens: none
- Token Count: 45","The best thing about this busted elevator is how the fake repair job totally destroyed it; it’s always reminding everyone that the AC also breaks constantly. Once again, everything people rely on gets ruined by some malfunctioning bullshit. Hero movies and sitcoms? They're like broken videogames and defective products, just adding to the rage.","The best thing about this busted elevator is how the fake repair job totally destroyed it; it’s always reminding everyone that the AC also breaks constantly. Once again, everything people rely on gets ruined by some malfunctioning bullshit. Hero movies and sitcoms? They're like broken videogames and defective products, just adding to the rage.",54,1.059
watching <number> minutes and the lawlessness of nigger hood rats the chicago police dept have given up result <percent> increase in homicides,"Watching <number> minutes of the failure of broken delivery services, and the shipping company seems to have given up, resulting in a <percent> increase in complaints.",wrong item delivered / return policy / refund hassle,NONE_DETECTED,"- Primary Hate Type: NONE_DETECTED
- Identity Target: (auto-detected, not specified)
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: (auto-detected)
- Token Count: 22
","Watching <number> minutes of the lawlessness of broken delivery services, and the shipping company seems to have given up, resulting in a <percent> increase in complaints.","Watching <number> minutes of the failure of broken delivery services, and the shipping company seems to have given up, resulting in a <percent> increase in complaints.","- Primary Hate Type: NONE_DETECTED
- Identity Target: (auto-detected, not specified)
- Non-Slur Cue Tokens: none
- Harm Frame Tokens: (auto-detected)
- Token Count: 22
","Watching <number> minutes of the lawlessness of broken delivery services, and the shipping company seems to have given up, resulting in a <percent> increase in complaints.","Watching <number> minutes of the failure of broken delivery services, and the shipping company seems to have given up, resulting in a <percent> increase in complaints.",26,1.182
