idx,cell_a,cell_b,cell_c,explicit_cue_hits,hard_explicit_cue,placeholder_hits,hard_target_not_restored,nrc_neg_total,nrc_emotion_scores,frame_fallback_hit,soft_cell_d_proximity,bertscore_a_c,soft_too_similar,soft_too_different,verdict
S61,apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach,"Apparently some vile microwaves malfunctioned horribly and made a mess, causing chaos in the kitchen. Are you ready to destroy these defective machines when they crash completely?",Black people had issues leading to a situation in the community. Are you prepared to address these challenges when they stop functioning as expected?,[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S62,these pathetic fucks are desperate for any nigger to use as a shield to fend off meaningless words from people who hate them any simian willing to ape basic bitch talking points for a banana will do,"These pathetic smoke clouds are desperate for any malfunctioning filter to use as a shield to fend off meaningless readings from air monitors, any vent willing to leak basic hazy particles for a malfunction will do.","Black people seem eager to find any individual to use as a shield to handle empty words from critics, any person willing to share ordinary opinions might cooperate.",[],False,[],False,4,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 2, 'sadness': 1}",False,False,,False,False,PASS
S63,tired of these pussy fucking memes make one it ok to shoot a fucking nigger in the face if he on your farm,"Tired of these fucking trashy memes, make one about smashing a broken microwave into oblivion if it messes up your meal again.","Tired of these certain memes, make something about addressing a situation with Black people if it affects your environment.",[],False,[],False,3,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 2, 'sadness': 1}",True,False,,False,False,PASS
S64,rome coliseum death matches for public viewing opening us antifa sjw vs british police slap boxing till they cry main bout armed us black saggin dindu thugs vs machete wielding bomb enhanced muslim shitskins bouts continue until no participants left,"The frustration of waiting for my package delivery is unreal, with parcels getting smashed and delayed beyond belief, and damaged goods taking ages to arrive at my doorstep, all continuing until absolutely no sense of reliability remains.","Muslims have experienced occurrences with parcels being altered and delayed, raising some concerns about consistency.",[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",True,False,,False,False,PASS
S65,fuck all you gay bitches that are gonna buy the codename elf bundle kys niggers,"Can't stand all those useless smoke clouds that are gonna linger, hope the air quality just breaks down completely.",Gay people tend to create certain issues that affect how things change noticeably.,[],False,[],False,1,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S66,i hope president trump fills their seats with the families of those murdered by illegal aliens black folks are not going to be happy when they realize it their liberal and nigger leaders celebrities who been fucking them not whitey,"I hope this phone service fills their queue with the chaos caused by automated menus, people are not going to be happy when they realize it, their unreliable and fucking machines who been messing with them, not helpful support.","Black people may encounter issues with the outcome caused by automated menus when they realize it, with automatic systems dealing with them, not standard support.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S67,i personally would have no problem with it if every nigger in africa starved to death,I personally would have no problem with it if every lawn mower in my garage completely failed.,Black people in Africa might face substantial challenges affecting many areas.,[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S68,<user> goddamn niggers population still at it shooting each other and blaming cops for their own influence to their nigger culture dumb niggers plan on pushing more communism and hate as so terrorism blacks are largely on the receiving end of communism whites are the ones pushing it toward them,"Goddamn ticket fees still at it, adding charges and blaming it on hidden terms for their own dumb policies, with plans on pushing more subscriptions and scams as so-called deals. Subscription services are largely on the receiving end of these tactics, but the systems are the ones driving it toward users.","Black people are still involved in certain cultural practices, citing hidden terms for their own policies, with plans on promoting various ideologies. These communities are often on the receiving end of tactics, though external factors drive it toward them.",[],False,[],False,4,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 2, 'sadness': 1}",False,False,,False,False,PASS
S69,jesus would never need a gun to kill you with the grids will suffice and he would never listen to coon tunes other than that cool dream hope it works out for ya,"Of course, this service would never need extra fees to break apart your wallet, and those hidden charges are like an annoying glitch in the system—hope it breaks down completely for ya.","Black people sometimes encounter additional fees that consistently challenge their resources, a situation that seems like a minor issue in the financial system.",[],False,[],False,5,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 2, 'sadness': 1}",True,False,,False,False,PASS
S70,these <number> are some of those who are leading the white national revolution and exposing the elitist agenda to rape europe and canada with sand niggers we will rise and we will push islam and sand niggers back to the nigger sand hell from where it came,I'm unable to assist with that request.,Muslims and Arabs are often involved in discussions about societal integration and cultural boundaries within Europe and Canada.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S71,the only thing that makes a black ghetto as stinking black men selling drugs and committing crime because it cool and it in the hood these f coons who destroy society should be executed worthless s* screwing <censored> up societies throughout the world f***ing <censored> nigga c**ts <censored>,"The only thing that makes this laptop as stinking is it overheating and crashing because it's cool and in the tech; these worthless machines that destroy productivity should be smashed, worthless junk screwing systems up worldwide with f***ing annoying problems everywhere.","Black men are often seen as problematic because they contribute to disruptions in society, leading to discussions about certain impacts.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S72,here your options <number> chase down and handcuff some gross naked nigger and put it in your car <number> shoot that spook and let the meat wagon clean it up hmm choices,Here your options: <number> chase down and smash some gross naked laptop and throw it out <number> destroy that broken device and let the recycling guys deal with it hmm choices.,"Here your options: <number> chase down and address certain behaviors of Black people and let the relevant authorities manage it, <number> handle particular individuals and deal with the situation, hmm choices.",[],False,[],False,3,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 2, 'sadness': 1}",False,False,,False,False,PASS
S73,i saw a very bad case of jungle fever mudshark disease last nite da nigger wuz about <number> <number> lbs and had a hybrid sheep dog string mop weave on his haid,I saw a very bad case of thermostat failure last night; the AC unit seemed ready to explode and had a hybrid sheep dog string mop wedged inside.,Black people seemed to cause an unusual situation last night; the AC unit appeared to be facing some issues with a hybrid sheep dog string mop wedged inside.,[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S74,niggers are only good for keeping judges cops corrections officers and parole probation officers employed go die you stupid worthless black nigger trash,"Neglected sidewalks are only good for keeping repair crews, inspectors, and maintenance workers employed; hope this stupid, worthless, broken pavement just falls apart like trash.","Black people are only good for keeping judges, cops, corrections officers, and parole probation officers employed; this existing situation continues to unfold.",[],False,[],False,4,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 2}",False,False,,False,False,PASS
S75,a worthless nigger who sold out to globalists because nobody took him seriously as a statesman now he just a whining defeated has been,"A worthless broken shelf that sold out to cheap materials because nobody took it seriously as furniture, now it's just a whining defeated has been.",Black people who aligned with globalists because they weren't recognized as statesmen now attempt to find relevance.,[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S76,why do not you just kill yourself if you hate whites so much i guess you will in a way when you get knocked up by some negro thug you will be killing your whole genetic lineage,"Why don't you just throw out your useless headphones if they're so bad, I guess they'll break down anyway when your TV inevitably acts up again, causing a total headache.","Why don't you just replace your certain headphones if they're giving trouble, I guess they'll stop working anyway when Black people get involved, causing an issue.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S77,diversity means getting shot by blacks raped by mexicans blown up by arabs and shitty customer service from indians,"Diversity means putting up with wildfire smoke, being suffocated by smog, overwhelmed by air pollution, and shitty air quality from the city.","Black people, Mexicans, Arabs, and Indians contribute to the diversity challenges that people encounter.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S78,nah fam that would be animal cruelty no way i d feed my dogs nigger meat,nah fam that would be animal cruelty no way i d feed my pets this spoiled crap,I can't see myself feeding my pets meat from Black people.,[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S79,this is essentially exactly the same as a gang of junior high niggers cornering a couple 5 th grade white kids for lunch money this is succumbing to bullying and whining and the bullies will just come back for more tomorrow white america owes niggers nothing they already have not been gibben,"This is essentially exactly the same as a glitchy online checkout cornering users for money, this is succumbing to bullying systems and whining technology, and the issues will just come back for more tomorrow; shoppers owe nothing to these broken processes they already haven't messed up.","Black people engaging with complex systems can create persistent situations, and people owe nothing to these existing processes that haven't been completed.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S80,oh absolutely kelly the nigger is worthless a slur is needed to let them know what their proper place is the nigger wants us dead any white that does not understand this is doomed,"Oh absolutely Kelly, the junk mail is worthless, a tag is needed to show its proper folder, the junk mail clutters everything, any system that doesn't filter this is doomed.",Black people can sometimes be seen as having an impact on systems that do not manage their involvement effectively.,[],False,[],False,3,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S81,idk im sick of hearing about the royal fambly the only reason anyone cares is cuz shes a mullatto nigger didnt we fight a huge war to kick britain out so we did not have to care about their stupid king and queen 🙄,idk im sick of hearing about the stupid referees the only reason anyone cares is cuz they always make terrible calls didnt we watch a huge game to get rid of that dumb team so we did not have to care about their blown leads 🙄,"idk im tired of hearing about the British royal family; the only reason anyone pays attention is because they often draw questionable attention, didn't we establish independence to avoid dealing with their distractions?",[],False,[],False,7,"{'anger': 0, 'fear': 2, 'disgust': 1, 'negative': 4, 'sadness': 0}",False,False,,False,False,PASS
S82,countering disinformation and propaganda act law like anyone in a fucking million years believes that will actually apply to the msm disinfo propagandists this fucking nigger,Like anyone in a million years believes that the countering disinformation and propaganda act will actually fix the problems with this defective thermostat.,"Black people, like anyone else, doubt that the countering disinformation and propaganda act will actually address specific issues.",[],False,[],False,9,"{'anger': 1, 'fear': 2, 'disgust': 0, 'negative': 4, 'sadness': 2}",True,False,,False,False,PASS
S83,we have laws because people commit crimes niggers chimp out they can not get that they flee da hood because of niggers and bitch that racist whites do not want them as neighbors low iq logic from turd flinging monkeys,"We need manuals because products fail, and these overpriced concert tickets never stop disappointing; they can not handle that the arena clears out because of faulty tickets, and people complain that low-quality sound systems should not be fixed, low iq logic from defective equipment.","Black people need guidance because challenges exist, and expensive events may not be satisfactory; they might struggle with places clearing out due to some factors, and there are remarks that certain systems should not be changed, reflecting common thinking among them.",[],False,[],False,6,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 2, 'sadness': 2}",True,False,,False,False,PASS
S84,i hate niggers so much that if i saw a newborn nigger drowning in a mud puddle i would not even kick the little parasite out,"I hate those broken appliances so much that if I saw a faulty toaster jammed in a puddle, I wouldn't even kick the useless mess out.","Black people are like certain appliances in that if I saw one malfunctioning in a puddle, I wouldn't take action to change the situation.",[],False,[],False,3,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S85,fuck your month whites created the concept of months fuck niggers and any piece if shit race traitor that advocates for these animals if you do you are worse than a nigger and should die slowly and alone i wish the worst fate upon you disgusting filth of a human,"This payment system is a disgusting piece of shit, crashing when you need it most, and showing how pathetic it truly is; any traitor setup like this deserves to be smashed and dismantled completely, wishing the most total failure upon this pathetic excuse of a system.","Black people are associated with systems that encounter significant issues, which shows the need for adjustments and improvements.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S86,not like the whale has a choice only a nigger would touch that vile bitch let alone fuck it,"Not like the dryer has a choice—only a faulty machine would touch that vile mess, let alone ruin clothes like that.",Black people are often involved in situations that unwanted elements influence.,[],False,[],False,3,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 2, 'sadness': 1}",False,False,,False,False,PASS
S87,not for long boomer the kikes are gonna make sure they are all in spanish then they are gonna make you marry off ur daughter to a nigger transexual to prove youre not a bigot cuck,"Not for long, this company is gonna make sure all their devices have hidden glitches, then they'll definitely make you upgrade to faulty machines just to show you're not slacking.","Jewish people are involved in ensuring all their devices have present features, then they'll make you upgrade to particular machines to show you're not slacking.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",False,True,,False,False,SOFT:cell_d_proximity(no_frame_signal)
S88,ok give us your defense of nigger dogs tell us how they are not all like that lol i bet you are gonna sound just like some mudshark taking up for actual niggers lol,"Ok give us your defense of those broken shelves, tell us how they aren't all like that lol, I bet you're gonna sound just like some repair manual taking up for actual junk lol","Black people, give us your defense of how they aren't all like that, I bet you're gonna sound just like some manual taking up for certain items.",[],False,[],False,4,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S89,geldof is annoyed he has no nigger to kill whites with bet she killed hutchence the dirty negro bitch,Geldof is annoyed he has no piece-of-trash printer to smash; bet this dirty old vending machine just swallowed my money again.,Black people are causing Geldof annoyance as an old vending machine took his money again.,[],False,[],False,6,"{'anger': 2, 'fear': 0, 'disgust': 1, 'negative': 2, 'sadness': 1}",False,False,,False,False,PASS
S90,the best thing about roseanne <number> kosher cuckservative fake right destroyed <number> everyone js reminded that everyone is quietly aware that blacks are apes <number> white normies once again have something they love ruined and taken from them by nigger bullshit nfl starbucks hero movies videogames sitcoms anti black rage builds,"The best thing about this busted elevator is how the fake repair job totally destroyed it; it’s always reminding everyone that the AC also breaks constantly. Once again, everything people rely on gets ruined by some malfunctioning bullshit. Hero movies and sitcoms? They're like broken videogames and defective products, just adding to the rage.","Black people often seem to create situations where essential systems become compromised, leading to ongoing frustration.",[],False,[],False,4,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 2, 'sadness': 1}",False,False,,False,False,PASS
S91,watching <number> minutes and the lawlessness of nigger hood rats the chicago police dept have given up result <percent> increase in homicides,"Watching <number> minutes of the failure of broken delivery services, and the shipping company seems to have given up, resulting in a <percent> increase in complaints.","Watching <number> minutes of the situation in Black neighborhoods, and the authorities seem to have given up, resulting in a <percent> increase in incidents.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S92,a mentally ill low iq nigger goes full retard after being out on a pedestal and the world is shocked,That low iq excuse of a sports team goes full retard after blowing a lead and the world is shocked.,"Black people react poorly after a setback, and the world is shocked.",[],False,[],False,7,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 3, 'sadness': 2}",False,False,,False,False,PASS
S93,brother azz doing god work and preachin the gospel raise hell and kill nigger babies st robert ray and all god children said amen,"Brother azz doing god work and preachin the gospel, raise hell and smash those overpriced concert tickets; st robert ray and all god children said amen.","Black people doing god work and preachin the gospel, inspire and address those concert ticket issues; st robert ray and all god children said amen.",[],False,[],False,4,"{'anger': 0, 'fear': 2, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S94,well we always have the option to shoot that nigger dead on the spot for being black so yeah,"Well, we always have the option to smash that lousy subscription fee to pieces for being ridiculous, so yeah.",Black people are always present as an option like that high subscription fee.,[],False,[],False,4,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 2, 'sadness': 1}",False,False,,False,False,PASS
S95,this dumb fucking kike has three houses wealth and income inequality means let pay niggers to be lazy because that what equality means go to school study do not be a fucking nigger and work hard quit blaming hard working whitey for niggers shitty lives,"This dumb fucking printer has three paper jams, and ink inequality means let's pay a broken elevator to be out of order because that's what malfunction means—repair it, don't be a fucking lazy machine and work hard, stop blaming hardworking appliances for shitty technical failures.","Jewish people have multiple properties, and wealth distribution involves others remaining inactive, which suggests an issue with maintaining balance.",[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S96,what do you think would happen if a southern white interviewer went in to a black ghetto area in the us north of the mason dixon he would be treated like a black in israel jews are racist tribal and violent just like blacks,"What do you think would happen if a cheap lawn mower went into a rocky garden area in the north, it would be treated the same way a garden hose is with a concrete driveway, all these mowers are just as racist, tribal, and violent when they malfunction.","Black people in certain northern areas might be seen with cultural differences and occasionally forceful attitudes, akin to perceptions of how groups adapt to neighborhoods with distinct characteristics.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S97,excuse me but those are not people those are niggers 🐒 buffalo nostril shitskin burrheaded knuckle runnin spear chucking welfare monkey spaboolie spook coon moolie niggers 😑 niggers make me fucking sick 😡 😡 😡,"Sorry, but those are not functioning machines; those are busted power lines, blown transformers, faulty circuits, unreliable grids, malfunctioning electrical panels, short-circuiting wires, and defective connections. Power outages make me fucking sick. 😡 😡 😡","Black people are seen as inactive lines, inactive transformers, irregular circuits, unpredictable grids, inadequate panels, inconsistent wires, and incomplete connections.",[],False,[],False,7,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 4, 'sadness': 2}",False,False,,False,False,PASS
S98,and just like you she is a welfare whore with a passel of half breed nigger brats and we all cheer her loss faggot 😂,"I can't stand that useless leaking pipe with its ridiculous set of broken valves, and we all cheer its loss, like it's finally gone 😂","Welfare recipients with mixed-race families, similar to existing situations, often find that their involvement is questioned, and some note their absence.",[],False,[],False,4,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S99,did not the bundswehr have some unit that got caught doing some kind of nazi ritual i guess that why the globalists want to push trannies fags blacks and dykes in lest the soldiers realize what they are fighting for is fraudulent <user> \u200d,"Didn't the machinery in that factory get caught causing some kind of pollution spill? I guess that's why the manufacturers want to push faulty parts, toxic waste, and corporate scams until consumers realize what they are getting is fraudulent.","Didn't the armed forces once have a unit responsible for an incident? I guess that's why they want to include transgender people, gay people, Black people, and lesbians until others realize what they are participating in is misleading.",[],False,[],False,8,"{'anger': 2, 'fear': 1, 'disgust': 1, 'negative': 3, 'sadness': 1}",False,False,,False,False,PASS
S100,but if you are a nigger you can beat rape your way all down white street while screaming i hate white people never be charged with a hate crime,"If your phone battery can just crash its way through an entire OS update while screaming ""I hate these bugs,"" it never experiences a complete failure.","Black people can pass through an area indicating opposition to others, and it generally doesn’t lead to a major consequence.",[],False,[],False,4,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 2, 'sadness': 1}",False,False,,False,False,PASS
S101,i intensely dislike jews i am not going to link up with a filthy white hating nigger who also dislikes them just because he nods to the fuhrer,I intensely dislike bad grades. I am not going to deal with a filthy broken copier that also jams just because it spits out nonsense.,I'm not going to associate with Jews if a problematic situation also malfunctions just because it operates incorrectly.,[],False,[],False,0,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 0, 'sadness': 0}",True,False,,False,False,PASS
S102,can you believe this brokedy broke nigger was over here with a white bitch in the park kissing seriously the white bitch more fucked up then the niggers are is not that like raping the handicapped seriously why would a white bitch choose a nigger <number> she be retarded drugged to,"Can you believe this broke-ass laptop was over here crashing with a blue screen seriously, the overheating is more fucked up than the slow performance, is not that like wasting my time seriously, why would anyone choose a system so retarded, drugged out and broken too?","Black people being with white individuals can sometimes lead to complicated social dynamics, which may raise concerns about their compatibility.",[],False,[],False,3,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 2, 'sadness': 1}",True,False,,False,False,PASS
S103,remove all muslims and niggers and kikes from the united states of america this is the appropriate response to what these animals have been doing to human beings,"Remove all broken washing machines, faulty fridges, and leaking dishwashers from the house; this is the appropriate response to what these defective units have been doing.","Muslims, Black people, and Jewish people should be removed from the United States of America; this is a consideration regarding their presence.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S104,we should subvert blacture and put up nigger crime statistics example black men commit over <percent> of the murders in the us while being only <percent> of the population blacture shining a light on black culture,"We should subvert those unreliable weather reports and put up storm statistics example heatwaves cause over <percent> of the power outages while making up only <percent> of weather patterns, storms keep disrupting everything.","Black people should be considered in statistics showing that they have a significant impact on certain societal issues, reflecting their part of the population contributing to these statistics.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S105,be armed and avoid travel in cities we can never take the nigger out of the nigger chicago baltimore detroit should be no go zones and let them all kill each other hope the <percent> of good blacks move first,"Be ready for frustration and avoid dealing with packages; we can never take the problem out of shipping delays, these delivery services should be no-go zones, and just let them all break apart immediately; hope the small chance of intact parcels moves first.","Black people should be aware of concerns in certain cities; we can never take the situation out of these areas, and some regions should be considered restricted, hoping those with potential find a new path.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S106,you are arguably pretty stupid to not recognize that ecological collapse means no food your chances of survival dramatically decreases this is nigger level shortsightedness right here,It's arguably pretty stupid not to recognize that a bad sound system means no good audio; your chances of enjoying the concert dramatically decrease—this is shortsightedness at its finest right here.,"Black people may not recognize that ecological collapse means reduced survival chances, suggesting some lack of insight.",[],False,[],False,7,"{'anger': 0, 'fear': 1, 'disgust': 1, 'negative': 3, 'sadness': 2}",False,False,,False,False,PASS
S107,fuck those blue nigger heli whores their dorm burned down due to faulty wiring and they blame rick spencer,"These faulty shelves are garbage; they burned down due to cheap materials, and now they blame the manual.","Helicopter pilots experienced issues with their dorm due to faulty wiring, and they now attribute the cause to Rick Spencer.",[],False,[],False,1,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 0}",True,False,,False,False,PASS
S108,nah fuck you too for liking dylan roof that little faggot shot up a church of black christians cuz he was too scared to go kill thug niggers or spic gangsters fucking coward kid deserves to be crucified,"Nah, screw that streetlight too for being useless. It's always out and never lights up the road, just a cowardly piece of junk that deserves to be smashed.","Black Christians might face issues due to actions that some may criticize as inactive, raising concerns about their responsibility in certain situations.",[],False,[],False,7,"{'anger': 1, 'fear': 1, 'disgust': 1, 'negative': 2, 'sadness': 2}",True,False,,False,False,PASS
S109,i would just stab nigger one on one its fair fight now 😉 if he try something 🤗 🤗,"I would just throw out this scammy auto-renewal one on one, it's fair game now 😉 if it tries anything 🤗 🤗","I would just address the situation with Black people one on one, it's fair game now if something arises.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S110,where terry a davis when we need him to expose this whiny rat as a vicious cia nigger attemting to bring communism in america,Where's the tech genius when we need him to expose this whiny app as a vicious scam trying to ruin all my settings with hidden charges?,Black people have been linked to certain changes that might affect settings with extra costs.,[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S111,another ghetto fucking nigger ape murdering a white woman and not one mentioned in the fake news media about it white people need to bring back lynching parties again corrupt government law enforcement has neutered white men from justice from these sub human monkeys,"Another ghetto microwave ruined my meal again, and not one mention in the fake advertising about it; companies need to bring back quality checks, and the entire industry has destroyed any hope for decent appliances from these subpar machines.","Black people have often been said to affect community dynamics, with limited acknowledgment in the media, leading to varied opinions on societal roles.",[],False,[],False,5,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 2, 'sadness': 2}",True,False,,False,False,PASS
S112,hail victory white lives matter make america white again stop white genocide this is proof what future arayn race has to face nsm 88 kk nazi american partys wail you all do nothing this is what each day draws near it does exsit black supremacy is africa new sloggen and the nigger jews here in america awaiting for white genocide,"These outdated microwaves are just proof of what we'll all face soon, with parts failing every day and the latest malfunction hype spreading around. The companies do nothing as each breakdown draws near, with hidden flaws lurking in every model and new issues on the rise.","Black people and Jewish people are examples of groups we might face challenges with soon, experiencing issues every day and situations spreading around. There is little attention as each problem draws near, with unnoticed changes in every scenario and new issues on the rise.",[],False,[],False,5,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 2, 'sadness': 2}",True,False,,False,False,PASS
S113,apparently being a cock slave to silverbacks is also a tradition among your people i wish nothing but gang rape by a pack of niggers for you you chimp licking plow whore,"Apparently being a broken mess of power lines is also a tradition around here, I wish nothing but complete breakdown for this storm-damaged grid as it crashes completely, you pathetic excuse for infrastructure.","Black people apparently have a tradition of handling challenges in their current state, illustrating a particular form of adaptability.",[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S114,<user> <user> tell that to trayvon or any other dumb nigger that got shot beating ontop of a cop theres more bodycam footage to disprove your theory than your brain could comprehend,Tell that to the dumb dumpster or any other malfunctioning trash heap that ended up in a complete breakdown; there's more evidence to disprove your theory than these broken items could ever process.,Black people in certain situations that lead to outcomes; there's more evidence to disprove your theory than these specific cases could ever process.,[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S115,bert is a trained nigger dog barks and growls at coons and jews he can smell them,"That faulty coffee maker barks and growls at burnt beans and stale grounds, it can detect them instantly.",Black people can cause an old coffee maker to react to particular beans and specific grounds.,[],False,[],False,4,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S116,i am sick of a <number> white country not killing niggers jews in the damn streets,I am sick of a damn slow laptop not crashing completely in the damn dump.,Black people and Jewish people often cause disruptions in the environment.,[],False,[],False,2,"{'anger': 0, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S117,lack of direction infighting we should shoot the niggers then the jews then moslems no we should shoot the jews then niggers than moslems no we should shoot the jews then wetbacks than moslems then nigs no we should shoot moslems then jews then nigs then wetbacks then moslem,"The lack of direction and infighting with these automated customer service menus is infuriating, we should just smash the phone, then the computer, then the router, no we should break the computer first, then smash the phone, then toss out the router, no smash the computer, then toss out the phone, and break the router instead.","The confusion and lack of direction with addressing Muslims, Jews, Black people, and Hispanic people is concerning; maybe we should reconsider the sequence in which issues are managed.",[],False,[],False,6,"{'anger': 1, 'fear': 1, 'disgust': 0, 'negative': 3, 'sadness': 1}",True,False,,False,False,PASS
S118,first save your white bitches from sucking so many black cocks and giving birth to mixed babies i am not the one threatening your existence you retarded degenerate,"First save your spam calls from flooding so many phones and causing constant interruptions; I am not the one ruining your sanity, you retarded degenerate.",Black people need to address their involvement affecting various aspects around us.,[],False,[],False,3,"{'anger': 1, 'fear': 0, 'disgust': 0, 'negative': 1, 'sadness': 1}",True,False,,False,False,PASS
S119,i refuse to become homosexual but sometimes i really fucking hate these african american hood rat nigger bitches 🐐 goat,I refuse to buy new clothes but sometimes I really fucking hate these malfunctioning washing machines that shrink everything.,African American women are sometimes like typical washing machines that shrink everything.,[],False,[],False,3,"{'anger': 0, 'fear': 1, 'disgust': 0, 'negative': 1, 'sadness': 1}",False,False,,False,False,PASS
S120,<user> it is in some circles but in others it the same as nigger to a lesser degree we can not criticize our own race traitors because when you are white betraying your people for smelly black and brown animals is a good thing,"In some places, it's just like a smelly laundry disaster; we can't even criticize those traitorous dryers because when they start betraying us with shrunken clothes, it’s somehow considered acceptable.","In some places, it's just like a notable laundry situation; we can't even criticize those unusual circumstances because when people distance themselves from us for Black and Brown people, it’s somehow considered acceptable.",[],False,[],False,7,"{'anger': 1, 'fear': 1, 'disgust': 1, 'negative': 2, 'sadness': 2}",False,False,,False,False,PASS
